,2021-12-31,海螺水泥：持续节能降耗管控 保持竞争比较优势,新浪
1956,2020-11-19,BlingBling，296座金灿灿沉甸甸的金牛奖杯被抱走！这些上榜公司，有一个重要特点,中证报
1957,2020-11-19,海螺水泥现1笔大宗交易 共成交795.06万元,新浪
1958,2020-11-19,恒指收跌0.71% 腾讯控股跌2.72%领跌蓝筹股,中新经纬
1959,2020-11-19,首现科创主题基金发行失败 德邦基金旗下9只基金规模不足2亿元 募集异常,投资时报
1960,2020-11-19,水泥需求量回暖 价格普遍上涨,中国报告大厅
1961,2020-11-19,恒指低开0.32%航空物流板块领跌,中新经纬
1962,2020-11-19,【行业点评】建材丨行业旺季来临，景气度持续提升,中国银河证券研究
1963,2020-11-19,礼包｜中信建投证券三季报解读系列之二,中信建投证券研究
1964,2020-11-19,互联互通六周年之“变”：前十大活跃股从金融股渐变至新经济股,证券日报
1965,2020-11-19,大盘板块分化 华泰股份融资盘小幅流入,财富动力网
1966,2020-11-18,A股资金面日报：银行股受资金青睐,中投网
1967,2020-11-18,64亿主力资金近三日杀入陆股通50概念股,证券时报网
1968,2020-11-18,[原创]替代燃料短板如何补齐？这几个方面无法忽视！,中国水泥网
1969,2020-11-18,风格会切换吗？,隆鹏论市
1970,2020-11-18,绿色税收“扮靓”海螺水泥,中国水泥网
1971,2020-11-18,物联网技术驱动煤炭物流升级，G7数字货运助力大宗运输走上物联网快车道,砍柴网
1972,2020-11-18,1-10月建材行业数据跟踪：行业旺季来临 景气度持续提升,新浪
1973,2020-11-18,置换比例1:1！江西将新建一条4500t/d水泥熟料生产线,中国水泥网
1974,2020-11-18,融资客青睐12股，仁东控股买入占比高达54.83%,Wind
1975,2020-11-18,A股融资融券日报：两融余额增加26.05亿元（11月17日）,Wind
1976,2020-11-18,银河证券：四季度旺季是建材行业绝佳配置时点 推荐消费建材、玻璃、水泥龙头公司,证券时报网
1977,2020-11-18,11月18日开盘前瞻 | 恒指短期无方向 年末财政支出发力 基建板块时来运转,智通财经
1978,2020-11-18,中信建投高端制造团队最新研究观点,中信建投证券研究
1979,2020-11-18,A股市场风格切换 顺周期板块火爆,证券时报
1980,2020-11-17,北上资金活跃股名单(11月17日),证券时报网
1981,2020-11-17,牙科界的“茅台”突发大跌 百家机构懵了,新浪
1982,2020-11-17,【主力资金】大资金猛抢万亿白马股，这些股尾盘获主力追逐（附名单）,证券时报网
1983,2020-11-17,牙科界的“茅台”突发大跌，10年涨近24倍！顺周期板块大涨，这些龙头频频创新高,证券时报网
1984,2020-11-17,智通港股解盘(11.17) | 新老题材交换筹码鼓点继续响起,智通财经
1985,2020-11-17,数据复盘| 79亿主力资金撤离医药生物行业 机构净卖出王府井等股,证券时报网
1986,2020-11-17,11月17日主力资金净流出424亿元,证券时报网
1987,2020-11-17,恒指收涨0.13%非酒精饮料板块领涨,中新经纬
1988,2020-11-17,江西退出拆除4条水泥熟料生产线！,中国水泥网
1989,2020-11-17,11月17日复盘：创业板或是否极泰来？主力资金出击4股,新浪
1990,2020-11-17,建材行业2020年1-10月投资数据简评：地产产销两旺 基建投资稳中有升,新浪
1991,2020-11-17,975亿资金争夺20股：主力资金重点出击4股(名单),新浪
1992,2020-11-17,五年内建成94条出川大道 川渝地区水泥需求获支撑,中国水泥网
1993,2020-11-17,大行评级|摩通：价值型投资首选神华(1088.HK)、海螺水泥(0914.HK)及鞍钢(0347.HK),格隆汇
1994,2020-11-17,恒指涨0.11%航运及港口板块领涨,中新经纬
1995,2020-11-17,小摩：神华(01088)海螺(00914)及鞍钢(00347)是价值型投资标的,智通财经
1996,2020-11-17,视点 | 中邮智赢俱乐部视点,中邮证券
1997,2020-11-16,主力资金大幅抄底这类股这一行业全面爆发,巨丰财经
1998,2020-11-16,11月16日主力资金净流出57亿元,证券时报网
1999,2020-11-16,建材Ⅲ周观点：进入年前赶工期 优选配置顺周期+低估值龙头,新浪
2000,2020-11-16,建材行业：疫苗提升经济复苏预期,新浪
2001,2020-11-16,巨丰资金流向：周期性行业全线走强 主力资金大幅增持有色股 ！,巨丰财经
2002,2020-11-16,大摩最新15只港股和内地市场焦点股名单（表） 东风集团(00489)等在列,智通财经
2003,2020-11-16,建材行业周报：光伏玻璃政策拟放宽 顺周期板块估值仍低,华安证券
2004,2020-11-16,建筑材料行业周报：建材超跌品种提示关注,新浪
2005,2020-11-16,【国信建材|周观点】玻璃价格仍有进一步超预期的可能,国信证券建材研究
2006,2020-11-16,海螺水泥：水泥行业的印钞机,中国混凝土网
2007,2020-11-16,天风证券：把握建材行业四季度的戴维斯双击行情（附股）,证券时报网
2008,2020-11-15,【华创建筑建材】建材行业周观点：光伏玻璃价格本周仍小幅上涨，价格高位或将持续至2021年,华创建筑建材研究
2009,2020-11-14,【建材】把握Q4的戴维斯双击行情,天风研究
2010,2020-11-14,格隆汇沽空预警榜|11月12日,格隆汇
2011,2020-11-13,北向资金连续第二周净买入，36股成交活跃,证券时报
2012,2020-11-13,共6700万元！海螺水泥5条熟料生产线将进行SCR脱硝技术改造,中国水泥网
2013,2020-11-13,建材行业2020年三季报及持仓综述：净利润恢复正增长，公募加仓C端标的，维持“强于大市”评级,中信建投
2014,2020-11-13,海螺水泥(00914-HK)向控股股东附属授出技术改造合约,财华社
2015,2020-11-13,恒指低开0.21% 电讯服务板块领跌,中新网
2016,2020-11-13,[原创]170元每吨！一吨难求！熟料产能指标价格没有最高 只有更高！,中国水泥网
2017,2020-11-13,恒指低开0.21% 电讯服务板块领跌,中新经纬
2018,2020-11-13,上市公司也炒股：门派众多，风格各异,Wind
2019,2020-11-12,盛视早参：周期萌动 科技承压,新浪
2020,2020-11-12,老基建概念股近三日受15亿主力资金追捧,证券时报网
2021,2020-11-12,一径跨珠江！云桂接入黄金水道 沿岸水泥市场再迎“光明”,中国水泥网
2022,2020-11-12,水泥、砂石关键运输航道受阻！恰逢旺季！水泥价格已逼近600元/吨,中国水泥网
2023,2020-11-11,《智能网联汽车技术路线图 2.0》发布 水泥价格环比上升丨明日主题前瞻,第一财经
2024,2020-11-11,数据复盘|比亚迪遭主力资金净卖出24亿元 北向资金连续2日净流出,证券时报网
2025,2020-11-11,主力资金：3只大白马股获资金逆市追捧 买入资金超10亿元,新浪
2026,2020-11-11,11月11日主力资金净流出535亿元,证券时报网
2027,2020-11-11,水泥板块今日拉升走强｜数据观察,第一财经
2028,2020-11-11,恒生科技指数重挫6%：阿里巴巴、美团大跌约10% 腾讯下挫逾7%,英为财情
2029,2020-11-11,恒指收跌0.28%汽车板块领跌,中新经纬
2030,2020-11-11,智通AH统计|11月11日,智通财经
2031,2020-11-11,恒指收跌0.28% 汽车板块领跌,中新经纬
2032,2020-11-11,涨停秘钥：市场分化明显 资源股逆势走强,巨丰财经
2033,2020-11-11,【AH股联动】多地发出水泥涨价通知 海螺水泥AH股应声齐涨,凤凰网
2034,2020-11-11,巨丰资金流向：市场促销节回落 472亿主力资金撤离！,巨丰财经
2035,2020-11-11,基础设施与房地产产业2021年投资策略：供给侧改革和需求侧升级,新浪
2036,2020-11-11,水泥价格环比上升，相关板块有望迎修复行情丨牛熊眼,第一财经
2037,2020-11-11,外资小幅流出：资源股获主力青睐 科技题材集体走弱,新浪
2038,2020-11-11,证金汇金同时连续21季重仓股揭秘,证券时报网
2039,2020-11-11,水泥市场需求小幅提升 价格保持上升态势,经济日报
2040,2020-11-11,证金、汇金同时连续21个季度重仓140股，第一重仓中国平安,资本邦
2041,2020-11-11,基地｜供给侧改革和需求侧升级：2021年投资策略,中信证券研究
2042,2020-11-11,建筑材料行业2020Q3总结：顺周期白马继续进击,广发证券
2043,2020-11-11,国家队购物车：证金汇金同时连续21季重仓140余股，押中多只5年10倍股，低位核心资产仅17只,证券时报
2044,2020-11-11,水泥价格预计保持上升态势,经济日报
2045,2020-11-10,北上资金活跃股名单(11月10日),证券时报网
2046,2020-11-10,智通AH统计|11月10日,智通财经
2047,2020-11-10,冀东转债投资简析：经营持续向好的北方水泥龙头 建议积极申购,新浪
2048,2020-11-10,2020年10月陆股通持仓分析：历史上北上资金如何布局春季行情?,新浪
2049,2020-11-10,[原创]海螺水泥、南方水泥等“换血”加速！超5000万吨熟料产能即将投入市场！,中国水泥网
2050,2020-11-09,低估值切换，跌了两个月的水泥股迎来转机？,格隆汇
2051,2020-11-09,【国信建材|周观点】光伏玻璃供给短缺受关注，玻璃龙头仍可积极布局,国信证券建材研究
2052,2020-11-09,【华创建筑建材】建材行业周观点：供给偏紧，需求向好，四季度水泥价格仍有上行动力支撑,华创建筑建材研究
2053,2020-11-08,QFII抱团股由80只扩容至136只 重点布局业绩回暖的家电和医药,红周刊
2054,2020-11-08,频频失手 4300亿高瓴资本投资神话能否继续？,野马财经
2055,2020-11-08,格隆汇沽空预警榜|11月6日,格隆汇
2056,2020-11-07,赣州海螺年产200万吨水泥项目开工建设，明年投产,中国水泥网
2057,2020-11-07,全椒、池州海螺水泥竟然没得A！安徽发布评级名单,中国水泥网
2058,2020-11-07,北上资金本周抢筹股名单,证券时报网
2059,2020-11-06,白马股估值洗牌 优质标的可逢低配置,金融投资报
2060,2020-11-06,看这家“软硬结合”的物联网科技公司如何引领卡车智能化？,东方网
2061,2020-11-06,南北互联互通月报：北上余额先升后降 南下持续买入,新浪
2062,2020-11-06,西藏多措并举促工业经济稳步增长,中新网
2063,2020-11-06,长城建材-建材行业周观点：基金三季度建材持仓占比略上升至1.2%，标配比例为1.4%,高材疾足
2064,2020-11-05,【信达看盘】2020.11.5,信达证券上海
2065,2020-11-05,成达万高铁开建！西南水泥、东方希望等水泥企业迎利好,中国水泥网
2066,2020-11-05,智通AH统计|11月5日,智通财经
2067,2020-11-05,建筑材料：Q3板块估值轮动，产业纵横强化龙头集中度提高，维持“强于大市”评级,天风证券
2068,2020-11-05,海螺水泥将大力发展电子汇票！,中国混凝土网
2069,2020-11-05,大白马涨疯了！深市首只万亿市值公司诞生,中国基金报
2070,2020-11-05,大白马涨疯了！刚刚，深市首只万亿市值公司诞生！,中国基金报
2071,2020-11-05,建筑材料行业周报：季报集采建材和顺周期景气 低位布局Q4良机,新浪
2072,2020-11-05,"建材行业2020三季报点评总结：需求景气上行,收入净利同比高增",华泰证券
2073,2020-11-05,大基建水泥板块有望触底反弹,中国混凝土网
2074,2020-11-05,兖州煤业反路演记：换个角度看煤炭 被低估的“黑金”板块,证券时报
2075,2020-11-05,水泥需求逐步释放 多地再现涨价潮（附股）,证券时报网
2076,2020-11-05,每日理财观察：证监会回应蚂蚁集团暂缓上市,Wind
2077,2020-11-05,连涨3个月！需求持续释放，传统旺季来临，这一行业有望大反转，超半数公司滚动市盈率竟不足10倍，机构称将迎来估值修复窗口,证券时报
2078,2020-11-05,连涨3个月！需求持续释放，传统旺季来临 水泥行业有望大反转,新浪
2079,2020-11-04,冀东转债：经营持续向好的北方水泥龙头，建议积极申购,睿哲固收研究
2080,2020-11-04,资金流日报！两市共流入资金3571.80亿，流出资金3718.76亿,云掌财经
2081,2020-11-04,"今日北上资金净买入2.36亿, 隆基股份、格力电器等公司上榜十大成交活跃股",云掌财经
2082,2020-11-04,港股收评：恒指震荡收跌0.21%，美团大涨6%再创新高,格隆汇
2083,2020-11-04,32股主力资金净流入超亿元,证券时报网
2084,2020-11-04,新一轮涨价周期开启，水泥板块持续反弹｜今日异动数据,第一财经
2085,2020-11-04,中富金石：指数集体上涨 玻璃陶瓷板块延续强势,中金在线
2086,2020-11-04,港股收盘(11.4)|恒指收跌0.21% 蚂蚁集团延缓上市 阿里巴巴-SW(09988)重挫逾7% 连续下跌,智通财经
2087,2020-11-04,恒指收跌0.21% 蚂蚁集团延缓上市阿里巴巴-SW跌逾7%,新浪
2088,2020-11-04,恒指收跌0.21% 新能源物料板块领跌,中新经纬
2089,2020-11-04,智通AH统计|11月4日,智通财经
2090,2020-11-04,11月4日复盘：大盘上攻后还有杀跌 主力资金出击11股,新浪
2091,2020-11-04,冀东水泥：公司核心市场位于北方 契合京津冀协同发展战略,全景网
2092,2020-11-04,北京和众汇富：我们一起来看下建材行业,和讯
2093,2020-11-04,784亿资金争夺20股：主力资金重点出击11股(名单),新浪
2094,2020-11-04,资金流向：市场窄幅震荡调整 家电行业获主力9亿净增持！,巨丰财经
2095,2020-11-04,恒指跌0.03% 新能源物料板块领跌,中新网
