,2021-12-31,国金证券积极落实乡村振兴 助力农村产业升级,中证网
771,2021-01-21,开年券商开户又爆棚！国金倍数增长，湘财半月超过上月三成…90、00后比重超50%，85后整体超70%,财联社
772,2021-01-21,69股获券商买入评级 新媒股份目标涨幅达65.67%,Wind
773,2021-01-21,买爆核心资产！南水抱团这些个股,Wind
774,2021-01-21,金晶科技获国金证券“买入”评级 股价20天内涨20%,金融界
775,2021-01-20,睿远基金等18家投资者分享福莱特25亿元定增，光伏玻璃扩产壁垒仍存,Wind
776,2021-01-20,抱团回暖！宁德时代市值猛增550亿，白酒低开高走,中证报
777,2021-01-19,非银金融行业周观点：情绪持续高涨＋流动性充足 板块布局正当时,新浪
778,2021-01-19,注册制擎绘“海阔天空”，保代浅唱“光辉岁月”,Wind
779,2021-01-18,非银金融行业周报：1月基金新发或创新高 继续推荐两主线上的龙头,新浪
780,2021-01-18,短视频第一股来了！万亿市场争夺战火力全开,Wind
781,2021-01-17,机构抱团瓦解？2元以下股票数量井喷，最惨跌超97%,证券时报
782,2021-01-16,折叠屏时代真的要来了？全球手机巨头大动作,Wind
783,2021-01-15,券商涨跌幅一周排行榜：东方财富涨6.3%居首，第一创业跌14%垫底,华夏时报
784,2021-01-15,投资银行业与经纪业：复盘非银行业春季躁动的启示,新浪
785,2021-01-14,国金证券(600109.SH)：2020年度第九期短期融资券兑付完成,格隆汇
786,2021-01-14,玉禾田：环卫龙头创业板上市，加速智慧一体化,全景网
787,2021-01-14,“聪明的长钱”蜂拥而至，外资批量申请境外机构投资者资格,Wind
788,2021-01-14,国金证券股份有限公司2021年 公开发行短期公司债券（第一期） （面向专业投资者）发行结果公告,中证报
789,2021-01-13,投资进入“智能驾驶”时代 国金证券推出GARP策略智能成长指数,经济观察网
790,2021-01-13,国金证券(600109.SH)：完成公开发行10亿元短期公司债券,格隆汇
791,2021-01-13,国金证券：2021年通信板块仍将是结构性行情，关注5G、云计算、物联网三条主线,Wind
792,2021-01-13,“需求+国产替代”双轮驱动，功率半导体2021年景气度高,Wind
793,2021-01-12,券商板块拉升，招商证券涨超7%,Wind
794,2021-01-12,【行情】证券板块异动拉升，招商证券涨超5%，东方财富、国金证券、中金公司等跟涨,金十数据
795,2021-01-12,非银金融行业周观点：市场情绪升温＋增量资金入市 坚定看好板块跨年行情,新浪
796,2021-01-11,聚焦“科技强国”战略规划，国金证券发布智慧中国指数,Wind
797,2021-01-08,明星分析师都去哪了？券商研究所5年离职数据大解剖,新财富
798,2021-01-08,中国债券市场金融债发行日程一览(1月8日),Wind
799,2021-01-07,2020年共145家企业登陆科创板 119家选择标准一,中国经济网
800,2021-01-07,2020年59家券商分232亿保荐承销费 中信建投中信领先,中国经济网
801,2021-01-06,截至2020年12月末，福建辖区（不含厦门）共38家拟IPO企业,资本邦
802,2021-01-06,券商龙头股反弹拉升，中信建投涨逾5%，招商证券等均走强,证券时报网
803,2021-01-06,A股融资融券日报：两融余额增加120.41亿元（1月5日）,Wind
804,2021-01-05,证券行业周报：退市新规正式落地 提高上市公司质量再进一步,新浪
805,2021-01-05,【研报掘金】券商将迎来春季躁动 建议布局头部券商和优质精品投行,证券时报网
806,2021-01-05,洞察|国金证券保荐代表人未及时履行报告义务上交所对2人予以监管关注的决定 金融监管处罚,和讯
807,2021-01-05,证券行业2021年投资策略报告：科技与开放 券商转型升级之路再迈进,新浪
808,2021-01-05,券商板块冲高 国金证券涨停,e公司
809,2021-01-05,【行情】券商板块再度冲高，国金证券封板，中原证券拉升，哈投股份、光大证券、湘财股份等跟涨,金十数据
810,2021-01-05,券商股拉涨，国金证券瞬间封板,Wind
811,2021-01-05,A股开年动力足，券商挖掘金股忙,Wind
812,2021-01-04,非银金融行业周报：关注机构调仓 看好非银板块新年“开门红”,新浪
813,2021-01-02,"IPO月均33家！投行迎""大年"" 1.71万亿股权承销哪家强？""三中一华""夺得半壁江山 兴业平安浙商",券商中国
814,2021-01-01,券商2020年度研究能力大起底：最牛金股阳光电源涨近600% 96股表现不如人意,时代财经
815,2021-01-01,龙头地位稳固！2020年股权承销榜出炉,Wind
816,2020-12-31,懵了！400亿券商居然闪崩跌停！更有1600亿巨头也跌停，网友：4个涨停都回不了本,证券时报网
817,2020-12-31,行悦信息信披违法实控人遭罚90万 原主办券商国金证券,中国经济网
818,2020-12-31,公募重大创新：首批MOM正式获批！最全解读来了,中国基金报
819,2020-12-31,国金证券：首予龙光集团(03380)“买入”评级 目标价18.3港元,智通财经
820,2020-12-31,2020年IPO大丰收暴涨90% 券商狂揽236亿 中金夺冠广发失落,时代财经
821,2020-12-31,【山证非银】行业周报（20201228-20201231）：退市新规正式落地，提高上市公司质量再进一步,山西证券研究所
822,2020-12-30,17家券商评价遭下调，这家券商连升两级！,中证报
823,2020-12-30,96家券商今年并购重组财务顾问执业能力评级出炉：14家获A、14家升级、这1家连升2级！,每日经济新闻
824,2020-12-30,证券行业周报：金融科技监管导向进一步明确,新浪
825,2020-12-30,中证协公布2020年度证券公司从事上市公司并购重组财务顾问执业能力专业评价结果,Wind
826,2020-12-30,【安信非银】2021年度策略：春暖花开，否极泰来,新角度新金融
827,2020-12-29,南通江天化学股份有限公司首次公开发行股票并在创业板上市网下初步配售结果公告,证券时报
828,2020-12-29,券商异动拉升，中原证券涨停,Wind
829,2020-12-29,【行情】券商股开盘拉升，中原证券拉升触板，国金证券、华鑫股份、东方财富、国盛金控等涨近3%,金十数据
830,2020-12-29,国金证券首予华润万象生活增持评级，目标价36.57港元,Wind
831,2020-12-28,非银金融行业周报：关注储蓄向投资转化政策利好 看好非银跨年机会,新浪
832,2020-12-28,非银行金融 险企回归保障本源 重申加强资本市场投资端建设,财富动力网
833,2020-12-25,公募备战“开门红”，2021年的“爆款”正在预定,Wind
834,2020-12-25,布局跨年行情，公募基金瞄准“开门红”,Wind
835,2020-12-24,非银金融持续走弱，券商ETF跌近1%盘中持续溢价,Wind
836,2020-12-24,2020年进击的证券业：“做大做强”万亿元规模券商诞生,Wind
837,2020-12-23,公募基金规模年内增3万亿元，百亿元级爆款基金多达40只,Wind
838,2020-12-22,大豪科技陷内幕交易质疑，谁在“狂饮”红星二锅头？,第一财经
839,2020-12-22,基会 | 华安基金推出新混基杨明“一拖五” 任职3只混基跑输同类平均,中金在线
840,2020-12-22,海外指数机构入关山雨欲来国内券商奋力追赶弄潮,经济观察网
841,2020-12-22,病毒变异对中国影响有多大？A股午后为何突然跳水？,中国基金报
842,2020-12-22,非银金融板块加速走弱，机构认为后续上涨动能充足丨牛熊眼,第一财经
843,2020-12-22,A股收盘综述：上证指数“醉酒”下滑1.86%，周期、金融板块午后跳水,Wind
844,2020-12-22,工银瑞信灵动价值混合基金将提前结束募集,证券日报网
845,2020-12-22,非银跳水，券商ETF持续溢价跌逾3%,Wind
846,2020-12-22,券商板块续跌，哈投股份跌逾9%,Wind
847,2020-12-22,非银金融行业周观点：中央定调资本市场供给侧方向 A股退市通道打通在即,新浪
848,2020-12-22,"""双十五""金牛基金经理王筱苓广受认可 工银瑞信灵动价值将提前结束募集",凤凰网
849,2020-12-22,基金“贺岁档”热映 工银瑞信灵动价值提前结募,中国经济网
850,2020-12-21,又一基金被火爆认购 国金证券“贺岁基”开售15分钟破3亿,证券时报网
851,2020-12-21,堪比双11，国金证券贺岁基15分钟破3亿,中国网
852,2020-12-21,2021年A股掘金去哪儿，众机构普遍看好消费科技复苏三赛道,Wind
853,2020-12-21,2021年A股掘金去哪儿 众机构普遍看好消费科技复苏三赛道,证券日报
854,2020-12-20,券商点将台之三：谁是2020年最火券商股？,华夏时报
855,2020-12-20,狂收超200亿，IPO业务大爆发！头部券商强势占据第一方阵,中国基金报
856,2020-12-20,券业年内股债承销突破10万亿，创历史新高,券商中国
857,2020-12-19,内幕知情人超170人！大豪科技十连板，提前埋伏资金暴赚近亿元,华夏时报
858,2020-12-18,光大证券研报:再次推荐“增持”食品龙头白马股金龙鱼(300999),中国贸易新闻网
859,2020-12-16,保代江湖生变：近3000名无项目经验保代上岗,21世纪经济报道
860,2020-12-16,跨年流动性稳了，明年1月降准希望破灭？,Wind
861,2020-12-16,超捷股份去年净利销量员工数齐降 供应商屡成立即合作 盈利能力下降,中国经济网
862,2020-12-16,央行9500亿MLF操作创纪录，跨年流动性稳了，明年1月降准希望破灭？,Wind
863,2020-12-15,反应“需求侧改革” 国金证券指数聚焦A股战略投资机会,证券日报网
864,2020-12-15,实控人之女从保荐机构离职 化解达嘉维康IPO争议 控制人变化,时代在线
865,2020-12-15,国金证券(600109.SH)：2020年度第八期短期融资券兑付完成,格隆汇
866,2020-12-15,【行情】券商股异动，华鑫股份拉升涨逾6%，中金公司、国金证券、浙商证券、国联证券等跟涨,金十数据
867,2020-12-15,天量！央行9500亿“麻辣粉”，还有逾万亿财政投放在候场,中证报
868,2020-12-14,国金证券(600109.SH)：完成发行10亿元短期融资券,格隆汇
869,2020-12-14,三年近万人“消失”，券业生态重塑？一岗位增幅迅猛,券商中国
870,2020-12-13,21万亿市场如何瓜分？外资基金托管“狼来了”,Wind
871,2020-12-11,30家头部券商把脉A股明年大趋势，乐观派看高沪指至4800点,Wind
872,2020-12-10,ST金花(600080.SH)：长安银行未执行公司募集资金专户划款指令,格隆汇
873,2020-12-10,IPO独立性遭监管3次追问！券商“带资源”员工怎么看？,券商中国
874,2020-12-10,深度*行业*证券行业券商板块11月数据点评：市场回暖股承增长 转板上市办法出台,新浪
875,2020-12-10,融资客青睐13股，广州发展买入占比高达56.93%,Wind
876,2020-12-09,山东领信股份收半年报问询函，应收账款等多项数据受关注 问询,鲁网
877,2020-12-09,A股收盘综述：上证指数下滑1.12%连跌三日，券商板块领跌,Wind
878,2020-12-09,国金证券前员工违规“代客炒股”分文未赚仍被罚15万 金融监管处罚,和讯
879,2020-12-09,上市券商分支机构年内加减法：裁撤51家获批新设35家，加速财富管理转型,Wind
880,2020-12-08,达嘉维康创业板IPO问题不断 实控人女儿就职保荐机构任保代,GPLP犀牛财经
881,2020-12-08,华鑫股份午后直线拉升涨停，券商股集体躁动,Wind
882,2020-12-08,昨天创新高，今天就跌停！发生了什么？,上证报
883,2020-12-08,证券行业：多项改革方案发布，关注证券行业投资机会，维持“看好”评级,山西证券
884,2020-12-08,【行情】券商板块走高，财通证券涨6%，招商证券、长城证券、国金证券、中原证券等跟涨,金十数据
885,2020-12-08,财通证券涨逾5%，领涨券商板块,Wind
886,2020-12-08,【山证非银】行业周报（20201130-1204）：多项改革方案发布，关注证券行业投资机会,山西证券研究所
887,2020-12-07,国金证券：当年累计新增借款占上年末净资产比例为42.02% 大额借贷担保,Wind
888,2020-12-07,国金证券(600109.SH)：前11月累计新增借款超上年末净资产40% 大额借贷担保,格隆汇
889,2020-12-07,国金大消费系列指数 掘金中国消费刚需,中国网
890,2020-12-07,港股异动︱康方生物-B(09926)涨超7% 获国金证券首次覆盖“买入”评级并看高目标价至36港元,智通财经
891,2020-12-07,【行情】证券板块异动拉升，哈投股份涨超5%，国盛金控涨3%，国联证券、浙商证券、国金证券等小幅跟涨,金十数据
892,2020-12-06,【兴证金融 傅慧芳】非银周报（2020.11.30-2020.12.06）：继续看好保险板块估值提升，市场转暖券商弹性逐步显现,兴证金融
893,2020-12-06,非银行业周报：继续看好保险板块估值提升 市场转暖券商弹性逐步显现,新浪
