,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
1402,2021-08-27,央行再次提醒虚拟币风险，将持续打击相关交易炒作活动,Wind
1403,2021-08-27,兴业银行重庆分行： 永葆为民初心 真诚服务群众,上游新闻
1404,2021-08-27,服务高新区 兴业有力量 ——兴业银行重庆高新支行正式开业,上游新闻
1405,2021-08-27,兴业银行排名升至第19位 首次跻身全球银行20强,中投网
1406,2021-08-27,兴业银行(601166)半年报点评：利润强劲增长 财富管理转型加速,新浪
1407,2021-08-27,兴业银行青岛分行使用数字芯片破解养殖户贷款难、担保难问题,RFID世界
1408,2021-08-27,兴业银行中报登场：净利增速重回两位数，三张名片表现亮眼,资本邦
1409,2021-08-27,兴业基金上半年实现净利润2.07亿元 兴业银行持有90％股权,金融界
1410,2021-08-27,A股融资融券日报：两融余额增加5.84亿元（8月26日）,Wind
1411,2021-08-27,详解兴业银行21年中报：优异资产质量夯实安全边际，企业活期快增长，财富管理发力【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1412,2021-08-27,净利润同比增长23% 兴业银行上半年总资产破8万亿元,上证报
1413,2021-08-27,兴业银行上半年实现净利润401.12亿元,中国金融新闻网
1414,2021-08-27,山东中锐产业发展股份有限公司2021半年度报告摘要,证券时报
1415,2021-08-26,兴业银行上半年个人住房贷款比例保持高位，人均薪酬又涨3万多,AI财经社
1416,2021-08-26,总资产破 8 万亿！兴业银行净利润增长 23% 不良率创新低,ZAKER
1417,2021-08-26,兴业银行上半年净利润401亿元增长23%，“不良”双降,澎湃新闻
1418,2021-08-26,FOF产品测评（一）丨四维度盘点养老目标日期FOF趋势：华夏、汇添富、交银录得业绩“三甲”能否延续优势？,21世纪经济报道
1419,2021-08-26,兴业银行：营收同比增长8.94%至1089.55亿元|中报快讯,乐居财经
1420,2021-08-26,晚间重要公告2021年8月26日星期四,Wind
1421,2021-08-26,银泰黄金：为控股子公司银泰盛鸿供应链管理有限公司及其全资子公司提供担保 大额借贷担保,每日经济新闻
1422,2021-08-26,天齐锂业：控股股东将其持有的0.88%公司股份质押给兴业银行,Wind
1423,2021-08-26,时隔7年，兴业银行半年度净利润重现双位数增长,第一财经
1424,2021-08-26,兴业银行上半年净利润401.12亿元 理财、零售财富代销类手续费同比增长43.99%,北京商报
1425,2021-08-26,兴业银行：上半年净利润同比增长23.08%,Wind
1426,2021-08-26,兴业银行上半年总资产破8万亿元 净利润同比增长23%,上证报
1427,2021-08-26,美元/日元：最终将升破112-法国兴业银行,理财18
1428,2021-08-26,兴业银行上半年实现净利润同比增长23% 不良现“双降”,财联社
1429,2021-08-26,兴业银行上半年净利401亿元资产突破8万亿，“三张名片”展现良好开局,中华网
1430,2021-08-26,兴业银行(601166.SH)：上半年归母净利增23.08%至401.12亿元,格隆汇
1431,2021-08-26,兴业银行半年报：上半年净利润401亿元 同比增长23%,财联社
1432,2021-08-26,兴业银行半年报：上半年净利润401.12亿元同比增长23.08%,Wind
1433,2021-08-26,兴业银行苏州分行“两优一先”展风采 探索党政企联建共建新模式,大众证券报
1434,2021-08-26,锚定碳达峰、碳中和 兴业银行上半年绿色金融融资余额较年初增长11%,中证网
1435,2021-08-26,“20兴业银行永续债”8月26日17时20分发生价格异动,Wind
1436,2021-08-26,临沂城建拟发行12亿元中期票据，期限为3年,乐居财经
1437,2021-08-26,青岛啤酒业绩显着超过疫情前水平，社保基金、北上资金大举增持！,新浪
1438,2021-08-26,兴业银行落地全国首单公开发行革命老区债,财经网
1439,2021-08-26,A股融资融券日报：两融余额增加45.62亿元（8月25日）,Wind
1440,2021-08-25,皓元医药公布半年报 上半年净利增加110.23%,新浪
1441,2021-08-25,青岛城建拟发行20亿元中期票据，期限为5年,乐居财经
1442,2021-08-25,羚锐制药(600285.SH)大股东羚锐集团质押750万股,智通财经
1443,2021-08-25,兴业银行推出“投联贷” 破冰科创企业融资难题,三秦都市报
1444,2021-08-25,兴业银行兴车融平台 智能出款首笔落地,新浪
1445,2021-08-25,鉴于公司发展需要，源启科技向银行申请综合授信1000万元整,资本邦
1446,2021-08-25,兴业银行泸州分行做好汛期安全生产工作,金融投资报
1447,2021-08-25,A股融资融券日报：两融余额增加68.17亿元（8月24日）,Wind
1448,2021-08-25,早读拾光（8.25）丨温州严厉打击二手房抱团涨价 东莞出台“三限房”试点方案,和讯
1449,2021-08-24,"产能建筑助力实现碳中和,绿色金融支持绿色建筑的痛点和障碍分析",搜狐
1450,2021-08-24,银行机构微博影响力哪家强？浦发银行跌出前十,新浪
1451,2021-08-24,兴业银行与山东省政府加强基建、产业转型升级、绿色金融等合作,证券时报网
1452,2021-08-24,兴业银行拉萨分行：为西藏经济高质量发展赋能,中国金融新闻网
1453,2021-08-24,A股融资融券日报：两融余额增加174.98亿元（8月23日）,Wind
1454,2021-08-24,银行业分析步骤——招行、兴业对比,新浪
1455,2021-08-24,挺进200强兴业银行晋级世界500强第196位,长江商报
1456,2021-08-24,东方臻善纯债债券型证券投资基金基金份额发售公告,证券时报
1457,2021-08-23,【银华基金】交易日报2021-08-23,新浪
1458,2021-08-23,上海新旧房贷利率切换，有人被卡在中间地带,第一财经
1459,2021-08-23,兴业银行、兴业基金共推能源革新主题基金,证券日报网
1460,2021-08-23,2021年上半年中国绿色债券市场回顾与展望,第一财经
1461,2021-08-23,银行本周聚焦：8家银行中报业绩如何？承销规则修订有何影响？,新浪
1462,2021-08-23,银行业：银行信贷量价走弱 半年度业绩表现亮眼,新浪
1463,2021-08-23,深度*行业*银行业周报：7月经济数据低于预期 稳增长与防风险并重,新浪
1464,2021-08-23,2021年中国理财市场现状与发展趋势分析 稳中向好、投资助力实体经济发展【组图】,前瞻研究院
1465,2021-08-23,兴业银行落地全国首单湿地碳汇贷,大众证券报
1466,2021-08-23,胶州城投拟发行10亿元中期票据，期限为3年,乐居财经
1467,2021-08-23,9月银行策略：经济下行期 坚守优质银行,新浪
1468,2021-08-23,由子变孙，保利发展退出锦雍置业100%股权,乐居财经
1469,2021-08-23,明令当做耳旁风 多家大行被央妈爆锤 数张大额罚单集中公示,证券之星
1470,2021-08-23,金融监管政策周报（8.16-8.22）：规范信用债市场,Wind
1471,2021-08-23,银行业投资观察：中报乐观 经营稳定,新浪
1472,2021-08-23,央行再出重拳，5大行被罚1541万，所为何因？,Wind
1473,2021-08-23,机构对银行股分歧在哪？险企减持，顶流基金经理加仓银行股 减持股份,金融界
1474,2021-08-23,早知道·财讯热搜榜TOP10（8月23日）,新华网
1475,2021-08-23,A股融资融券日报：两融余额减少45.91亿元（8月20日）,Wind
1476,2021-08-23,央行再度重拳出击 5家大行被罚1541万所为何因？,券商中国
1477,2021-08-23,上半年超九成投资者购买了净值型理财产品 银行理财投资者超6000万,楚天都市报
1478,2021-08-23,兴业银行荣获2021年 “亚洲地区最佳数字化财富规划私人银行奖”,长江商报
1479,2021-08-23,机构博弈：银行股投资价值现分歧,中证网
1480,2021-08-22,央行重罚5家银行：建设银行被罚388万 华夏银行被罚486万 金融监管处罚,新浪
1481,2021-08-22,剑指信用信息管理不善等 建设银行等5家银行领罚单,新浪
1482,2021-08-22,市场波动风险提升 两家银行上调“炒金炒银”保证金比例,北京商报
1483,2021-08-22,交行建行华夏银行兴业银行邮政银行被处罚！涉违规信息采集等 金融监管处罚,奥一网
1484,2021-08-22,罚款合计1541万 央行出手，邮储、建行、交行、华夏、兴业银行被罚,中华网
1485,2021-08-22,违反信用信息采集等规定 兴业银行被央行罚款5万 金融监管处罚,中华网
1486,2021-08-22,违反账户管理相关规定 邮储银行被央行罚款600万 5人同时被罚,中华网
1487,2021-08-21,因信用信息采集等违规，4家银行合计被央行罚款1153万元 金融监管处罚,澎湃新闻
1488,2021-08-21,多空博弈，机构对银行股分歧在哪？,Wind
1489,2021-08-21,多空博弈！知名险资减持，基金大幅加仓，贝莱德增持，银行股分歧到底在哪？ 减持股份,中证报
1490,2021-08-21,五家银行被央行罚款合计1541万元 涉及违反信用信息采集等案由 金融监管处罚,上证报
1491,2021-08-21,罚款总额1588万元！央行开出11张罚单，涉及5家银行 金融监管处罚,中国银行保险报
1492,2021-08-21,安徽首单“绿创组合贷款”用于芜湖繁昌海创水泥窑综合利用固废项目,安徽新闻网
1493,2021-08-21,深圳劲嘉集团股份有限公司 2021年前三季度业绩预告,证券日报
1494,2021-08-20,兴业银行：拟发行不超500亿元A股可转债获批,北京商报
1495,2021-08-20,【银华基金】交易日报 2021-08-20,新浪
1496,2021-08-20,违反账户管理相关规定！建行等5家银行被央行罚没1541万！ 金融监管处罚,新浪
1497,2021-08-20,兴业银行大连分行为大连热电集团提供上门开卡暖心服务,中国金融新闻网
1498,2021-08-20,兴业银行：获准发行不超过500亿元可转债,财经网
1499,2021-08-20,兴业银行(601166.SH)发行A股可转债获中国银保监会批复,智通财经
1500,2021-08-20,北向资金6年来首次连续两日净卖出超百亿，贵州茅台、五粮液、恒瑞医药遭惨烈抛售,Wind
1501,2021-08-20,碧桂园?美好中国ESG100指数完成2021年度调仓,新浪
1502,2021-08-20,A股融资融券日报：两融余额减少15.59亿元（8月19日）,Wind
1503,2021-08-20,北向资金动向盘点：净买多只券商股,Wind
1504,2021-08-20,早读拾光（8.20）丨半年业绩密集发布 银亿股份获监管函,和讯
1505,2021-08-20,盘前情报丨A股十年来最大IPO登场；碳达峰再迎重磅利好,21世纪经济报道
1506,2021-08-20,文件起草人解读央行首批绿色金融标准：4类机构强制披露,Wind
1507,2021-08-20,创8月新高，北向资金出逃107.83亿元！这些行业板块被大幅抛售,21世纪经济报道
1508,2021-08-20,兴业银行捐款1000万元 支持河南灾后重建和疫情防控,长江商报
1509,2021-08-20,东北证券股份有限公司,中证报
1510,2021-08-19,【银华基金】交易日报 2021-08-19,新浪
1511,2021-08-19,绿金新闻 | 中国首批绿色金融标准发布,中央财经大学绿色金融国际研究院
1512,2021-08-19,光大银行中高层变阵：副行长曲亮不再兼任北京分行行长 常务副行长王罡接棒,新浪
1513,2021-08-19,上海清算所推出外汇交易双边清算服务，引领外汇清算新业态,Wind
1514,2021-08-19,北向资金年内第三次单日净卖出超百亿，中国平安遭大幅抛售超18亿,Wind
1515,2021-08-19,反转！量化对冲策略产品一改年初颓势，包揽混合类产品冠亚军，下半年配置价值如何？丨机警理财日报（8月19日）,21世纪经济报道
1516,2021-08-19,7 月黄金成交大降 54%！兴业银行两度限制个人贵金属业务，全面收紧信号？,ZAKER
1517,2021-08-19,兴业银行两度限制个人贵金属业务：7月黄金成交大降54% 全面收紧信号？,时代周报
1518,2021-08-19,福建区域股市周报：厦门钨业跌出板块市值10强 厦工股份跌20.00%跌幅第一,每日经济新闻
1519,2021-08-19,2021兴业银行JFC青锦赛“植树造林 固碳减排” 公益捐赠仪式在京举行,财经网
1520,2021-08-19,低碳发展动力增,中国县域经济报
1521,2021-08-19,兴业银行北京分行落地首个教育云平台项目,财经网
1522,2021-08-19,华融利好提振投资级债市 高收益恒大领跌仍走弱,新浪
1523,2021-08-19,A股融资融券日报：两融余额增加49亿元（8月18日）,Wind
1524,2021-08-19,支持普惠小微 兴业银行天津分行深入开展中小微企业金融服务能力提升工程,中国金融新闻网
1525,2021-08-19,兴业银行天津分行落地首单北金所乡村振兴债权融资计划,中国金融新闻网
1526,2021-08-19,兴业银行武汉分行 捐赠防疫物资助力一线抗疫,长江商报
1527,2021-08-18,兴业银行青岛分行落地全国首单湿地碳汇贷,凤凰网
1528,2021-08-18,【银华基金】交易日报 2021-08-18,新浪
1529,2021-08-18,鲁政委：高杠杆如何影响利率水平,新浪
1530,2021-08-18,6家银行新增百亿授信，苏宁易购新战略再获资金支持,Wind
