,2021-12-31,大悦城对佛山淦盈提供1.75亿元担保 大额借贷担保,乐居财经
1243,2021-03-29,光大银行董事长李晓鹏详解“跨越计划”：涉盈利、规模、财富管理等,21世纪经济报道
1244,2021-03-29,年报聚焦|存贷款均站上3万亿 不良实现双降 光大银行董事长详解未来两年五大新跨越计划,财联社
1245,2021-03-29,2012年来不良首现双降！光大银行划定五个跨越方向，董事长李晓鹏：尽最大努力回报股东,金融界
1246,2021-03-29,不良5年来首次双降，光大银行个人财富管理费收入增六成,南都报
1247,2021-03-29,【银行视点】建行2020年净利2710.5亿，招行等73股连续5天被增持，徽商银行净利润首次负增长！,金融界
1248,2021-03-29,光大银行发布2020年业绩报告：营业收入达1424.79亿元，同比增长7.28%,经济日报
1249,2021-03-29,【会议直击】中国光大银行(06818-HK)力推云缴费，不良贷款额和贷款率双降,财华社
1250,2021-03-29,银行业周报：多政策促改革 经营贷再规范,新浪
1251,2021-03-29,银行业经营环境稳定，推荐两条投资主线,中信证券
1252,2021-03-29,银行业加快描绘数字普惠金融新蓝图,新浪
1253,2021-03-29,去年银行公募基金销量可观 多家同比增幅超100%,中国基金报
1254,2021-03-29,7家银行理财子公司交卷：吸金谁最强,北京商报
1255,2021-03-28,7家银行理财子公司交卷：业绩分化明显 新年有何打法,北京商报
1256,2021-03-28,2020年，哪家银行理财能力最强？,丁丁创e
1257,2021-03-28,光大银行(06818-HK)去年盈利增1.3%股息21分,财华社
1258,2021-03-28,理财能力哪家强？年度数据看这仨银行！,中国银行保险报
1259,2021-03-27,光大银行2020年业绩增速有所放缓，不良贷款双降 盈利能力下降,中华网
1260,2021-03-27,“宇宙行”2020年日赚8.6亿，疫情之下部分银行不良率抬头,搜狐
1261,2021-03-27,去年新基金太火，多家银行代销规模增200%,Wind
1262,2021-03-27,2020新基金太火了！有银行代销狂增近200%,中国基金报
1263,2021-03-27,惠企便民再升级，信用赋能更“融”易——上海信易贷平台2.0版正式上线,陆家嘴金融网
1264,2021-03-27,多家银行年报出炉 重点目标齐指财富管理,中国经营报
1265,2021-03-26,光大银行去年净利润378亿增1.26%，不良贷款“双降”,澎湃新闻
1266,2021-03-26,公告精选：大华股份拟引入战投中国移动；中电电机重组将注入光伏、风电行业优质资产,e公司
1267,2021-03-26,晚间重要公告2021年3月26日星期五,Wind
1268,2021-03-26,光大银行2020年实现净利润379.1亿元,中证网
1269,2021-03-26,光大银行：2020年净利润同比增长1.26%,Wind
1270,2021-03-26,光大银行(601818.SH)年度归母净利同比增长1.26%至378.24亿元 拟10派2.1元,智通财经
1271,2021-03-26,光大银行(601818.SH)2020年度归母净利润升1.26%至378.24亿元 拟10派2.1元,格隆汇
1272,2021-03-26,光大银行年报：2020年净利润同比增长7.28%,Wind
1273,2021-03-26,光大银行2020年净利润379.05亿元，同比增长1.24%,北京商报
1274,2021-03-26,光大银行与建信信托开展信贷资产收益权转让 银行加速甩不良包袱,用益信托网
1275,2021-03-26,A股融资融券日报：两融余额减少40.24亿元（3月25日）,Wind
1276,2021-03-26,让中小企业闻“基”起舞,长沙晚报
1277,2021-03-25,光大银行盈利能力增长乏力 去年以来被罚1339万元 盈利能力下降,新浪
1278,2021-03-25,A股融资融券日报：两融余额减少14.15亿元（3月24日）,Wind
1279,2021-03-25,银行春招“硬核”攻略：1000+科技岗虚位以待,Wind
1280,2021-03-24,光大银行拟转让15.7亿不良贷款，5.2万债务人来自广州杭州,Wind
1281,2021-03-24,金融市场再遭崩盘，土耳其央行“淡然处之”,Wind
1282,2021-03-23,大华股份：实控人傅利泉解除质押2881万股，持股5%以上股东朱江明解除质押1235万股,每日经济新闻
1283,2021-03-23,5张图看清！千亿市值大票年后跌幅、估值和债务规模,Wind
1284,2021-03-23,深高速(600548.SH)：拟发行2021年度第二期超短期融资券,格隆汇
1285,2021-03-23,请进来，走出去，光大深圳分行金融消费者权益保护宣传“多点开花”,南都网
1286,2021-03-23,银行业周报：大学生网贷迎来监管 招行年报亮点突出,新浪
1287,2021-03-23,A股全面回暖！聪明资金再度返场，众泰停牌核查,Wind
1288,2021-03-23,银行转债怎么看？,岳读债市
1289,2021-03-22,A股全面回暖！“聪明资金”再度返场，四行业获提前抢筹,Wind
1290,2021-03-22,银行周报：信贷数据优秀 招行业绩报喜,新浪
1291,2021-03-22,计算机行业“构筑中国科技基石”系列报告8：国产数据库再受央采支持,新浪
1292,2021-03-22,6家银行年报本周发布 工建交三大国有行交成绩单,证券日报
1293,2021-03-22,6家上市银行年报本周密集发布，工建交三大国有大行交成绩单,Wind
1294,2021-03-21,6家上市银行年报本周密集发布 工建交三大国有大行交成绩单,证券日报
1295,2021-03-19,光大银行(601818.SH)拟为关联方中远海发核定25亿元综合授信额度,格隆汇
1296,2021-03-19,最新！监管重拳出手，这些银行“栽了”,Wind
1297,2021-03-19,中国光大实业集团原党委书记朱慧民被双开,Wind
1298,2021-03-19,富时罗素季调盘后生效叠加期指交割，波动日如何保平安？,Wind
1299,2021-03-18,富时罗素A股季调明日盘后生效，北上资金已连续八日加仓,Wind
1300,2021-03-18,四大行行长全到位 原光大银行行长刘金执掌中行帅印,中国网
1301,2021-03-18,超级大白马15天回购62亿元，日均狂买4亿多！,Wind
1302,2021-03-18,金融圈重磅！两国有大行同日官宣新行长，两大财险齐齐换将，“金融铁娘子”辞任万亿股份行董事长 董监高成员变化,中国基金报
1303,2021-03-18,中行工行同日官宣新行长 金融铁娘子李庆萍辞任万亿股份行董事长 董监高成员变化,中国基金报
1304,2021-03-17,大行迎新行长！,丁丁创e
1305,2021-03-17,工行、中行、人保等金融机构高管大换血，都是“一二把手”级别 董监高成员变化,中证报
1306,2021-03-17,同日官宣人事变动：中行任命刘金为行长 工行廖林任职资格被核准,新浪
1307,2021-03-17,高管层频繁变动后，中国银行正式官宣新行长等人员名单 董监高成员变化,第一财经
1308,2021-03-17,中行迎新行长，提拔一副行长,Bank资管
1309,2021-03-16,中行：董事会决定聘任刘金为行长、陈怀宇为副行长,上证报
1310,2021-03-16,刘金辞任光大银行行长 下一站任中国银行行长 董监高成员变化,中国经济网
1311,2021-03-16,光大银行(601818.SH)：刘金辞去执行董事、行长等职务 董监高成员变化,智通财经
1312,2021-03-16,刘金因工作调整辞去光大银行执行董事、行长等职务 董监高成员变化,新浪
1313,2021-03-16,光大银行：执行董事、行长刘金辞任 董监高成员变化,Wind
1314,2021-03-16,【研报掘金】银行股低估值+基本面拐点向上性价比极高 继续看好板块投资机会,证券时报网
1315,2021-03-16,银行周报：货币政策不急转弯 社融超预期,新浪
1316,2021-03-15,光大银行厦门分行违法 内控管理不到位违规发放贷款 金融监管处罚,中国经济网
1317,2021-03-15,A股融资融券日报：两融余额减少27.42亿元（3月12日）,Wind
1318,2021-03-15,北向资金大调仓！狂买5只银行股，2000亿市值钢铁巨头遭减仓,Wind
1319,2021-03-14,76家机构“挤破门槛”，这只银行股有点火！,Wind
1320,2021-03-14,牛年最大银行罚单来了！还有这些大行被点名 金融监管处罚,Wind
1321,2021-03-13,基金圈大消息！刚刚，又有千亿公募总经理离职！ 董监高成员变化,Wind
1322,2021-03-12,本周央行及银保监会行政处罚汇总：国开行、四川信托双双领到千万级罚单 金融监管处罚,Wind
1323,2021-03-12,厦门银保监局：对光大银行厦门分行作出行政处罚，罚款50万元 金融监管处罚,Wind
1324,2021-03-12,金华银保监局：对光大银行金华义乌支行作出行政处罚，罚款25万元 金融监管处罚,Wind
1325,2021-03-11,A股共发生143宗大宗交易成交43.75亿元（3月11日）,Wind
1326,2021-03-11,"光大银行现2笔大宗交易 共成交1,253.38万元",新浪
1327,2021-03-11,海外信用评级汇总2021年3月11日星期四,Wind
1328,2021-03-11,再添两位“金融副省长” 两名光大系前高管已赴任地方任职,每日经济新闻
1329,2021-03-11,光大银行今日大宗交易成交345.28万股，成交价3.63元折价11.68%,Wind
1330,2021-03-11,惠誉：授予光大银行香港分行美元票据“BBB”最终评级,Wind
1331,2021-03-11,银行基本面跟踪二十八：需求旺 政策稳-2月社融、信贷点评,新浪
1332,2021-03-11,银行业2021年2月金融数据点评：需求恢复 融资乐观,新浪
1333,2021-03-11,A股机会掘金：银行股强势崛起！有色、水泥等板块掀涨停潮 抓住机会了吗？,中金在线
1334,2021-03-11,成交量创年内新低后，银行率先发力引领反击，中金给出40%上涨目标价,财联社
1335,2021-03-10,起底平安普惠千亿贷款谜团：网贷小贷展业规则不明 价值大幅贬值,新浪
1336,2021-03-10,中金再论银行股！供给侧改革与政策边际放松“双利好”提振板块，这五家银行有望涨超50%，光大银行最被看好,金融界
1337,2021-03-09,光大银行(06818-HK)300亿A股可转换公司债券3月17日支付利息,财华社
1338,2021-03-09,2月银行业罚单报告：共218张罚单，中信银行领16张,Wind
1339,2021-03-09,东北证券--银行业周报：解读政府工作报告，银行上涨确定【行业研究】,金融界股吧
1340,2021-03-09,A股融资融券日报：两融余额减少48.58亿元（3月8日）,Wind
1341,2021-03-08,南方基金关于旗下部分基金增加国泰君安为,中证报
1342,2021-03-07,信用负面周度回顾20210301-20210305,郁言债市日常跟踪
1343,2021-03-06,揭秘价值洼地真相：北京银行股息率达6.34%,新浪
1344,2021-03-04,海外信用评级汇总2021年3月4日星期四,Wind
1345,2021-03-04,光大银行管理层架构生变 监事长行长副行长相继离任 董监高成员变化,新浪
1346,2021-03-04,标普：予光大银行(06818.HK)香港分行拟发行票据“BBB+”长期发行评级,云掌财经
1347,2021-03-04,第三批，上海金融科技创新监管试点又有应用公示，包括区块链和大数据,Wind
1348,2021-03-04,中泰证券--银行基本面周度跟踪：结构性存款余额1月小幅反弹，同业存单发行力度加大(增持)03-01【行业研究】,金融界股吧
1349,2021-03-04,标普：授予光大银行香港分行拟发行票据“BBB+”长期发行评级,Wind
1350,2021-03-04,房贷政策调整银行和楼市还好吗？,中投网
1351,2021-03-04,惠誉授予光大银行香港分行拟发行美元票据“BBB”预期评级,Wind
1352,2021-03-04,A股211家区块链概念股市值分布呈现头部效应，中国平安等前五名总市值占比超56%,零壹财经
1353,2021-03-04,金融报道|上市银行业绩整体预喜 机构看好未来行情,财经网
1354,2021-03-04,为何是它们？A股三大“茅”纳入富时中国A50指数,Wind
1355,2021-03-04,港股盘前必读：汽车之家拟港股IPO最多募资9.84亿美元,Wind
1356,2021-03-04,富时罗素将3股调入中国A50指数！外资开启“买买买”模式,Wind
1357,2021-03-03,一日之内两城加码楼市调控！深圳二手房降价了,Wind
1358,2021-03-03,拓日新能(002218.SZ)：拟向2家银行申请合计6亿元综合授信额度,格隆汇
1359,2021-03-03,富时罗素：富时中国A50指数纳入三一重工、紫金矿业、恒力石化,Wind
1360,2021-03-03,A股大金融全线发力，低估值全面补涨浪潮来了吗？静待券商爆发！,搜狐
1361,2021-03-03,上海凤凰(600679.SH)拟向光大银行申请不超1.57亿元项目贷款,格隆汇
1362,2021-03-03,各路资金争相抢筹 银行股成推动大盘上涨中坚力量,e公司
1363,2021-03-03,【银行视点】四川拟发行114亿专项债助力中小银行，银行股再度暴涨飘红，南京银行、宁波银行涨停！,金融界
1364,2021-03-03,光大银行年内人事变动频繁：任职超10年副行长卢鸿辞任，行长刘金将任中行行长 董监高成员变化,搜狐
1365,2021-03-03,光大银行任职超10年副行长卢鸿辞任，年内人事变动频繁行长、监事长之席待补位 董监高成员变化,搜狐
