,2021-12-31,35股今日获机构买入评级,证券时报网
877,2021-02-18,解盘：A股开门红，个股普涨，数字货币、稀土、半导体表现佳,Wind
878,2021-02-18,A股午盘综述：三大股指高开低走，创业板指跌超3%,Wind
879,2021-02-18,【招商食品|最新】高端需求强劲，次高端低开高走：21年春节白酒跟踪,招商食品饮料
880,2021-02-18,中信证券：春节消费繁荣，高端白酒强劲,Wind
881,2021-02-10,酒类板块早间强势，主力资金半日大幅抢筹这些股,第一财经
882,2021-02-10,八大券商主题策略：新高不断！劝君更尽一杯酒？春节后 白酒股延续疯狂行情？,中金在线
883,2021-02-10,3万亿“股王”贵州茅台向中小股东低头！近10亿元不捐了,中证报
884,2021-02-10,食品饮料行业白酒春节动销跟踪专题：白酒春节打款动销较好 继续推荐龙头+高弹性品种,新浪
885,2021-02-09,解盘：金融股低迷，稀土、医美、大飞机、新能源领涨,Wind
886,2021-02-09,食品饮料行业动态：疫情防控稳步推进 关注各品类春节动销,新浪
887,2021-02-08,白酒周报：节前数据反馈良好 节后白酒仍有催化,新浪
888,2021-02-08,酒水行业周报：茅泸股价再创新高 五粮液春节动销或超预期,新浪
889,2021-02-08,今世缘(603369)：高成长动因拆解及未来趋势展望,新浪
890,2021-02-08,白酒业绩预期增强，建议长期战略性配置白酒龙头,第一财经
891,2021-02-08,国海证券--饮料行业板块周报：进入业绩真空期，静待节后动销反馈【行业研究】,金融界股吧
892,2021-02-08,一周食品行业动态：贵州茅台市值突破2.9万亿，三只松鼠暴跌 连续下跌,中国食品网
893,2021-02-08,食品饮料行业研究周报：节前数据反馈良好 节后确认值得期待,新浪
894,2021-02-08,中信证券：白酒行业旺季动销逐步验证，再度凝聚更强共识,金融界
895,2021-02-08,中信证券：白酒旺季动销逐步验证，建议继续紧抱白酒龙头,证券时报网
896,2021-02-07,朱丹蓬对白酒行业2021年发展趋势的预判,--
897,2021-02-07,【方正食饮210207】春节消费旺销，聚焦业绩、聚焦趋势、聚焦龙头,虎哥的研究
898,2021-02-07,白酒行业跟踪点评：旺季动销逐步验证 再度凝聚更强,新浪
899,2021-02-07,食品饮料行业点评：白酒行业“新周期”的再思考,新浪
900,2021-02-07,棱镜｜白酒的春节档来了：严查下的茅台仍在加价，商家提出不开发票,腾讯网
901,2021-02-07,【兴业证券晨会聚焦0208】宏观-散户还有钱组织下一次“GME事件”吗？策略-A股策略周报；海外-融创服务深度；食饮-今世缘跟踪,兴证研究
902,2021-02-06,万吨产能无法撑起百亿营收今世缘要将9万吨库存原酒“梭哈”？,中金在线
903,2021-02-06,川财证券--白酒行业深度复盘之2013~2015年:品牌力及渠道力较强的酒企拥有穿越周期的力量【行业研究】,金融界股吧
904,2021-02-06,中信证券：流动性收紧担忧下市场或延续慢涨,Wind
905,2021-02-05,消费行业日报：2020年全国酿酒产业规模以上企业实现量减价升,新浪
906,2021-02-05,高端化持续推进白酒股业绩飘红,中国商报
907,2021-02-05,【白酒投资日报】茅台到底值多少钱？DCF告诉你答案,新浪
908,2021-02-05,"白酒行业步入""挤压式增长"" 今世缘五年迈入百亿""时间表""一再推迟",投资者网
909,2021-02-04,江苏省委书记考察今世缘酒业,中国白酒网
910,2021-02-04,停单！焕新！新版四开国缘打响今世缘“十四五”规划第一枪,糖酒快讯
911,2021-02-04,今世缘国缘四开停货 或系包装升级,中华网
912,2021-02-04,今世缘：停止接收在销版四开国缘销售订单,新浪
913,2021-02-04,“就地过年”无碍高端白酒销量，贵州茅台续创新高，机构：白酒调整就是买点,财联社
914,2021-02-04,华安证券机械行业分析师郭倩倩朋友圈调侃：转行看白酒了,新浪
915,2021-02-04,八大券商主题策略：何以解忧唯有白酒！正值春节备货旺季 白酒股还能追吗？,中金在线
916,2021-02-04,贵州茅台股价摸至2300元！酒类股大幅走高，皇台酒业涨停,上游新闻
917,2021-02-04,渤海证券--食品饮料行业月报：高端白酒景气依旧，生鲜乳价持续上涨【行业研究】,金融界股吧
918,2021-02-04,国海证券--饮料板块周报：情绪波动带来板块回调，建议逢低布局优质股【行业研究】,金融界股吧
919,2021-02-04,白酒股卷土重来：皇台酒业涨停 茅台大涨4%续创新高丨牛熊眼,第一财经
920,2021-02-04,今世缘计划到2025年努力实现营收过百亿 2019年白酒增长速度远高于行业平均水平,长江商报
921,2021-02-04,酒类股大幅走高，皇台酒业涨停，贵州茅台再创新高,证券时报网
922,2021-02-04,今世缘百亿目标是为了鼓舞士气，未必能够实现，清雅酱酒单品销售过亿！,云掌财经
923,2021-02-04,【食饮】高端白酒景气依旧 生鲜乳价持续上涨——食品饮料行业月报——中性,渤海证券研究
924,2021-02-04,今世缘心虚“改口”百亿目标非业绩承诺 三年内无新增产能难撑14.4%业绩增速,长江商报
925,2021-02-03,【开源食饮每日资讯0204】今世缘四开国缘2月5日起停止接收订单,宇光食饮日讯
926,2021-02-03,别只盯着茅台！今世缘，被低估的次高端白酒，下一个洋河股份,云掌财经
927,2021-02-03,今世缘回复问询称5年百亿营收不一定实现，高端酒售价高过茅台电商销售惨淡 问询,搜狐
928,2021-02-03,【华创食饮|20年报前瞻】需求延续改善，报表顺利收官,华创食饮
929,2021-02-03,食品饮料行业动态报告：白酒调整后买点已现 调味品关注涪陵榨菜,新浪
930,2021-02-03,券商晨会观点速递,第一财经
931,2021-02-03,东北证券：白酒调整后买点已现,Wind
932,2021-02-03,东北证券：白酒调整后买点已现,证券时报网
933,2021-02-03,【白酒投资日报】古井贡酒今年来跌9% 年份原浆动销如何？,新浪
934,2021-02-02,2月2日板块复盘：是时候重塑对稀土的认识了！行业趋势拐点已现 产业链标的梳理,中金在线
935,2021-02-02,高端酒“真香” 白酒企业2020年业绩预告飘红,中国商报
936,2021-02-02,A股收盘综述：上证指数涨0.81%，创业板指涨超2%,Wind
937,2021-02-02,华安证券--食品饮料行业周报：白酒情绪趋稳绝味激励落地【行业研究】,金融界股吧
938,2021-02-02,酒类股发力拉升，泸州老窖再创新高，五粮液等均走强,证券时报网
939,2021-02-02,销售每日AH推荐,新浪
940,2021-02-02,今世缘(603369)事件点评：目标理性务实 国缘中流砥柱,国海证券
941,2021-02-02,晨会纪要2021年第22期,国海证券
942,2021-02-02,千亿白马股再跌停！59只基金集体踩雷，白酒又火了,中国基金报
943,2021-02-02,食品饮料酒水行业周报(2021年1月第5期)：茅五泸有望开门红 地方酒备货较好,新浪
944,2021-02-02,遭上交所问询，今世缘称产能可以支撑公司十四五销售目标 问询,南都报
945,2021-02-02,白酒股震荡攀升，山西汾酒大涨6%,Wind
946,2021-02-02,股海导航 2月2日沪深股市公告提示,新浪
947,2021-02-02,白酒投资日报|今世缘“5年百亿”有难度 V系列和省外预期过于乐观,新浪
948,2021-02-01,今世缘回复问询五年百亿计划并非承诺 问询,北京商报
949,2021-02-01,洋河年内市值跌超五百亿，领跌白酒行业，高端化能否提升业绩？,搜狐
950,2021-02-01,晚间重要公告2021年2月1日星期一,Wind
951,2021-02-01,今世缘回复上交所问询函，“百亿”战略目标只是追求，并非承诺 问询,新京报
952,2021-02-01,今世缘回复问询函：规划未来五年陆续新建产能3.8万吨 问询,e公司
953,2021-02-01,今世缘回复上交所：“五年百亿”战略目标规划不代表业绩承诺 问询,澎湃新闻
954,2021-02-01,一周食品行业动态：孔府家酒检出甜蜜素，母公司老白干酒称“不会产生较大影响”,中国食品网
955,2021-02-01,"今世缘迟到答疑""营收超百亿"":为鼓舞士气,未必能实现",中新经纬
956,2021-02-01,跨年行情未变，机构称增量资金将持续支撑市场,Wind
957,2021-02-01,今世缘回复问询函：公司未来五年战略目标规划不代表业绩承诺 问询,Wind
958,2021-02-01,今世缘回复关注函：预计目前基酒库存、现有产能及新建产能可以支撑“十四五”销售目标及更长远销售需求 关注函,格隆汇
959,2021-02-01,食品饮料白酒周报：打款动销步步紧跟 高端优势愈发凸显,新浪
960,2021-02-01,【华创·周知道】关注本地过节对外贸影响（20210201）,华创证券研究
961,2021-02-01,水井坊恐难完成业绩目标,消费日报网
962,2021-01-30,本周北上资金逆市加仓电子股,Wind
963,2021-01-30,今世缘连遭问询监管：百亿目标与18亿理财相悖 问询,新浪
964,2021-01-29,【安信食品】周专题—食品饮料2021Q1分析及季报前瞻,北外滩食饮俱乐部
965,2021-01-29,1月29日板块复盘：二月行情仍可期！银行股处于历史估值低位 或迎修复行情？,中金在线
966,2021-01-29,白酒股再度强势领涨，春节前后板块怎么走？丨牛熊眼,第一财经
967,2021-01-29,【安信食品】周专题—春节档消费数据良好，就地返乡消费皆有亮点,安信食饮
968,2021-01-28,【食饮】疫情反复影响有限 生鲜乳价继续上行——食品饮料行业周报——中性,渤海证券研究
969,2021-01-28,渤海证券--食品饮料行业周报：疫情反复影响有限生鲜乳价继续上行【行业研究】,金融界股吧
970,2021-01-27,抱团分歧加大令白酒股又“洒一地”，热门板块分化或愈演愈烈,第一财经
971,2021-01-27,快讯｜今世缘再度延期回复上交所问询函 问询,财经网
972,2021-01-27,白酒行业深度研究报告：春节前后 白酒板块怎么看？,新浪
973,2021-01-27,A股收盘综述：上证指数涨0.11%，创业板指探底回升,Wind
974,2021-01-27,解盘：金融撑指数，网络游戏、网红经济、影视略涨,Wind
975,2021-01-27,食品饮料行业：团购崛起促进厂商协销 白酒渠道加库存有望延续,新浪
976,2021-01-27,白酒板块再度大幅下挫 机构称回调即是买点 连续下跌,证券时报网
977,2021-01-27,食品饮料行业周专题：Q4基金食品饮料配置：持仓创新高 拥抱白酒、头部更明显,新浪
978,2021-01-27,百亿新局 谁在跑步前进？,佳酿网
979,2021-01-27,东北证券：白酒景气度继续向上，关注短期回调后买点,Wind
980,2021-01-27,东北证券：白酒景气度继续向上，关注短期回调后买点,证券时报网
981,2021-01-26,连跌两周后，白酒股卷土重来？ 估值已达历史高位 机构提醒“要喝好酒”,每日经济新闻
982,2021-01-26,食品饮料行业：线上策略会反馈：相似不相同的春节旺季,新浪
983,2021-01-26,【招商食品|专题】疫情反复，对21年白酒春节动销影响几何？,招商食品饮料
984,2021-01-26,张裕利润腰斩，茅台股价创新高，葡萄酒白酒为何上演冰火两重天？ 盈利能力下降,AI财经社
985,2021-01-26,食品行业周报：2020年末生猪存栏量同比增长31.0%,新浪
986,2021-01-26,招商证券：疫情反复对21年白酒春节动销影响几何？,金融界
987,2021-01-26,熊牛市？一头茅台携沪指创新高，另一头3000股下跌,Wind
988,2021-01-26,中信建投：白酒调整即是买点 坚定看好头部白酒企业,证券时报网
989,2021-01-25,消费产业周报(2021.1.18-1.22)：鼓励就地过节 利好居家、线上、出口,新浪
990,2021-01-25,大跌30%后一个涨停，洋河怎么看？,格隆汇
991,2021-01-25,食品饮料行业周报：白酒趋势未见改变 疫情反复必选相对受益,新浪
992,2021-01-25,今世缘：江苏今世缘酒业股份有限公司关于独立董事辞职的公告 董监高成员变化,新浪
993,2021-01-25,遭上交所问询，今世缘百亿目标如何实现？ 问询,中访网
994,2021-01-25,食品饮料酒水行业周报(2021年1月第4期)：贵州茅台多措并举稳价稳市 疫情反复对春节白酒影响或有限,新浪
995,2021-01-25,疯狂！北茅台、南腾讯“永远滴神”！暴涨近11%，市值增7000亿,中国基金报
996,2021-01-25,今世缘：独立董事付铁辞职 董监高成员变化,Wind
997,2021-01-25,抱团股更加团结！茅台创新高3000股却飘绿,Wind
998,2021-01-25,食品饮料行业：疫情反复建议关注居家消费受益板块 白酒板块调整即是买点,新浪
999,2021-01-25,食品饮料2020Q4基金持仓分析 占比稳居第一 白酒加配明显,新浪
1000,2021-01-25,周谈 | Weekly Talk：波动中坚守白酒啤酒长期逻辑，乳制品企业迎来持续性改善,食品饮料光头阳线
1001,2021-01-25,白酒板块周报：短期波动不宜过分担忧 中长期确定性较高,国海证券
1002,2021-01-24,冲击“百亿俱乐部”被上交所“打脸”，今世缘省内省外遭围堵,腾讯网
