,2021-12-31,海大集团：公司部分核心添加剂系自主研发生产,每日经济新闻
1535,2018-03-11,[推荐评级]农林牧渔行业深度研究报告：以史为鉴：本次通胀的历史比较和受益个股梳理,中财网
1536,2018-03-11,日常消费品：猪价下跌释放风险 荐5股,中泰证券
1537,2018-03-11,日常消费品：看好养殖板块长期成长空间 荐6股,广发证券
1538,2018-03-11,日常消费品：继续推荐养殖上游三龙头 荐3股,安信证券
1539,2018-03-08,[增持评级]海通农业行业月报(2018年3月)：子行业景气度各不相同 龙头企业表现更优,中财网
1540,2018-03-06,[看好评级]农业行业周报：猪价跌势放缓 继续关注动保行业受益于规模化养殖扩张的龙头机会,中财网
1541,2018-03-05,农林牧渔行业周报：猪价不必过分悲观 禽链景气有望持续,中财网
1542,2018-03-05,农林牧渔行业周报：猪价持续下跌 关注禽链反弹,中财网
1543,2018-03-05,[买入评级]农林牧渔行业跟踪：禽链反弹 猪链首推饲料、动保龙头,中财网
1544,2018-03-05,[推荐评级]农林牧渔行业周报：猪价再创新低 鸡苗价格回落,中财网
1545,2018-03-05,日常消费品：防御为上 荐11股,方正证券
1546,2018-03-05,[增持评级]农业行业周观点：各板块投资机会梳理 继续推荐基本面向好个股,中财网
1547,2018-03-05,"农林牧渔第8周行业周报:防御为上,猪价持续回落",安信证券
1548,2018-03-02,[强烈推荐评级]海大集团(002311)业绩快报点评：销量业绩稳定增长 18持续高增可期,中财网
1549,2018-03-01,海大集团:步入快速量增通道,广发证券
1550,2018-03-01,中泰证券3月各行业观点及重点推荐标的-20180228,中泰证券研究所
1551,2018-02-28,海大集团签订战略合作框架协议 拟15亿元投资生态养殖等全产业链项目,中证报
1552,2018-02-28,晚间重要公告2018年2月28日星期三,--
1553,2018-02-28,海大集团：拟15亿元投建动保、种苗等全产业链项目,e公司
1554,2018-02-28,消费研究看长江 | 大消费周度行业专题研究精粹·2018W08,微信
1555,2018-02-28,[增持评级]海大集团(002311)年度业绩快报点评：竞争力持续提升 优质白马加速前行,中财网
1556,2018-02-28,海大集团：18年有望迈入千万吨级 买入评级,安信证券
1557,2018-02-28,[买入-A评级]海大集团(002311)公司快报：饲料销量增长全面加速 18年有望迈入千万吨级,中财网
1558,2018-02-28,[看好评级]申万宏源农业行业周报：猪价如期下跌 关注肉鸡行业节后开工阶段性行情,中财网
1559,2018-02-28,早安！方正最新观点20180228,方正证券研究
1560,2018-02-27,海大集团：2017年净利润同比增40.38%（快报）,Wind
1561,2018-02-27,[推荐评级]农业月度推荐,中财网
1562,2018-02-27,[看好评级]农林牧渔行业春季策略报告：关注农业超跌修复 优选细分龙头布局,中财网
1563,2018-02-27,日常消费品：关注肉鸡行业节后开工阶段性行情 荐3股,申万宏源
1564,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
1565,2018-02-26,[增持评级]农业行业周观点：估值低位叠加“两会”主题 建议积极关注,中财网
1566,2018-02-26,[买入评级]农林牧渔行业跟踪：春节后猪价季节性下行 重点配置饲料、动保龙头,中财网
1567,2018-02-26,农林牧渔行业周报：当猪价弱势下跌 农业股投资什么策略?,中财网
1568,2018-02-26,[推荐评级]农林牧渔行业投资策略报告：养猪盈利较好 养鸡分化 后周期景气提升,中财网
1569,2018-02-26,[强于大市评级]农林牧渔行业研究周报：本周重点推荐农产品涨价受益标的(象屿股份+禽产业链投资机会)!,中财网
1570,2018-02-22,[看好评级]农林牧渔行业2018年2月第2周周报：农业板块有望超跌反弹 重点推荐优质个股,中财网
1571,2018-02-22,[中性评级]农林牧渔行业周报：真金不怕火炼 板块调整凸显配置价值,中财网
1572,2018-02-22,[推荐评级]农林牧渔行业周报：鸡苗价格上涨 猪价略有反弹,中财网
1573,2018-02-22,农林牧渔：关注好当家、亚盛集团,中证网
1574,2018-02-14,51股获券商买入评级 好想你目标涨幅达69.38%,Wind
1575,2018-02-13,[看好评级]农林牧渔行业周报：市场低迷 关注核心资产超跌机会,中财网
1576,2018-02-13,[增持评级]海大集团(002311)公司更新报告：内生外延齐增长 公司业务多点开花,中财网
1577,2018-02-12,[领先大市-A评级]农林牧渔行业周报：坚守基本面 坚定推荐养殖上游三龙头!,中财网
1578,2018-02-12,日常消费品：坚定推荐养殖上游三龙头 荐3股,安信证券
1579,2018-02-12,农林牧渔行业周报：重点关注低估值、高成长个股,中财网
1580,2018-02-12,海大集团董事长薛华：未来5年内冲刺2000万吨饲料销量,e公司
1581,2018-02-11,日常消费品：重点关注低估值及高成长个股 荐6股,中泰证券
1582,2018-02-11,[增持评级]农业行业周报：农业板块有望触底回升 重申优质个股投资机会,中财网
1583,2018-02-11,日常消费品：重点配置后周期白马 荐6股,广发证券
1584,2018-02-09,早安！方正最新观点20180209,方正证券研究
1585,2018-02-09,"2017年农林牧渔行业年报前瞻:重点行业分化持续,行业整体仍较低迷",申万宏源
1586,2018-02-08,[推荐评级]海大集团(002311)公司跟踪报告：海大集团系列之水产料：深化服务养殖户 受益行业快成长,中财网
1587,2018-02-08,[强于大市评级]农林牧渔行业点评：农业股暴跌后 哪些可以有机会?,中财网
1588,2018-02-07,[中性评级]农林牧渔行业周报：一号文件正式发布 催化农业配置价值,中财网
1589,2018-02-06,[增持评级]2018年中央一号文件点评(农林牧渔行业)：乡村振兴续写三农发展新篇章,中财网
1590,2018-02-06,[看好评级]农林牧渔行业周报：“一号文”靴子落地 行业再迎政策风口,中财网
1591,2018-02-06,[看好评级]农林牧渔行业周报：“一号文件”出炉 全面部署乡村振兴战略,中财网
1592,2018-02-06,[推荐评级]农林牧渔行业周报：关注政策主题 推荐管理水平高的龙头,中财网
1593,2018-02-06,[增持评级]农业行业专题报告：从油田到餐桌 石油如何影响国际农产品价格?,中财网
1594,2018-02-06,【农林牧渔|程晓东团队太平洋证券】农业周报：政策利好背景下，继续推荐各细分行业龙头,太平洋证券研究
1595,2018-02-05,[增持评级]农业行业周观点：泥沙俱下 白马龙头再现投资机会,中财网
1596,2018-02-05,[领先大市-A评级]农林牧渔行业周报：烈火验真金 坚定推荐养殖上游三龙头：生物股份、海大集团、大北农!,中财网
1597,2018-02-05,农林牧渔行业周报：板块大幅调整后 市场关注点在哪?,中财网
1598,2018-02-05,[推荐评级]农林牧渔行业周报：一号文件发布 畜禽价格下跌,中财网
1599,2018-02-05,[买入评级]农林牧渔行业跟踪：业绩为本 关注低估值饲料板块,中财网
1600,2018-02-04,日常消费品：板块大幅调整后 荐8股,中泰证券
1601,2018-02-01,【安信农业】烈火验真金，建议逢低布局养殖上游三龙头：生物股份、海大集团、大北农,诸海滨科新先声
1602,2018-02-01,[增持评级]农业行业专题报告：畜禽价格同比大降 农业整体净利润下滑,中财网
1603,2018-02-01,[看好评级]农林牧渔行业周报：畜禽价格调整 关注“一号文”政策催化,中财网
1604,2018-02-01,中泰证券2月重点推荐标的,微信
1605,2018-01-31,一号文件将公布 农业板块重回机构视野(股),投资快报
1606,2018-01-31,一号文件公布在即 农业股重回机构视野,投资快报
1607,2018-01-31,"农林牧渔2018年1月第5期周报:“一号文件”及通胀预期持续升温,关注养殖和种植业板块",信达证券
1608,2018-01-30,海大集团：1月29日融资余额为1.06亿元，较前一日骤降5.09%,Wind资讯
1609,2018-01-29,海大集团：未来商业饲料还是会增长，公司养猪业务平稳可控,Wind
1610,2018-01-29,巨丰早参：银监会查处邮储武威79亿票据大案,巨丰财经
1611,2018-01-28,日常消费品：生猪需求迎来季节性高点 荐4股,广发证券
1612,2018-01-21,日常消费品：关注通胀预期催化农业板块行情 荐10股,中泰证券
1613,2018-01-17,东兴证券：猪价鸡价重回高位 饲料价格持续攀升,东兴证券
1614,2018-01-15,海通农业周观点：一二线个股估值差距拉大关注低估值优质标的,中财网
1615,2018-01-15,农林牧渔行业周报：猪价坚挺推荐正邦“一号文件”预期带动板块热度,中财网
1616,2018-01-15,日常消费品：寻找量增的拐点 荐7股,中泰证券
1617,2018-01-14,农林牧渔行业跟踪：本周猪价上涨加速父母代供应持续低位,中财网
1618,2018-01-14,日常消费品：一号文件预期带动板块热度 荐14股,中泰证券
1619,2018-01-14,日常消费品：父母代供应持续低位 荐6股,--
1620,2018-01-14,日常消费品：农林牧渔行业跟踪 本周猪价上涨加速,广发证券
1621,2018-01-11,海大集团：越南海阳海大正式投产,e公司
1622,2018-01-10,农林牧渔行业周报：父母代价格上行极端天气影响猪肉供不应求推荐养殖板块,中财网
1623,2018-01-10,农林牧渔行业周报：雨雪天气阻碍运输生猪价格震荡上升,中财网
1624,2018-01-09,农业行业周报：养殖一体化公司有望持续受关注,中财网
1625,2018-01-09,农林牧渔行业周报：饲料受益原料涨价后周期兼配疫苗龙头,中财网
1626,2018-01-09,农林牧渔行业深度研究：关注雨雪天气短期影响重点布局后周期板块,中财网
1627,2018-01-08,农林牧渔行业周报：政策持续发酵关注天气推动农产品涨价预期,中财网
1628,2018-01-08,农林牧渔行业周报：雨雪天气刺激农产品价格普涨鸡苗停孵,中财网
1629,2018-01-08,农林牧渔行业研究周报：本周重点推荐大北农：二线蓝筹稳增长低估值!,中财网
1630,2018-01-07,日常消费品：关注天气推动农产品涨价预期 荐17股,中泰证券
1631,2018-01-04,海大集团(002311)深度研究：白马不息纵横有缰,中财网
1632,2018-01-04,广发证券：海大集团买入评级_投资评级_顶尖财经网,顶尖财经网
1633,2018-01-02,"农林牧渔行业:2018年环保税启征,推荐疫苗、饲料龙头",中国网
1634,2018-01-02,农林牧渔行业第1周周报:乡村振兴战略指引未来农业农村发展,中国网
1635,2018-01-02,农林牧渔行业周报：政策催化不是结束变革大幕已然开启,中财网
1636,2018-01-02,农林牧渔行业周报：乡村振兴战略任务和基本原则明确鸡苗季节性回落,中财网
1637,2018-01-02,海通农业周观点：坚守“旧”龙头关注“新”变化,中财网
1638,2018-01-02,乡村振兴战略全面部署落实两方面寻找投资机会(附股),证券时报网
