,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
861,2021-02-04,光大证券(601788.SH)：当年累计新增借款超过上年末净资产20% 大额借贷担保,格隆汇
862,2021-02-04,A股收盘综述：上证指数跌0.44%，创业板指跌0.72%,Wind
863,2021-02-04,6只银行股创新高！巴菲特门徒开始布局，银行板块彻底起飞？,券商中国
864,2021-02-03,从跌停到涨停 上海家化经历了什么？,金融投资报
865,2021-02-03,24家上市券商去年业绩预告率先出炉，17家明确将获盈利,澎湃新闻
866,2021-02-03,基金“抢钱”记：滚滚“钱潮”从哪来,Wind
867,2021-02-02,证券行业业绩快报点评(2020年)：资本市场深改之下 交投活跃带动业绩高增,新浪
868,2021-02-02,A股收盘综述：上证指数涨0.81%，创业板指涨超2%,Wind
869,2021-02-02,证券行业周报：年度系统工作会议召开 首月业绩预计向好,新浪
870,2021-02-02,A股午盘综述：上证指数涨0.55%，创业板指涨超2%,Wind
871,2021-02-02,"多家机构齐声看多，建业新生活(9983.HK)迎""V型反转""",格隆汇
872,2021-02-02,【行情】证券板块反弹拉升，南京证券涨超7%，浙商证券、光大证券、华安证券、红塔证券等纷纷跟涨,金十数据
873,2021-02-02,券商行业周报(2021年第四期)：证监会部署改革重点 行业业绩大幅上升,新浪
874,2021-02-01,综合金融服务行业周报：上调券商行业2021年盈利预测,新浪
875,2021-02-01,证券行业周报：资本市场改革重点任务明确 推动配套制度不断完善,新浪
876,2021-02-01,光大证券跌1.22%创年度新低，报16.25元 连续下跌,中新经纬
877,2021-02-01,非银金融行业跟踪：板块估值已至低位 静待流动性改善,新浪
878,2021-02-01,港股异动︱九毛九(09922)涨超8% 获光大证券首次覆盖予以“买入”评级并看高目标价至34港元,智通财经
879,2021-02-01,南向资金高比例持有港股名单,证券之星
880,2021-02-01,券商踏上差异化发展新征途，“星辰大海”正是衍生品市场,Wind
881,2021-02-01,19家上市券商“抱团”计提减值超161亿元，去年净利润至少因此预减121亿元 资产异常,Wind
882,2021-01-31,19家上市券商“抱团”计提减值超161亿元 去年净利润至少因此预减121亿元 资产异常,证券日报
883,2021-01-31,上市券商披露减值损失已超250亿元！机构称对利润影响不大,中证报
884,2021-01-30,24家上市券商计提减值218亿元，股票质押风险缓释,Wind
885,2021-01-30,估值具吸引 盈喜超预期 多家大行看好建业新生活(9983.HK) 目标价最高至16.47港元,格隆汇
886,2021-01-30,年报业绩预告季：商誉“爆雷”频现,Wind
887,2021-01-30,全球资本市场失速狂飙，流动性拐点来了吗？,经济观察网
888,2021-01-29,【银华基金】交易日报 2021-1-29,新浪
889,2021-01-29,光大证券确立“四梁八柱”企业文化价值观体系,中证网
890,2021-01-29,九毛九大涨超10% 光大证券：太二品牌超过九毛九成主要增长引擎,新浪
891,2021-01-29,券业大年遭爆雷风险蚕食 券商大面积计提减值 2020年全行业资产损失超两百亿 资产异常,21世纪经济报道
892,2021-01-29,90家A股公司交出“成绩单”，37家营收净利双位数增长,21世纪经济报道
893,2021-01-29,28只券商公募大集合产品上线互联网平台，4只近一年收益率超50%,Wind
894,2021-01-29,券业大年遭爆雷风险蚕食，全行业资产损失将超200亿元,21世纪经济报道
895,2021-01-29,一笔融资终止发行 俊发集团商业物业的资本影像,乐居财经
896,2021-01-29,券业大年遭爆雷风险蚕食 去年行业资产损失超200亿,21世纪经济报道
897,2021-01-28,券业大年遭爆雷风险蚕食， 券商大面积计提减值，2020年全行业资产损失两百亿 资产异常,21世纪经济报道
898,2021-01-28,猝不及防！1100亿“果链”龙头跌停，外资甩卖，机构抄底,券商中国
899,2021-01-28,光大证券--绝味食品限制性股票激励计划草案点评：股权激励规划目标彰显公司发展信心【公司研究】,金融界股吧
900,2021-01-28,上市券商2020年业绩“预告” 券商龙头股有哪些股票？,至诚财经
901,2021-01-28,9家券商计提减值超115亿，股质业务仍是最大风险,券商中国
902,2021-01-28,上市券商2020年业绩“预告”： 已有12家净利润超10亿元，中信证券达149亿元,Wind
903,2021-01-28,上市券商2020年业绩“预告”：已有12家净利润超10亿元 中信证券达149亿元,证券日报
904,2021-01-27,又见上市券商计提巨额减值准备：中信建投13亿，财通证券4.67亿；至少8家券商合计超58亿！ 资产异常,每日经济新闻
905,2021-01-27,光大证券预计2020年净利24.15亿元 同比增长325%,证券日报网
906,2021-01-27,上广深多地银行收紧房贷业务：放款周期拉长，有的一笔都不让放,棱镜
907,2021-01-27,南向资金高比例持有港股名单,证券之星
908,2021-01-27,时代点金（0127）：快手即将上市之际，字节跳动去年营收翻倍达370亿美元,时代在线
909,2021-01-27,光大证券(06178-HK)计提预计负债及资产减值准备 资产异常,财华社
910,2021-01-27,光大证券(06178-HK)去年盈利按年升逾3倍,财华社
911,2021-01-26,MPS风险足额计提，光大证券2020年净利24亿增幅325%，连续计提出清风险，21家券商计提减值超百亿 资产异常,财联社
912,2021-01-26,光大证券：2020年净利润同比预增325.21%,第一财经
913,2021-01-26,光大证券(601788.SH)2020年度净利润预增325.21%至24.15亿元,格隆汇
914,2021-01-26,光大证券：2020年计提预计负债及产减值准备共计22.47亿元 资产异常,Wind
915,2021-01-26,光大证券：预计2020年净利润24.15亿元，同比增长325.21%,Wind
916,2021-01-26,【行情】港股券商板块短线下挫，光大证券、中州证券、国泰君安、中信建投证券均跌超3%，广发证券跌2.8%，中金跌2.7%,金十数据
917,2021-01-26,7天6板！净利暴涨12倍！还有哪些业绩牛可布局？,券商中国
918,2021-01-26,券商隔空激辩：港股究竟贵不贵？买稀缺还是买低估？,Wind
919,2021-01-25,20天大涨48%！南下资金第一抱团股出现,上证报
920,2021-01-25,一键布局医药创新龙头 工银创新药产业ETF重磅发行,新浪
921,2021-01-25,蔚来固态电池迷雾：续航超1000公里，大招还是科幻？,每日经济新闻
922,2021-01-23,创业板拔高科技股领涨 美好置业闪崩跌停不止 连续下跌,财富动力网
923,2021-01-22,深水规院过会：今年IPO过关第41家 光大证券过2单,中国经济网
924,2021-01-21,胡润品牌榜：工行和建行跌出十强 分列第12名和第14名,新浪
925,2021-01-21,胡润品牌榜：工行和建行跌出十强 分列第15名和第19名,新浪
926,2021-01-21,22天赚10亿！“巴菲特接班人”再度抢筹银行股,券商中国
927,2021-01-21,基金爆卖，机构却称“牛年无牛市”,第一财经
928,2021-01-21,发行显著提速，RMBS有望迎“大年”,Wind
929,2021-01-20,华夏幸福控股股东办理可交换公司债券股份担保及信托登记,乐居财经
930,2021-01-20,瑞银升光大证券(06178-HK)目标价至7.6港元评级升至中性,财华社
931,2021-01-20,13家券商2020年业绩率先亮相，东方财富证券等4家净利同比增长超100%,Wind
932,2021-01-19,8年来首次扩容！券业再迎利好，释放什么信号,券商中国
933,2021-01-19,犀牛财经早报： 腾讯致歉QQ读取浏览器数据 数知科技将被实施ST,GPLP犀牛财经
934,2021-01-19,北上择时调仓，南下抱团新经济,Wind
935,2021-01-18,金杯汽车：控股股东所持1.7%公司股份可能被动减持 减持股份,Wind
936,2021-01-18,汇聚沪港深互联网龙头，工银瑞信互联网50ETF牛年盛大首发,和讯
937,2021-01-18,光大证券：积极探索智能运维在证券行业领域的落地使用,中证协
938,2021-01-18,【行情】港股券商板块午后异动拉升，中信建投证券、光大证券、国泰君安、中金公司涨超3%，华泰证券涨2.6%，中信证券涨2.5%,金十数据
939,2021-01-18,十大券商一周策略：潜在入市基金规模1.8万亿,券商中国
940,2021-01-15,2020年地方债承销榜看点：三家中小券商投标逾万亿,新浪
941,2021-01-15,央行重磅定调！房贷增速透露关键信号，降准降息都有提及,券商中国
942,2021-01-15,光大证券(601788.SH)撤销延吉长白山西路证券营业部,格隆汇
943,2021-01-15,光大证券(06178.HK)撤销延吉长白山西路证券营业部,格隆汇
944,2021-01-15,获新希望旗下资管公司纾困 华英农业早盘股价一度逼近涨停,e公司
945,2021-01-15,连续5个月超量投放惯例被打破！今天MLF为何缩水,上证报
946,2021-01-15,2021年交运行业投资策略：后疫情时代长期格局的变与不变,金融界
947,2021-01-15,约谈！涉嫌低价竞争债券承销，12家券商遭“敲警钟”,中证报
948,2021-01-15,连拉7涨停！2021首只“妖股”来了？业绩巨亏挡不住,中国基金报
949,2021-01-15,都在盯着衍生品？光大证券成立一级部门，再次发力衍生品交易！市场爆发，后来者如何赶超？,券商中国
950,2021-01-15,光大证券成立一级部门，或再次发力衍生品交易,格隆汇
951,2021-01-14,2021券商医药行业周观点（第2周）,Wind
952,2021-01-14,联想集团(0992.HK)科技龙头地位强化，价值重估刚开始,格隆汇
953,2021-01-14,光大证券：海尔智家费用有望优化2~3pct，对应费用空间40~60亿,飞象网
954,2021-01-14,IPO申报文件太多低级错误！监管酝酿“文责自负”,Wind
955,2021-01-14,光大证券股份有限公司关于北京映翰通网络技术 股份有限公司2020年度持续督导现场检查报告,证券时报
956,2021-01-13,华夏控股为私募可交债办理华夏幸福3685万股股票,乐居财经
957,2021-01-13,7天扫货近千亿，港股魅力爆表，年内最大机会在港股？,券商中国
958,2021-01-13,双雄爆发！200亿资金抢筹，券商给出2021百亿盈利预测,中证报
959,2021-01-13,23股较一年高点腰斩，获机构扎堆推荐,Wind
960,2021-01-13,业绩稳增、渠道价飙升，A股“醉酒”行情仍将持续？,Wind
961,2021-01-12,中资券商股午后暴涨 招商证券及光大证券均涨超7%,新浪
962,2021-01-12,港股中资券商股涨幅扩大 招商证券、光大证券均涨逾9%,中证网
963,2021-01-12,港股异动丨中资券商股午后涨幅扩大，光大证券涨超7%,金融界
964,2021-01-12,【行情】港股中资券商股涨势如虹，招商证券涨10%，中信证券涨幅扩大至8.5%，光大证券涨8%，中信建投证券涨8.18%,金十数据
965,2021-01-12,【行情】港股中资券商股午后走强，光大证券涨3.36%，中信证券涨超3%，中信建投证券涨2.7%,金十数据
966,2021-01-12,什么信号？A股创开年最大跌幅，抱团更向龙头集中,证券时报网
967,2021-01-11,债市“结构化发行”沉疴暴露阳光下，海通证券遭问责或影响分类评价,Wind
968,2021-01-11,光大证券(06178.HK)拟设立金融创新业务总部,格隆汇
969,2021-01-11,中国债券市场金融债发行日程一览(1月11日),Wind
970,2021-01-11,【行情】证券板块午后继续下跌，国联证券跌5%，中金公司、中银证券、光大证券、湘财股份等跟跌,金十数据
971,2021-01-09,信用卡透支利率限制取消，你的利率有何变化？,第一财经
972,2021-01-08,光大证券(06178.HK)完成发行40亿元短期融资券,格隆汇
973,2021-01-08,光大证券(601788.SH)完成发行2021年度第一期短期融资券(债券通),格隆汇
974,2021-01-08,明星分析师都去哪了？券商研究所5年离职数据大解剖,新财富
975,2021-01-07,2020券商跳槽大观：研究所离职人数最多的竟然是这家,21世纪经济报道
976,2021-01-07,2020券商跳槽大观：研究所离职人数最多的竟然是这家！,21世纪经济报道
977,2021-01-07,2020年共145家企业登陆科创板 119家选择标准一,中国经济网
978,2021-01-07,2020年59家券商分232亿保荐承销费 中信建投中信领先,中国经济网
979,2021-01-06,1月6日债券市场日报——进击的多头,小林说债
980,2021-01-06,中金恋阿里，华兴靠京东？投行垄断独角兽成新趋势,券商中国
981,2021-01-05,银行房地产贷款占比考核冲击：7股跌超6%，零售转型逻辑生变？,Wind
982,2021-01-05,光大证券：下属公司涉及股权转让纠纷 资产异常,Wind
983,2021-01-05,【行情】券商板块再度冲高，国金证券封板，中原证券拉升，哈投股份、光大证券、湘财股份等跟涨,金十数据
984,2021-01-05,券商股拉涨，国金证券瞬间封板,Wind
985,2021-01-04,光大证券：12月金股组合盈利4.39% 1月荐股名单出炉,新浪
986,2021-01-04,券商1月金股组合出炉 顺周期和新能源受多方关注,金融界
