,2021-12-31,实体企业怎么实现数字化转型升级？广联达刁志中解答,新浪
1042,2021-04-06,机构大批调研医药、科技等行业,云掌财经
1043,2021-04-06,民生计算机周报：数字货币试点扩大 全面落地预期提升利好银行IT,新浪
1044,2021-04-06,计算机行业周报：2020年报云集体乐观 AI大会海康惊喜频现!,新浪
1045,2021-04-06,券商TMT行业电话会议纪要,云掌财经
1046,2021-04-06,东吴证券--广联达2020年年报点评：业绩符合预期，经营性净现金流表现亮眼【公司研究】,金融界股吧
1047,2021-04-06,2021年4月份广联达股票为何突然火了？,云掌财经
1048,2021-04-06,上周5股获超百家机构调研,证券时报网
1049,2021-04-06,建议收藏！2021医疗白马股最新名单！,云掌财经
1050,2021-04-06,上周132家上市公司披露调研报告 726家机构扎堆迈瑞医疗,财富动力网
1051,2021-04-06,深挖优质赛道和个股，机构调研套路变了,Wind
1052,2021-04-06,深挖优质赛道和个股机构调研套路变了,中证报
1053,2021-04-06,机构精选业绩主线 组团调研广联达,证券时报
1054,2021-04-05,全球“缺芯”，机构调研不“缺芯”，19家百亿私募还盯上了这15家公司（名单）,21世纪经济报道
1055,2021-04-05,【民生计算机|周观点】回顾2020年Saas板块：加速转型，成果靓丽,MS计算机
1056,2021-04-05,一周机构调研：67家上市公司被调研，238家机构集中调研了这家北京公司,每日经济新闻
1057,2021-04-05,最新动向！百家机构调研这家热门公司,Wind
1058,2021-04-05,最新动向！百家机构调研这家热门公司,中国基金报
1059,2021-04-04,百亿级私募调研股票名单来了！高毅高瓴竟同时相中了这家公司？,金融界
1060,2021-04-04,机构调研动向来袭！新能源车概念龙头获超百家机构调研，拥有奔驰、宝马等知名客户,搜狐
1061,2021-04-04,百亿私募大佬调研新动向曝光！青睐这些公司,中证报
1062,2021-04-04,陆家嘴财经早餐2021年4月4日星期日,Wind
1063,2021-04-03,每经20点 | 中国驻孟加拉国大使馆：孟政府决定自4月5日起全国封城一周；3月份高瓴资本调研兆易创新等五家公司,每日经济新闻
1064,2021-04-03,3月份461家上市公司接受机构调研高瓴资本参与调研兆易创新等五家公司,格隆汇
1065,2021-04-03,高瓴调研最新动向曝光！这些公司招来百亿私募大佬,Wind
1066,2021-04-03,高瓴调研最新动向曝光！这些公司招来百亿私募大佬，最受青睐的是它（附名单）,中证报
1067,2021-04-03,QFII四季度持仓图谱曝光继续重仓医药、科技周期行业化工被加仓,证券之星
1068,2021-04-02,百只个股本周获关注 机构扎堆调研电子行业,第一财经
1069,2021-04-02,成都首个冠以“数字”之名的产业功能区，为何在新津？,每日经济新闻
1070,2021-04-02,揭秘高瓴、高盛、阿布扎比、美林投资路径：继续重仓医药、科技，周期行业化工被加仓,红周刊
1071,2021-04-02,近一月机构调研数据分析 ：机构密集调研电子行业,巨丰财经
1072,2021-04-02,中航证券--广联达：营收增长五连阳，云转型落地开花【公司研究】,金融界股吧
1073,2021-04-02,23股获买入评级 最新:中京电子,中财网
1074,2021-04-02,【情绪监控】两市成交额创年内新低，期指贴水大幅收窄,量化藏经阁
1075,2021-04-02,227股获券商买入评级，鹏鼎控股目标涨幅达81.52%,Wind
1076,2021-04-02,中泰证券给予广联达买入评级，现金流高增，看好长期成长,每日经济新闻
1077,2021-04-02,风享 · TMT 一周谈 | 当下科技板块如何布局？,天风研究
1078,2021-04-02,东方财富证券维持广联达买入评级，2020年报点评：数字造价业务云转型收获颇丰，数字施工业务增长动力十足,每日经济新闻
1079,2021-04-02,社保QFII持股路径曝光，化工电子板块各有所爱,Wind
1080,2021-04-01,社保QFII最新调仓！两类资金分歧巨大,Wind
1081,2021-04-01,社保QFII最新调仓！两类资金分歧巨大,中证报
1082,2021-04-01,机构评级榜：8股最受关注机构集体推荐,证券时报网
1083,2021-04-01,"广联达现1笔大宗交易 共成交7,170.00万元",新浪
1084,2021-04-01,广联达今日大宗交易成交120万股，成交价59.75元折价13.03%,Wind
1085,2021-04-01,公募基金经理本科比博士还少？高学历基金经理业绩同样优秀吗？,私募排排网
1086,2021-04-01,西部证券维持广联达买入评级，年报点评：造价转型深入，施工业务稳健发展,每日经济新闻
1087,2021-04-01,高瓴资本概念股普遍活跃，健帆、金域医学、广联达、健康元、恩捷涨幅居前,Wind
1088,2021-04-01,西南证券--广联达：业绩符合预期，施工业务有望加速放量【公司研究】,金融界股吧
1089,2021-04-01,广联达(002410)2020年年度报告点评：云转型推进顺利 现金流大幅增长,新浪
1090,2021-04-01,广联达：今年希望营收有10%-15%的增长,Wind
1091,2021-03-31,广联达(002410)：现金流超预期,新浪
1092,2021-03-31,141股今日获机构买入评级30股上涨空间超20%,证券时报网
1093,2021-03-31,70公司获得增持评级-更新中,中财网
1094,2021-03-31,西南证券给予广联达买入评级：业绩符合预期，施工业务有望加速放量，目标价格为83.83元,每日经济新闻
1095,2021-03-31,新时代证券--广联达2020年年报点评：经营净现金流同增193%，云转型进展迅速【公司研究】,金融界股吧
1096,2021-03-31,高瓴资本概念股多数调整，凯莱英、公牛、金域医学、广联达、恩捷纷纷下滑,Wind
1097,2021-03-31,中国建材在战略合作、新材料、数字化、国际化等方面捷报频传！,中国建材集团
1098,2021-03-31,平安证券--广联达：归母净利润大幅增长，云业务营收占比提升明显【公司研究】,金融界股吧
1099,2021-03-31,高瓴又有新动作！旗下私募布局这些票,Wind
1100,2021-03-31,中银早刊-20210331,中银证券研究
1101,2021-03-31,广联达(002410)：业绩符合预期 经营性现金流高增长 施工业务进入快速拓展期,新浪
1102,2021-03-30,广联达(002410)年报点评：归母净利润大幅增长 云业务营收占比提升明显,新浪
1103,2021-03-30,品茗股份：赋能建筑行业“数字化”升级 上市首秀涨78.82%,e公司
1104,2021-03-30,广联达 | 造价施工双轮提速，现金流亮眼（中银杨思睿团队）,一计之长
1105,2021-03-30,平安证券：广联达(002410.SZ)归母净利润大幅增长，维持“强烈推荐”评级,智通财经
1106,2021-03-30,广联达去净利增4成为3.3亿 总市值达791亿元,中国经济网
1107,2021-03-30,广联达(002410)：业绩符合预期 展望21年施工业务有望加速,新浪
1108,2021-03-30,安信证券--计算机行业动态分析：计算机板块一季报前瞻【行业研究】,金融界股吧
1109,2021-03-30,归凯管理的嘉实新兴产业股票基金持仓进一步集中,Wind
1110,2021-03-30,归凯管理的嘉实新兴产业股票基金持仓进一步集中,中证网
1111,2021-03-30,安信证券--广联达：从优秀到卓越，经营质量更上一层楼【公司研究】,金融界股吧
1112,2021-03-30,电子签约，移动支付之后的又一场数字革命,TechWeb
1113,2021-03-30,【民生计算机】广联达2020年年报点评：云转型持续推进，看好云业务持续成长,MS计算机
1114,2021-03-30,广联达：2020年净利润同比增长40.55%,Wind
1115,2021-03-29,广联达：部分董事、高级管理人员拟减持不超过约143万股股份 拟减持股份,每日经济新闻
1116,2021-03-29,广联达(002410.SZ)拟斥3亿元至4亿元回购股份 回购价不超80元/股,智通财经
1117,2021-03-29,广联达(002410.SZ)2020年净利升40.55%至3.30亿元 拟10派2.5元,格隆汇
1118,2021-03-29,广联达(002410.SZ)数名董事及高管拟合计减持不超143.3万股 拟减持股份,智通财经
1119,2021-03-29,广联达(002410.SZ)年度归母净利同比增40.55%至3.3亿元 每10股派2.5元,智通财经
1120,2021-03-29,广联达：2020年度净利润约3.30亿元，同比增加40.55%,每日经济新闻
1121,2021-03-29,广联达：部分董事、高级管理人员拟减持不超0.1207%股份 拟减持股份,Wind
1122,2021-03-29,计算机行业动态报告：2021Q1计算机板块业绩前瞻-云计算、AI板块预计业绩较佳 看好建筑信息化投资机会,新浪
1123,2021-03-29,3月29日晚间重要行业研究汇总(附股),中金在线
1124,2021-03-29,行业周报：计算机行业一季报前瞻：景气持续上行 网安与AI闪耀,新浪
1125,2021-03-29,计算机行业周报：“碳中和”对IDC产业链影响几何,新浪
1126,2021-03-29,计算机行业：1-2月软件业增速可观 年报季白马股或迎股价拐点,新浪
1127,2021-03-29,计算机行业周报：继续看好信息安全板块,新浪
1128,2021-03-29,民生计算机周报：数字货币试点扩大 全面落地预期提升利好银行IT,新浪
1129,2021-03-29,顶流基金经理道歉，私募大佬怒怼，“基金圈”步入艰难时刻？,AI财经社
1130,2021-03-29,晨会0329｜悲观预期顶点已现，四月基本面破局,中信证券研究
1131,2021-03-29,【民生证券研究院】晨会纪要20210329,MS研究
1132,2021-03-28,计算机行业研究周报：数字人民币近况全梳理(重申推荐核心白马网安),新浪
1133,2021-03-27,【华创计算机王文龙团队】多领域进入配置期，龙头韧性依然强大,蚊子搞科研
1134,2021-03-26,回撤超20％后明星基金经理公开道歉！嘉实基金归凯：拉长维度依然有信心,华夏时报
1135,2021-03-26,89股获券商买入评级 广联达目标涨幅达95.33%,Wind
1136,2021-03-26,净值大幅回撤，嘉实基金归凯道歉但坚称拉长维度有信心,澎湃新闻
1137,2021-03-26,晨报0326 | 广联达（002410）、药明生物（2269）、中煤能源（601898）、腾讯控股（0700）,国泰君安证券研究
1138,2021-03-25,500亿基金经理竟也公开道歉！白酒股“滴酒未沾”，最大回撤也超22.8%，表示拉长维度仍有信心,财联社
1139,2021-03-25,"500亿嘉实基金经理公开道歉：白酒股""滴酒未沾"" 最大回撤超22.8%",财联社
1140,2021-03-25,金山办公：2000万用户花钱用我，这难道不香吗！,全景网
1141,2021-03-24,A股资金面日报：主力资金撤离有色金属等行业 北向资金抢筹药明康德等股,中金在线
1142,2021-03-24,A股市场继续走弱，收盘沪指跌1.30，个股超2800只下跌！上市公司业绩报告或是转机？ 盈利能力下降,环球老虎财经
1143,2021-03-24,广联达(002410.SZ)控股股东刁志中质押1122.93万股延期购回,智通财经
1144,2021-03-24,广联达：控股股东刁志中将所持约1123万股进行质押延期,每日经济新闻
1145,2021-03-24,广联达(002410.SZ)：控股股东质押的1122.9253万股延期购回,格隆汇
1146,2021-03-24,计算机行业点评报告：工业软件为“基” 实现数字化转型,新浪
1147,2021-03-24,强化数字经济赋能城市 成都新津区发布行动计划和首批机会清单,每日经济新闻
1148,2021-03-24,从资本的角度，看国内云计算市场,网易
1149,2021-03-23,A股资金面日报：96亿主力资金撤离有色金属行业 北向资金净流出72亿,中金在线
1150,2021-03-23,信息服务行业信息点评：国内公有云持续高增长 看好云产业链,新浪
1151,2021-03-23,【国盛策略 | 陆股通周监控】配置盘继续逆势增配*第81期,尧望后势
1152,2021-03-23,5张图看清！千亿市值大票年后跌幅、估值和债务规模,Wind
1153,2021-03-23,A股全面回暖！聪明资金再度返场，众泰停牌核查,Wind
1154,2021-03-22,A股资金面日报：公用事业等行业获主力资金青睐 北向资金抢筹京东方A等股,中金在线
1155,2021-03-22,计算机行业周观点：智慧医院管理评级出台 医疗IT建设迎百亿增量,新浪
1156,2021-03-22,反弹刚在犹豫中开启，外围市场就泼冷水丨复盘论,第一财经
1157,2021-03-22,A股全面回暖！“聪明资金”再度返场，四行业获提前抢筹,Wind
1158,2021-03-22,盘前情报丨巨额抄底资金来了！这些板块迎利好（附股）,21世纪经济报道
1159,2021-03-22,北上资金上周加仓纺织服装等14个行业 846股获加仓,证券时报网
1160,2021-03-22,融资盘进出平衡 市场波动收敛,财富动力网
1161,2021-03-22,北上资金重点加仓纺织服装 26股加仓超0.5%,证券时报
1162,2021-03-22,外资最新调仓名单出炉！,中国基金报
1163,2021-03-21,药明生物：收购辉瑞杭州基地和苏桥生物,腾讯网
