,2021-12-31,【东吴电新】11月装机电量点评：装机量同环比高增，铁锂份额相对稳定,新兴产业汇
1214,2021-08-03,锂电扩产潮下 恩捷股份联合亿纬锂能52亿扩产，还拟做隔膜设备,每日经济新闻
1215,2021-08-03,两大市值超2000亿巨头联手，砸52亿扩产！,证券之星
1216,2021-08-03,亿纬锂能，一家锂电行业的投资公司,星空财富
1217,2021-08-03,电力设备与新能源行业：高镍未来已来 龙头涅盘见云开,新浪
1218,2021-08-03,锂电设备跟踪：从海目星订单看二线设备的弹性,广发证券
1219,2021-08-03,恩捷股份大手笔投资，股价2年6倍，能否再创佳绩？,财华社
1220,2021-08-03,亿纬锂能与恩捷股份拟成立合资公司，向动力电池产业链上游扩张,Ofweek
1221,2021-08-03,隔膜龙头恩捷股份再扩产！携手亿纬锂能52亿投建锂离子电池隔离膜产线,财联社
1222,2021-08-03,两大巨头联手，亿纬锂能要成下一个宁德时代？,证券之星
1223,2021-08-03,52亿！亿纬锂能联手恩捷股份，下一个宁德时代？,中国基金报
1224,2021-08-03,A股早报2021年8月3日星期二,Wind
1225,2021-08-03,太热了！多家公司扎堆披露涉锂业务，机构火线解读,Wind
1226,2021-08-03,亿纬锂能拟与恩捷股份合资扩产湿法基膜及涂布膜 年产16亿㎡,上海有色
1227,2021-08-03,太热了！多家公司扎堆披露涉锂业务，“有锂走遍天下，无锂寸步难行”？机构火线解读,证券时报
1228,2021-08-03,小K播早报！理想汽车将赴港上市 亿纬锂能计划投资52亿元项目,财联社
1229,2021-08-03,3家锂电池产业链公司宣布扩产计划,中证报
1230,2021-08-03,52亿！两大巨头联手放大招，网友：下一个宁德时代？,Wind
1231,2021-08-03,8月3日操盘必读：影响股市利好与利空消息,新浪
1232,2021-08-03,8月3日四大证券报头版头条内容精华摘要,新浪
1233,2021-08-03,亿纬锂能携手恩捷股份 52亿投建锂离子电池隔离膜产线,上证报
1234,2021-08-03,公募齐唱咏“碳”调，15只“碳中和”基金密集登场,Wind
1235,2021-08-03,14万股民沸腾了！两大2000亿巨头联手放大招，一出手就是52亿！,Wind
1236,2021-08-03,14万股民沸腾了！两大2000亿巨头联手放大招，一出手就是52亿！网友嗨了：下一个宁德时代？,中国基金报
1237,2021-08-03,强强联手 恩捷股份与亿纬锂能合资建设16亿平米锂电池隔膜项目,上证报
1238,2021-08-02,今年来涨幅超过85%，排名靠前的基金都买了啥？,炒基蛋
1239,2021-08-02,电新行业周报：峰谷价差拉大利好光伏及储能推广 风电需求有望超预期,新浪
1240,2021-08-02,恩捷股份：拟投建总额52亿元锂电池隔离膜项目,中证网
1241,2021-08-02,晚间重要公告2021年8月2日星期一,Wind
1242,2021-08-02,锂电池核心材料扩产热 3家上市公司宣布投建计划,e公司
1243,2021-08-02,恩捷股份(002812.SZ)拟与亿纬锂能设立合资公司建设湿法锂电池隔离膜项目,智通财经
1244,2021-08-02,电气设备行业周报：屋顶分布式整县开发快速推进,新浪
1245,2021-08-02,亿纬锂能(300014.SZ)累计回购137.24万股 耗资1亿元,智通财经
1246,2021-08-02,亿纬锂能：拟与恩捷股份合作开展锂离子电池隔离膜和涂布膜的制造,Wind
1247,2021-08-02,亿纬锂能：拟与恩捷股份合作开展锂离子电池隔离膜和涂布膜的制造,e公司
1248,2021-08-02,新能源行业产业风向标：造车新势力迅速崛起 动力电池供应格局偏紧,新浪
1249,2021-08-02,电力设备新能源行业周报：《分时电价》机制助力储能大发展宁德时代钠离子电池横空出世,新浪
1250,2021-08-02,基础材料、机械、电力电气设备行业2Q21持仓及陆港通分析：公募持仓大幅提升 超配新能源,新浪
1251,2021-08-02,优质产能不足 “电池荒”折射新能源汽车行业核心焦虑,中国汽车报
1252,2021-08-02,储能行业专题报告(二)：成本下降与政策推动储能步入实质性成长期,新浪
1253,2021-08-02,电气设备新能源行业周报：分时电价政策推动储能发展 中央定调支持电动车产业,新浪
1254,2021-08-02,储能行业深度报告：碳中和集结号吹响 储能赛道一触即发,新浪
1255,2021-08-02,电气设备行业周报：钠离子电池产业化发展在即 峰谷电价政策或刺激储能市场提速,新浪
1256,2021-07-30,国金证券公用事业“电价分时”政策点评：分时电价差扩大 推动新型电力系统调峰建设,国金证券股份有限公司
1257,2021-07-30,亿纬锂能：子公司亿纬亚洲同意为其子公司EBIL提供连带责任担保 大额借贷担保,每日经济新闻
1258,2021-07-30,电力设备及新能源行业储能与新能源发展跟踪：分时电价机制点评-分时电价政策出台 “软”因素支持储能发展,新浪
1259,2021-07-30,电力设备新能源2021年8月投资策略：政策叠加技术双利好 储能开辟广阔蓝海,新浪
1260,2021-07-30,电新行业动态点评：我国进一步完善分时电价政策 新型电力系统储能大有可为,新浪
1261,2021-07-30,亿纬锂能(300014)公司深度报告：二十载新起点 锂电池航母再启航,新浪
1262,2021-07-30,旭升股份(603305)中报点评：多客户同发力 压、锻、挤三大工艺齐配备,新浪
1263,2021-07-30,重磅消息引爆储能概念，这些标的请收好！,证券之星
1264,2021-07-30,信达证券：给予亿纬锂能“买进”的初始评级,36氪
1265,2021-07-29,龙蟠科技(603906)深度研究报告：车用尿素高增长 切入铁锂或再造一个龙蟠,新浪
1266,2021-07-29,市场思考随笔之六十五：“宁”与“茅”分化的背后,新浪
1267,2021-07-29,储能板块爆发，深股通大幅买入阳光电源，机构看好四条投资主线,第一财经
1268,2021-07-29,从锂电材料长单看电池企业暗战,电池中国网
1269,2021-07-29,德方纳米：公司上半年磷酸铁锂产能8万吨/年,Wind
1270,2021-07-29,张坤、谢治宇、刘格菘们已行动，新能源基金开始调仓,Wind
1271,2021-07-29,芯片股突然飙涨：20%涨停潮！腾讯大涨4000亿,Wind
1272,2021-07-29,亿纬锂能：公司目前用于智能表计的锂原电池业务订单在正常交付中，全年预计能够达到稳定生产和出货,每日经济新闻
1273,2021-07-29,亿纬锂能：公司生产设备按年限平均法进行折旧，折旧年限为10年,每日经济新闻
1274,2021-07-29,亿纬锂能：公司目前各项业务都在正常生产和出货，产线运转良好,每日经济新闻
1275,2021-07-29,亿纬锂能：公司目前主要在扩产的有三元圆柱电池、磷酸铁锂电池和三元方形电池，在今年和明年都会有新产能陆续投产,每日经济新闻
1276,2021-07-29,亿纬锂能：公司和金昆仑合作的碳酸锂和氢氧化锂产能会按计划陆续投产,每日经济新闻
1277,2021-07-29,亿纬锂能：公司目前的三元软包电池还是以出口为主，国内的乘用车客户的开拓和出货正在按计划进行,每日经济新闻
1278,2021-07-29,亿纬锂能：根据与StoreDot Ltd. 签订《电动汽车战略合作框架协议》的内容，目前处于合作项目的联合研发和样品测试阶段,每日经济新闻
1279,2021-07-29,电动汽车召回事件引“热议” 软包电池遭遇“成长的烦恼” 产品问题,中国汽车报
1280,2021-07-29,700亿身价的锂电富豪，决定豪赌一把,21商评网
1281,2021-07-28,群雄逐鹿下一个蓝海？欣旺达子公司与吉利合资生产HEV动力电池,每日经济新闻
1282,2021-07-28,动力电池产能荒 锂电行业真的是个好行业么？,GPLP犀牛财经
1283,2021-07-28,欣旺达：由小锂电到大锂电，转型承压，仍有看点？,财华社
1284,2021-07-28,【最全】2021年广东及浙江地区锂电池行业上市公司全方位对比(附业务布局、业绩对比、业务规划等),前瞻研究院
1285,2021-07-28,电气设备行业简评报告：大型化助推风电格局重塑 硅料价格见顶带动需求提振,新浪
1286,2021-07-28,汽车行业周报：新能源车引领轻量化赛道,新浪
1287,2021-07-28,每日理财观察：国务院要求实施好三孩生育政策,Wind
1288,2021-07-28,最牛板块跌停潮，主力逆市抢筹股曝光,Wind
1289,2021-07-28,强势股补跌沪指失守3400点，机构称下跌带来优质股布局机会,Wind
1290,2021-07-27,两年多首次，上证50跌入技术性熊市，谁在砸盘？最牛板块跌停潮，主力逆市抢筹股曝光,证券时报网
1291,2021-07-27,A股、港股双双跳水，发生了什么？,Wind
1292,2021-07-27,北向资金今日净卖出41.72亿元，贵州茅台遭净卖出逾10亿元,Wind
1293,2021-07-27,什么情况？A股两天蒸发4万亿，港股狂泻1100点,Wind
1294,2021-07-27,A股资金流向（7月27日）：新能源产业链持续遭抛售，芯片龙头一枝独秀,Wind
1295,2021-07-27,A股收盘综述：指数尾盘跳水沪指失年线，新能源产业链大幅下杀,Wind
1296,2021-07-27,快讯：锂电股尾盘上演跌停潮 亿纬锂能等多股跌停,新浪
1297,2021-07-27,锂电池板块走弱，137只个股下跌，亿纬锂能下跌12.12%,每日经济新闻
1298,2021-07-27,【行情】锂电股尾盘上演跌停潮，亿纬锂能、久吾高科、赣锋锂业、西藏珠峰、西藏城投、中矿资源、江苏国泰等十余股跌停或跌超10%,金十数据
1299,2021-07-27,锂电池板块午后跌幅扩大，亿纬锂能跌超8%,Wind
1300,2021-07-27,电气设备行业周报：光伏硅料价格继续松动 奔驰全面转向BEV,新浪
1301,2021-07-27,电气设备行业跟踪点评：《新型储能发展的指导意见》落地 储能规模化发展腾飞在即,新浪
1302,2021-07-27,2021年电新行业周报7月第3期：奔驰电动化战略升级 2025年占新车销量50%,新浪
1303,2021-07-27,亿纬锂能7月26日现2笔大宗交易,证券时报网
1304,2021-07-26,A股共发生107宗大宗交易成交32.36亿元（7月26日）,Wind
1305,2021-07-26,机械周报：海外+国内扩产加速 锂电设备景气度持续性高,新浪
1306,2021-07-26,亿纬锂能今日大宗交易成交62.40万股，成交价120.09元溢价0.0%,Wind
1307,2021-07-26,机械设备行业周报(第二十九周),新浪
1308,2021-07-26,解盘：指标股低迷，资金流出，特高压、军工、盐湖提锂略涨,Wind
1309,2021-07-26,明星基金经理谁踩对了“宁组合”风口？赵诣、冯明远、葛兰、周应波、刘格菘等上榜,21世纪经济报道
1310,2021-07-26,电气设备新能源行业周报：海外车企电动化战略加码 储能指导意见落地产业化提速,新浪
1311,2021-07-26,未来三年供不应求，稀土行业景气度有望持续提升,东北证券
1312,2021-07-25,机械设备行业跟踪周报：制造业持续复苏带动机器人行业回暖 建议关注景气度高涨的光伏锂电设备,新浪
1313,2021-07-25,电气设备行业周报：新型储能政策正式落地 天赐和LG新能源签订长单,新浪
1314,2021-07-25,电气设备行业：《关于加快推动新型储能发展的指导意见》(征求意见稿)出台 新型储能春天到来,新浪
1315,2021-07-25,新洋丰(000902)拟收购雷波矿业公告点评：拟现金收购大股东磷矿资源 行业龙头完善磷化工产业链,光大证券
1316,2021-07-24,硬科技投向标|发改委、能源局：推动新型储能商业化规模应用亿纬锂能拟投建多个锂电池生产线,财联社
1317,2021-07-24,总投资5332亿 H1锂电产业投扩产追踪,盖世汽车
1318,2021-07-23,德方纳米(300769.SZ)收到《经营者集中反垄断审查不实施进一步审查决定书》,智通财经
1319,2021-07-23,A股震荡下行超46亿外资暂时撤离，新能源产业链股遭大幅抛售,Wind
1320,2021-07-23,电子烟监管趋于明朗 设备制造商静待花开,新浪
1321,2021-07-23,10万股民嗨了！锂电大白马亿纬锂能放大招，再砸24.5亿扩产,第一财经
1322,2021-07-23,电气设备行业跟踪点评：戴姆勒强化电气化战略 2030年有望实现纯电完全渗透,新浪
1323,2021-07-23,21Q2基金持仓结构分析：新能源赛道持仓比例超过20%,新浪
1324,2021-07-23,亿纬锂能：低配版的宁德时代？,新浪
1325,2021-07-23,狂砸25亿投建多个锂电池生产线 亿纬锂能早盘高开逾3%,新浪
1326,2021-07-23,砸近25亿，2000亿锂电大白马放大招,Wind
1327,2021-07-23,A股早报2021年7月23日星期五,Wind
1328,2021-07-23,基金经理抱得更紧了！大幅提升创业板、科创板仓位,Wind
1329,2021-07-23,亿纬锂能拟投资24.5亿元投建多个锂电项目，顶流基金经理重仓,中国基金报
1330,2021-07-23,19起兼并购洞悉动力电池供应链“新变”,高工锂电
1331,2021-07-23,砸近25亿，2000亿锂电大白马放大招！顶流基金经理狂重仓，10万股民嗨了，股价意念涨停！,中国基金报
1332,2021-07-23,18家千亿顶流基金公司调仓释放重要信息,Wind
1333,2021-07-23,小K播早报！中共中央、国务院：规划引导中部地区产业集群发展 科创板新一代信息技术指数将发布,财联社
1334,2021-07-22,投资24.5亿元 亿纬锂能投建锂电池项目,汽车产经网
1335,2021-07-22,公告精选丨深南股份实控人被刑拘，亿纬锂能拟投建多个锂电池生产线,21世纪经济报道
1336,2021-07-22,晚间重要公告2021年7月22日星期四,Wind
1337,2021-07-22,手握2.6万亿巨资！基金经理规模榜单来了,Wind
1338,2021-07-22,亿纬锂能(300014.SZ)：拟开展额度不超25亿元的外汇套期保值业务,格隆汇
1339,2021-07-22,【行情】主力怒杀回马枪，有业绩啥都好说！,搜狐
1340,2021-07-22,亿纬锂能(300014.SZ)：亿纬动力拟与荆门高新区管委会就锂电池项目签订合同书,智通财经
1341,2021-07-22,亿纬锂能：子公司拟与荆门高新区管委会签订《合同书》,每日经济新闻
1342,2021-07-22,亿纬锂能：拟24.5亿元投建多个锂电池生产线,e公司
1343,2021-07-22,亿纬锂能：子公司拟投建3GWh圆柱磷酸铁锂电池生产线等项目,财联社
