,2021-12-31,2022年景气度有望回升，医药零售行业2022年度投资策略,国泰君安证券研究
1111,2020-09-21,益丰药房今日大宗交易成交935.28万股，成交价91.87元折价8.85%,Wind
1112,2020-09-21,A股共发生136宗大宗交易成交42.34亿元,Wind
1113,2020-09-21,益丰药房今日大宗交易成交470.56万股，成交价91.87元折价8.85%,Wind
1114,2020-09-21,25只个股大宗交易超5000万元,证券时报网
1115,2020-09-21,益丰药房：简式权益变动报告书,证券之星
1116,2020-09-21,A股共发生136宗大宗交易成交42.34亿元（9月21日）,Wind
1117,2020-09-21,益丰药房(603939.SH)：控股股东及一致行动人大宗交易减持1.76%股份 减持股份,格隆汇
1118,2020-09-21,新股前瞻|京东健康传赴港上市：加快造医疗版“京东（09618）”的步伐？,智通财经
1119,2020-09-21,广东500个药品开始带量采购 大批药店降价,医药网
1120,2020-09-21,医药生物行业周报：CSCO、ESMO大会召开 关注创新药产业链,新浪
1121,2020-09-21,万亿巨头火速过会将登陆科创板 外资抢筹净买入近百亿,Wind
1122,2020-09-20,沪指重回3300点 有机构认为市场存在上升潜力,证券日报
1123,2020-09-20,500个药品要集采降价,药店经理人
1124,2020-09-18,腾讯系入股“卖药公司”告吹！老百姓流动负债超58亿，缺钱 偿债能力下降,搜狐
1125,2020-09-18,富时罗素指数调整今生效，北上资金买买买，这些股票尾盘异动,Wind
1126,2020-09-18,秦洪看盘｜金融股擎起大旗，A股市场应声而涨,澎湃新闻
1127,2020-09-18,十张图读懂零售药店竞争格局：谁是零售药店一哥？国大药房将成为前浪？,前瞻研究院
1128,2020-09-17,健之佳IPO过会！第二波医药连锁上市潮来临？,新康界
1129,2020-09-17,医药行业周报：医药品种“调结构” 关注 “快速复苏板块”+“医保降价免疫”,新浪
1130,2020-09-17,医药行业投资策略：寻找“隐形”冠军,新浪
1131,2020-09-16,医药股大跌下，这三大投资方向被看好,汇聚南药
1132,2020-09-16,阿里健康大药房用户超1亿 网上药店行业未来发展方向分析,TechWeb
1133,2020-09-16,药品零售渠道：线上与线下之争,新浪
1134,2020-09-14,2020半年报总结：行业分化加剧 龙头集中度提升,新浪
1135,2020-09-14,[路演]益丰药房：中国零售药店市场非常分散 空间巨大,全景网
1136,2020-09-14,医药生物行业跨市场周报：三个机遇和一个可控风险 把握医药反弹的主线,光大证券
1137,2020-09-13,多家药店退出市场 业务变化,赛柏蓝
1138,2020-09-13,A股周一见 | 解禁市值降60%！A股能否缓口气？ 解禁,第一财经
1139,2020-09-13,北向资金高比例持有股票名单,证券时报
1140,2020-09-13,认知功能筛查是老年痴呆防治工作重要内容，卫健委发文推动全国试点,凤凰网
1141,2020-09-13,一批药店退出行业,药店经理人
1142,2020-09-13,健之佳采购数据与最大供应商披露“打架” 数据与最大供应商披露不一致 欺诈造假,大众证券报
1143,2020-09-11,渤海证券：回调中寻找买点 布局医药板块高景气行业,新浪
1144,2020-09-11,医药2020H1中报总结：Q2业绩环比开始改善 行业步入疫后时代,新浪
1145,2020-09-10,直播交流 | 湖南辖区集体接待日9月11日举行，97家辖区上市公司等您来约,全景网
1146,2020-09-10,招商银行：后疫情时代医药零售加速分化 新一轮并购与上市潮隐现,新浪
1147,2020-09-10,9月10日券商晨会研报汇编,证券日报
1148,2020-09-09,【医药】2020中报总结兼9月月报：医药二季度表现亮眼，业绩环比改善明显,天风研究
1149,2020-09-08,【招银研究|行业跟踪】生物医药行业之医药零售篇——后疫情时代经营加速分化，新一轮并购与上市潮隐现,招商银行研究
1150,2020-09-08,湘股中报业绩表现优秀 后疫情时代湖南优势产业逆势扩张,证券时报网
1151,2020-09-08,医药生物行业周报：二季度业绩逐步恢复 把握业绩确定性,新浪
1152,2020-09-08,四大连锁药房门店扩至2.28万家 拥抱新零售互联网收入成新动能,长江商报
1153,2020-09-07,安徽省蚌埠市市场监督管理局药品流通监督检查信息公示（2020年8月）,质量新闻网
1154,2020-09-07,解锁民营连锁药店“四大天王”，一心堂老百姓大参林益丰药房，谁是那颗最亮的“星”？,和讯
1155,2020-09-07,同仁堂半年度管理费超净利润：中报利润下挫27% 营收增速连降 盈利能力下降,投资时报
1156,2020-09-07,开源证券：零售药店后浪奔涌之时 创新和专业仍是核心,新浪
1157,2020-09-07,中报利润下挫27%！营收增速连降 同仁堂半年度管理费超净利润 盈利能力下降,投资时报
1158,2020-09-07,【国元医药|行业跟踪】疫苗行业跟踪：2020年08月疫苗行业批签发数据跟踪,元气医药
1159,2020-09-07,民生证券医药行业周报：关注高景气医疗器械以及低估值板块机会,新浪
1160,2020-09-07,9月7日利好及其影响个股,中财网
1161,2020-09-06,47只创新高股获北向资金逆市抢筹,证券时报
1162,2020-09-06,零售药店深度：后浪奔涌之时，创新和专业仍是核心【开源医药·零售药店行业深度】,医药佐料
1163,2020-09-06,【兴证固收·转债】确定性中的“不确定性”,兴证固收研究
1164,2020-09-06,医药生物行业：去伪存真,新浪
1165,2020-09-06,医药生物行业周报：国产创新药频繁授权海外 继续重点推荐创新药产业链,新浪
1166,2020-09-06,医药行业每周医览药闻：2020年医药中报业绩总结：后疫情时代 关注需求复苏下蕴含的全球市场机会,新浪
1167,2020-09-04,【浙商医药|中报总结】Q2改善，选赛道更重要,杏林建研
1168,2020-09-04,8月医药大事件之榜单篇：国内药企活力持续涌现,制药网
1169,2020-09-04,医药行业2020年9月投资月报：建议关注IVD化学发光赛道 业绩高增长可期,新浪
1170,2020-09-03,医药行业2020H1财报分析：寻找具有相对性价比的公司,新浪
1171,2020-09-03,医药生物投资周报：医保基金改革加强共济性和监管 龙头药店有望承接统筹基金,新浪
1172,2020-09-03,30只股股价创历史新高,证券时报网
1173,2020-09-03,一周内，这家药企获300家机构调研！,制药网
1174,2020-09-02,健之佳再战IPO：去年被央视315点名的问题，今年还犯,新浪
1175,2020-09-02,在转债的“占优”行业中寻找绩优品种——转债发行人中报点评| 国盛固收,业谈债市
1176,2020-09-01,58只股股价创历史新高,证券时报网
1177,2020-09-01,上半年股票基金冠军创金合信医疗保健行业中报出炉,资本邦
1178,2020-08-31,国家医保局“态度强硬”！五大上市药店出手，布局“后医保时代”！,汇聚南药
1179,2020-08-31,57只股股价创历史新高,证券时报网
1180,2020-08-31,医药行业周报：关注创业板注册制带动的医药投资机会,新浪
1181,2020-08-31,广东通报63家限期整改药企 黑榜涉益丰药房叮当快药 食药监处罚,中国经济网
1182,2020-08-31,大并购来了，知名连锁药店接连并购89家药店！,医药资讯地方台
1183,2020-08-31,明星基金经理“隐形”重仓股全曝光,中国基金报
1184,2020-08-31,【国元医药|点评】君实生物2020半年报点评：核心产品快速放量，研发管线进一步推进,元气医药
1185,2020-08-31,【国元医药|点评】泰格医药2020半年报点评：业务增速逐渐恢复，项目积累进一步增长,元气医药
1186,2020-08-31,医保个人账户改革持续推进 药店板块有望充分受益,证券时报网
1187,2020-08-31,益丰药房收购了89家药店 半年营收62.9亿元,医药网
1188,2020-08-30,收益新高40%！周三抄底已经赚钱啦！,菜鸟理财
1189,2020-08-30,业绩下滑 爱尔眼科牵手益丰大药房寻新流量 盈利能力下降,北京商报
1190,2020-08-30,中国股市：近5年盈利能力最强50只龙头股（名单）,搜狐
1191,2020-08-29,报量26亿！广东28000家药店，参与第三批国采！,汇聚南药
1192,2020-08-29,89家药店被出手,赛柏蓝
1193,2020-08-29,沪深港通资金医药股流向数据库,新浪
1194,2020-08-29,逾百股本周股价创新高7股获机构净买入,证券时报
1195,2020-08-29,国盛证券：对比美股A股大部分消费行业龙头PE估值偏高PB较为合理,金融界
1196,2020-08-29,104公司利润环比连增45家步入绩优股行列,证券时报网
1197,2020-08-28,益丰药房中报点评：业绩快速增长，新零售打造增长新曲线！【东吴医药朱国广团队】,国广有话说
1198,2020-08-28,【天风医药】益丰药房：上半年业绩继续高增长，区域聚焦战略助推公司成长,思医辨药
1199,2020-08-28,益丰药房(603939)：业绩高增符合预期 互联网+驱动战略升级,新浪
1200,2020-08-28,大参林(603233)中报点评：门店快速扩张 控费增厚利润,新浪
1201,2020-08-28,益丰药房(603939)：业绩符合预期 资金充足扩张有望加速,新浪
1202,2020-08-28,最新业绩大比拼：国控、上药、华润,赛柏蓝
1203,2020-08-28,89家药店 益丰药房买了,药店经理人
1204,2020-08-28,涨停复盘：医疗股再度走强军工、大消费掀涨停潮,金融界
1205,2020-08-28,益丰药房(603939)：门店全国稳步扩张 2020年H1业绩同比增长33.84% 符合市场预期,新浪
1206,2020-08-28,益丰药房(603939.SH)：拟向银行申请不超5亿元综合授信,格隆汇
1207,2020-08-28,兴业证券：关注政策变化 重点配置消费医疗+创新板块,新浪
1208,2020-08-28,益丰药房(603939)：业绩符合预期 门店扩张提速 牵手爱尔眼科实现流量融合,新浪
1209,2020-08-28,职工医保或将有重大变化，后疫情时代药店行业投资机会值得关注丨牛熊眼,第一财经
1210,2020-08-28,益丰药房(603939)2020年中报点评：门店恢复扩张节奏 H1业绩符合预期,新浪
1211,2020-08-27,爱尔眼科与益丰大药房签署战略合作协议,Wind
1212,2020-08-27,益丰药房(603939.SH)半年度净利润升33.84%至4.12亿元,格隆汇
1213,2020-08-27,益丰药房：上半年净利润同比增长33.84%,Wind
1214,2020-08-26,【国元医药|点评】美亚光电2020年中报点评：Q2业绩改善显著，口扫有望带来新增量,元气医药
1215,2020-08-26,集采步入常态化轨道 医药行业零售端变局正加速,21世纪经济报道
1216,2020-08-26,集采落选原研药厂求生转型 院外药店市场“迎春”,21世纪经济报道
1217,2020-08-25,42只股股价创历史新高,证券时报网
1218,2020-08-25,西南证券：如何看药店行业护城河及成长路径？,新浪
1219,2020-08-25,传统药店开启售药新模式,中国商报
1220,2020-08-25,药品集采有序推进，龙头药店话语权或将增强,新浪
1221,2020-08-24,第三批国采结果正式出炉！看透集采市场，公立医院市场格局生变,E药经理人
1222,2020-08-24,连锁药店屡创新高，背后有怎样的逻辑？,格隆汇
1223,2020-08-24,西南证券：零售药店持续扩容 行业护城河促进强者恒强,新浪
1224,2020-08-23,富时罗素半年度调整新纳入150只A股，“聪明资金”配置A股风向生变,21世纪经济报道
1225,2020-08-23,解密富时罗素A股扩容：聚焦三行业，400亿“聪明钱”提前布局,Wind
1226,2020-08-22,富时罗素半年度调整新纳入150只A股 外资配置A股风向发生变化,21世纪经济报道
1227,2020-08-22,医药零售巨头抢滩市场 一心堂上半年营收净利实现双增长,证券日报
1228,2020-08-22,重磅！150只A股新纳入富时罗素旗舰指数，中小盘股居多（名单）,中证报
1229,2020-08-21,【国元医药| 点评】老百姓2020年中报点评：内生+外延扩张门店，加盟店模式加速发展,元气医药
1230,2020-08-21,【国元医药| 点评】万东医疗2020年中报点评：抗疫DR表现亮眼，毛利率提升明显,元气医药
1231,2020-08-20,【浙商医药|周报】集采加速下，探讨仿制药板块的投资主线,杏林建研
1232,2020-08-20,15亿买下3000家药店，美尔雅要转型？,和讯
1233,2020-08-19,一心堂发布半年报 营收、扣非净利同比均增近20%,每日经济新闻
1234,2020-08-19,全国首个认知功能筛查活动上热搜，全民共同守护生命尊严,凤凰网
