,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
3347,2021-02-28,首尾相差逾30%！牛年伊始，基金业绩大变脸 盈利能力下降,时代在线
3348,2021-02-28,八大机构论市：急跌接近尾声 右侧机会即将显现,中金在线
3349,2021-02-28,14位明星基金经理牛年业绩盘点:谁扛住市场暴跌 谁被重仓股放倒？,21金融圈
3350,2021-02-28,市场震荡主动权益新基仍现三只爆款，A股市场或迎4500亿“活水”,红周刊
3351,2021-02-28,国君策略：交易通胀仍能持续，看好全球原材料周期，中盘蓝筹焕发荣光，维持3450-3700点震荡格局,金融界
3352,2021-02-27,“你的基金还好吗？” 14位明星基金经理：谁扛住了暴跌？,21世纪经济报道
3353,2021-02-27,“冰火两重天”的14位明星基金经理:谁扛住了市场暴跌逆市翻红？谁被重仓股放倒？,21世纪经济报道
3354,2021-02-27,利润环比连增+同比暴增126匹盈利白马现身,证券时报网
3355,2021-02-26,陆港通每周复盘 | 南下资金一周流出126.9亿港元，系今年以来首次！,新浪
3356,2021-02-26,1462只个股今日尾盘资金净流入,证券时报网
3357,2021-02-26,避开抱团股：今天4只新ETF上市 跟踪消费服务、影视主题的都来了,新浪
3358,2021-02-26,解密主力资金出逃股连续5日净流出539股,证券时报网
3359,2021-02-26,577亿主力资金近三日大量撤出中小创,证券时报网
3360,2021-02-26,开盘冲涨停，通信板块迎修复？北上资金节后紧急调仓,证券时报网
3361,2021-02-26,板块轮动加速，聪明资金紧急调仓，机构抱团股持续走低（名单）,网易
3362,2021-02-26,今日上市ETF | 4只ETF扎堆上市，首只跟踪消费服务、影视主题的ETF来了！,每日经济新闻
3363,2021-02-26,聪明资金悄然调仓换股 这些个股受青睐,第一财经
3364,2021-02-26,通讯行业大幅拉升，聪明资金紧急调仓，机构抱团股持续走低,证券时报网
3365,2021-02-26,开盘即冲涨停 这个板块迎来估值修复？聪明资金紧急调仓 机构抱团股持续走低,证券之星
3366,2021-02-26,348公司利润不断改善89家步入绩优股行列,证券时报网
3367,2021-02-26,抱团股牛年开局杀跌险资“躲过一劫”后股市该怎么投？,新京报
3368,2021-02-26,交银经济新动力混合净值下跌3.90%,新浪
3369,2021-02-26,银河转型混合净值下跌3.67%,新浪
3370,2021-02-26,银河智造混合净值下跌4.06%,新浪
3371,2021-02-26,大成内需增长混合H净值下跌4.13%,新浪
3372,2021-02-26,长信创新驱动股票净值下跌4.34%,新浪
3373,2021-02-26,华夏战略新兴成指ETF净值下跌3.42%,新浪
3374,2021-02-26,富国互联科技股票A净值下跌3.13%,新浪
3375,2021-02-26,银河乐活优萃混合净值下跌3.68%,新浪
3376,2021-02-26,财通行业龙头混合A净值下跌3.77%,新浪
3377,2021-02-26,嘉实互融精选股票净值下跌3.49%,新浪
3378,2021-02-26,招商丰盛稳定增长混合A净值下跌4.91%,新浪
3379,2021-02-26,景顺长城成长之星股票净值下跌3.39%,新浪
3380,2021-02-26,上投摩根成长动力混合净值下跌4.08%,新浪
3381,2021-02-26,长盛高端装备混合净值下跌3.79%,新浪
3382,2021-02-26,农银主题轮动混合净值下跌5.10%,新浪
3383,2021-02-26,广发轮动配置混合净值下跌4.29%,新浪
3384,2021-02-26,建信消费升级混合净值下跌3.33%,新浪
3385,2021-02-26,鹏华环保产业股票净值下跌4.10%,新浪
3386,2021-02-26,长盛电子信息主题混合净值下跌3.29%,新浪
3387,2021-02-26,招商安润灵活配置混合净值下跌4.27%,新浪
3388,2021-02-26,南方新优享灵活配置混合A净值下跌4.46%,新浪
3389,2021-02-26,上投摩根转型动力混合净值下跌3.92%,新浪
3390,2021-02-25,市场换了一个抱团方向!,云掌财经
3391,2021-02-25,万科涨停！抱团散架继续，基民韭菜恐慌性赎回正逼近,搜狐
3392,2021-02-25,解密主力资金出逃股连续5日净流出374股,证券时报网
3393,2021-02-25,594亿主力资金近三日大量撤出中小创,证券时报网
3394,2021-02-25,2月25日主力资金净流出120亿元,证券时报网
3395,2021-02-25,【IPO前哨】非龙头亦有超额收益，乾德电子有亮点！,财华社
3396,2021-02-25,超30家千亿市值公司遭券商下调盈利预测 多为机构抱团股,第一财经
3397,2021-02-25,迷你产品超七成！天治基金规模不足25亿 连续三年百名开外,新浪
3398,2021-02-25,【恒瑞医药高管交流会纪要】,云掌财经
3399,2021-02-25,IOT深度追踪系列第13期(2021年1月)：1月安卓端TWS线上销量同比+11% 三星手机取消有线耳机标配,新浪
3400,2021-02-24,“带四个轮子的手机”？手机厂商造车最全盘点,新浪
3401,2021-02-24,电子行业周报：DRAM持续涨价 看好被动元件与存储龙头,新浪
3402,2021-02-24,解密主力资金出逃股连续5日净流出338股,证券时报网
3403,2021-02-24,635亿主力资金近三日大量撤出中小创,证券时报网
3404,2021-02-24,王来春问鼎2021福布斯中国杰出商业女性榜,企查查
3405,2021-02-24,5G毫米波走向大规模商业化有多难？,第一财经
3406,2021-02-24,一起聊聊牛年里的投资机会,养基司令
3407,2021-02-24,339公司利润不断改善86家步入绩优股行列,证券时报网
3408,2021-02-24,世界移动大会开幕，我国已投入2600亿建设5G网络，5GETF成关注重点,金融界
3409,2021-02-24,盘前情报丨比特币搭上过山车 逾37万账户遭爆仓 这些个股值得关注（附股） 股票质押异常,21世纪经济报道
3410,2021-02-24,分化明显！北向资金小幅回流 增持这些行业及个股（附股）,21世纪经济报道
3411,2021-02-24,北向资金单日净流入6.51亿！加仓这些板块,e公司
3412,2021-02-24,“烧钱”近30年，京东方终于修成正“果”？,新浪
3413,2021-02-24,银河康乐股票净值下跌3.40%,新浪
3414,2021-02-24,海富通欣荣混合A净值下跌3.48%,新浪
3415,2021-02-24,长信创新驱动股票净值下跌3.74%,新浪
3416,2021-02-24,建信深证100指数增强净值下跌4.01%,新浪
3417,2021-02-24,长信电子信息量化混合净值下跌3.81%,新浪
3418,2021-02-24,大成内需增长混合H净值下跌5.76%,新浪
3419,2021-02-24,长信量化多策略股票A净值下跌4.46%,新浪
3420,2021-02-24,汇丰晋信科技先锋股票净值下跌3.56%,新浪
3421,2021-02-24,汇丰晋信大盘股票H净值下跌3.06%,新浪
3422,2021-02-24,银河转型混合净值下跌4.26%,新浪
3423,2021-02-24,民生加银稳健成长混合净值下跌4.62%,新浪
3424,2021-02-24,银河智造混合净值下跌3.70%,新浪
3425,2021-02-24,西部利得事件驱动股票净值下跌5.00%,新浪
3426,2021-02-24,华夏战略新兴成指ETF净值下跌4.57%,新浪
3427,2021-02-24,海富通中小盘混合净值下跌3.85%,新浪
3428,2021-02-24,华宝中证科技龙头ETF净值下跌3.09%,新浪
3429,2021-02-24,交银数据产业灵活配置混合净值下跌4.42%,新浪
3430,2021-02-24,平安粤港澳大湾区ETF净值下跌3.23%,新浪
3431,2021-02-24,银河智联混合净值下跌3.78%,新浪
3432,2021-02-24,海富通欣荣混合C净值下跌3.48%,新浪
3433,2021-02-23,茅台翻红：抱团股还会大跌吗？机构透露布局思路,国际金融报
3434,2021-02-23,立讯精密：“立讯转债”转股价格由58.44元/股调整为58.38元/股,Wind
3435,2021-02-23,立讯精密(002475.SZ)：“立讯转债”转股价调整为58.38元/股,格隆汇
3436,2021-02-23,立讯精密(002475.SZ)：“立讯转债”转股价下调至58.38元/股,智通财经
3437,2021-02-23,今日两市共有73只个股发生118宗大宗交易,第一财经
3438,2021-02-23,福布斯中国商界女性创新力十人榜:立讯精密王来春榜首 董明珠第四,新浪
3439,2021-02-23,曹德旺吐槽年轻人以进工厂为耻！研究生送外卖，中国制造怎么办？,云掌财经
3440,2021-02-23,立讯精密关联企业入股胜瑞电子科技，持股100%,企查查
3441,2021-02-23,466亿主力资金近三日大量撤出中小创,证券时报网
3442,2021-02-23,【浙商策略】抱团松动之际，外资表现如何？ | 流动性估值跟踪,王杨策略研究
3443,2021-02-23,今日以实际案例来讲结构和盘口语言,云掌财经
3444,2021-02-23,立讯精密今日大宗交易成交28.40万股，成交价48.5元溢价0.0%,Wind
3445,2021-02-23,电子行业3C季报：4Q20手机出货同比转正,新浪
3446,2021-02-23,【今日读者问答】,云掌财经
3447,2021-02-23,财华洞察|“代工之王”富士康的蝶变之路：痛，并快乐着,财华社
3448,2021-02-23,中信：顺周期板块调整后市场会重回均衡状态,中信证券研究
3449,2021-02-23,337公司利润环比连增85家步入绩优股行列,证券时报网
3450,2021-02-23,苹果概念股局部活跃，京东方A、大族激光、歌尔股份、立讯精密飘红,Wind
3451,2021-02-23,福布斯2021中国杰出商界女性榜：董明珠 张楠 武卫入选,亿邦动力
3452,2021-02-23,电子周观点：1月手机出货量大幅增长 关注半导体材料国产替代机会,新浪
3453,2021-02-23,银河证券：继续看好2021年电子板块盈利端及估值端的表现,证券时报网
3454,2021-02-23,晨会0223｜顺周期板块调整后市场会重回均衡状态,中信证券研究
3455,2021-02-23,泰达宏利中证绩优指数基金C净值下跌4.72%,新浪
3456,2021-02-23,融通中国风1号灵活配置混合C净值下跌3.76%,新浪
3457,2021-02-23,泰达宏利中证绩优指数基金A净值下跌4.72%,新浪
3458,2021-02-23,鹏扬红利优选混合C净值下跌3.12%,新浪
3459,2021-02-23,大摩ESG量化混合净值下跌4.70%,新浪
3460,2021-02-23,融通领先成长混合(LOF)C净值下跌4.50%,新浪
3461,2021-02-23,南方成长先锋混合A净值下跌3.99%,新浪
3462,2021-02-23,圆信永丰高端制造混合净值下跌4.82%,新浪
3463,2021-02-23,鹏华研究智选混合净值下跌3.77%,新浪
3464,2021-02-23,天治转型升级混合净值下跌6.39%,新浪
3465,2021-02-23,广发均衡价值混合净值下跌4.91%,新浪
3466,2021-02-23,平安高端制造混合C净值下跌5.08%,新浪
3467,2021-02-23,长盛研发回报混合净值下跌3.20%,新浪
3468,2021-02-23,博道沪深300增强A净值下跌3.54%,新浪
3469,2021-02-23,财通行业龙头混合A净值下跌4.90%,新浪
3470,2021-02-23,汇添富高端制造股票净值下跌4.33%,新浪
3471,2021-02-23,天治研究驱动混合C净值下跌5.79%,新浪
3472,2021-02-23,长城中国智造混合A净值下跌4.16%,新浪
3473,2021-02-23,华富物联世界灵活配置混合净值下跌3.43%,新浪
3474,2021-02-23,广发百发大数据精选混合E净值下跌3.77%,新浪
3475,2021-02-23,华商智能生活混合净值下跌3.89%,新浪
3476,2021-02-23,东方创新科技混合净值下跌3.36%,新浪
3477,2021-02-23,融通跨界成长灵活配置混合净值下跌3.29%,新浪
3478,2021-02-23,华夏国企改革混合净值下跌3.48%,新浪
3479,2021-02-23,华商新兴活力混合净值下跌3.97%,新浪
3480,2021-02-23,北上资金加仓银行股 机构称行情还可持续,财富动力网
3481,2021-02-23,东盟制造快速发展下中国制造的变局——行业比较系列十四（中泰策略）,修炼投资的水晶球
3482,2021-02-22,北向近3日率先增持这些个股,第一财经
3483,2021-02-22,2月22日北向资金成交活跃股名单,证券时报网
3484,2021-02-22,2021福布斯中国杰出商界女性榜：立讯精密问鼎第一 做什么的？,和讯
3485,2021-02-22,还有多少资金等待建仓？,量化先行者
3486,2021-02-22,超50家手机概念股2020年业绩预告：TOP10企业净利润预达310亿元,搜狐
3487,2021-02-22,私人银行丨百名中国女精英管辖12万亿总市值，富士康女工逆袭至立讯精密董事长居福布斯榜首,21世纪经济报道
3488,2021-02-22,白酒股重挫 北上资金减持茅五洋抄底二线酒企 减持股份,e公司
3489,2021-02-22,数据复盘｜主力资金撤离医药生物、食品饮料等行业 机构抢筹18股,证券时报网
3490,2021-02-22,电子行业专题研究：果粉换机潮兑现 IC国产替代提速中,新浪
3491,2021-02-22,福布斯中国杰出商界女性榜：立讯王来春登顶董明珠第五,快科技
3492,2021-02-22,北向资金今日净卖出11.14亿元，抱团股继续遭抛售,Wind
3493,2021-02-22,立讯精密关联公司100%入股日铭电脑配件,企查查
3494,2021-02-22,479亿主力资金近三日大量撤出中小创,证券时报网
3495,2021-02-22,风向变了！茅台领跌龙头，股市普涨，下一个风口是？,汇通网
3496,2021-02-22,电子行业周报：《周观点》系列 汽车电子空间巨大 天灾加剧半导体短缺,新浪
3497,2021-02-22,创业板指盘中跌逾4%！有色金属板块掀涨停潮 机构抱团股重挫,中金在线
3498,2021-02-22,上投摩根行业睿选股票发行：孙芳管理 过往年化12.57%风险度高,新浪
3499,2021-02-22,立讯精密两天市值蒸发206亿！净利增速或放缓 实控人再减持72亿 盈利能力下降,投资时报
3500,2021-02-22,2021中国杰出商界女性榜公布：立讯精密王来春居首,中新经纬
3501,2021-02-22,中国银河--电子行业周报：1月手机出货量大幅增长，关注半导体材料国产替代机会【行业研究】,金融界股吧
3502,2021-02-22,2021年度中国杰出商界女性榜公布，都谁上榜？,中新经纬
3503,2021-02-22,福布斯发布2021年度中国杰出商界女性榜 立讯精密王来春首次问鼎,新浪
3504,2021-02-22,两市股指午后再度跳水，创业板指大跌超3%，贵州茅台跌逾6% 连续下跌,证券时报网
3505,2021-02-22,华金证券--电子元器件行业周报：2021年第8周：半导体厂商业绩亮眼，缺货潮加剧【行业研究】,金融界股吧
3506,2021-02-22,立讯精密：公司在无线充电产品领域布局深入 具备完整的产品解决方案,上证报
3507,2021-02-22,立讯精密：截至2021年2月10日，公司股东户数为389518户,每日经济新闻
3508,2021-02-22,信达证券--电子行业周报：半导体顺周期板块，功率龙头价值凸显【行业研究】,金融界股吧
3509,2021-02-22,国海证券：强者恒强，电子行业细分领域龙头仍具备良好成长性,证券时报网
3510,2021-02-22,国海证券--电子行业周报：电子板块震荡、分化格局何时休【行业研究】,金融界股吧
3511,2021-02-22,335公司利润不断改善85家步入绩优股行列,证券时报网
3512,2021-02-22,创业板指跌逾2% 有色金属板块逆市大涨,中金在线
