,2021-12-31,山西汾酒现1笔大宗交易 共成交884.25万元,新浪
1650,2021-06-17,酒类股强势拉升，兰州黄河涨停，惠泉啤酒等大涨,证券时报网
1651,2021-06-17,北向资金动向盘点：大额减持白酒，加仓银行,Wind
1652,2021-06-17,端午小长假 白酒消费的变与不变,佳酿网
1653,2021-06-16,主力抛售白酒股机构仍看好这些个股,第一财经
1654,2021-06-16,白酒股现回调，券商仍看好后续走势,第一财经
1655,2021-06-16,食品饮料行业白酒周报：波动中寻找白酒中期确定性 短期弹性,新浪
1656,2021-06-16,宏观资讯跟踪日报,新浪
1657,2021-06-16,财信证券食品饮料行业2021年5月月度报告：白酒高景气延续，通胀压力下大众品精选好赛道,财信证券研究
1658,2021-06-16,半年报业绩预增 | 中信建投晨会,中信建投证券研究
1659,2021-06-16,多家券商发布下半年投资策略，两大关键词被反复提及,Wind
1660,2021-06-15,“喝酒”行情再起！两市个股普跌，白酒股逆势上扬；舍得酒业涨停，“操纵股价”风波已过？,每日经济新闻
1661,2021-06-15,北向资金今日净卖出逾51亿元，药明康德、紫金矿业净卖出额均创新高,Wind
1662,2021-06-15,国君策略：厝火积薪，成长扩散,证券之星
1663,2021-06-15,食品饮料行业动态报告：白酒调整释放估值压力 啤酒旺季加速结构提升,新浪
1664,2021-06-15,食品饮料行业2021年中期策略：白酒重视次高端红利 大众品关注啤酒、预调酒及速冻食品,广发证券
1665,2021-06-15,国君策略：估值体系重塑新阶段 二三线成长品种具备重估价值,新浪
1666,2021-06-15,【行情】白酒股短线回暖，舍得酒业涨超8%，大豪科技、酒鬼酒、水井坊、山西汾酒、迎驾贡酒等跟涨,金十数据
1667,2021-06-15,华安证券--食品饮料行业周报：白酒情绪扰动，基本面无忧【行业研究】,金融界股吧
1668,2021-06-15,白酒股逐步回暖，舍得酒业涨超5%,Wind
1669,2021-06-15,饮料板块周报：股东大会反馈积极 次高端短暂回调,国海证券
1670,2021-06-15,食品饮料行业研究周报：次高端进入招商和全国化扩张期 奠定全年业绩基础,新浪
1671,2021-06-15,【方正食饮210615】小酒情绪退潮，坚守行业长线趋势,虎哥的研究
1672,2021-06-15,食品饮料行业研究：端午白酒动销向好 关注食品优秀赛道龙头,国金证券股份有限公司
1673,2021-06-15,【招商食品 | 最新】白酒关注核心品种，食品性价比凸显,招商食品饮料
1674,2021-06-15,【食品饮料投资日报】端午白酒动销向好，为中秋旺销奠定基础，关注食品优秀赛道4大主线,新浪
1675,2021-06-15,每日理财观察：7万亿理财市场重磅新规落地,Wind
1676,2021-06-15,食品饮料行业跟踪周报：奶价上涨或存预期差 提结构为龙头更佳策略,新浪
1677,2021-06-15,盘前情报丨重磅！上证50、沪深300等指数样本股大调整生效（名单）,21世纪经济报道
1678,2021-06-15,6年来A股自5178点下跌30%，超百只基金收益翻倍,Wind
1679,2021-06-14,白酒五部曲之酒价：价之所趋，酒之前路,燕首席
1680,2021-06-14,【开源食饮】白酒持续看好，调味品等待时机——行业周报,宇光看食饮
1681,2021-06-14,板块拾金丨鸿蒙概念股强势来袭；白酒板块回调风云突变，节后形势一片大好？,第一财经
1682,2021-06-13,食品饮料：基础建设年 稳中求进取,新浪
1683,2021-06-13,食品饮料行业：优选高景气白酒 布局涨价大众品,新浪
1684,2021-06-13,5178点6周年 最牛白酒飙17倍！乐视、信威惨烈退市 退市,中国基金报
1685,2021-06-13,"沧桑剧变！5178点6周年，A股“换了人间”！中石油跌落一哥，茅台暴涨890%称王，最牛白酒飙17倍！乐视、信威、康得新惨烈退市
退市",中国基金报
1686,2021-06-13,5178点6周年，个股剧烈分化，茅台涨890%称王,Wind
1687,2021-06-13,北向资金大调仓！减仓万亿“电池茅”超10亿（名单）,Wind
1688,2021-06-12,北向资金一周动向：扫货“光茅”29亿元，甩卖白酒股32亿元,21世纪经济报道
1689,2021-06-12,“大嘴巴”高管泄露重大信息，上交所给予纪律处分 金融监管处罚,Wind
1690,2021-06-12,大资金排队跑路：超级牛股突然高位跌停 有机构重金扫货（最新筹码集中股名单）,新浪
1691,2021-06-12,白酒股连续异动，疑遭北上资金集中抛售,Wind
1692,2021-06-12,白酒股连续异动 疑遭北上资金集中抛售,证券时报
1693,2021-06-11,爆卖近30亿，北向资金砸出白酒“天坑”！机构脚步却现分歧,财联社
1694,2021-06-11,连续9周净买入：北上资金抛售白酒股 这些行业受青睐,e公司
1695,2021-06-11,舍得“争议举报”背后：舍得称对方属有罪推定猜测 举报者称“白酒股应跌50%” 诉讼纠纷,新浪
1696,2021-06-11,北向资金批量减持白酒股，抛售贵州茅台逾19亿元 减持股份,第一财经
1697,2021-06-11,北向资金 | 合计净流出30.32亿元，贵州茅台、山西汾酒、洋河股份净卖出居前,上游新闻
1698,2021-06-11,金融街下午茶2021年6月11日星期五,Wind
1699,2021-06-11,北向资金今日净卖出30.32亿元，白酒股遭大幅抛售,Wind
1700,2021-06-11,A股尾盘1分钟空头资金狂砸白酒股？发生了什么？,新浪
1701,2021-06-11,贵州茅台尾盘直线跳水收跌2.67%，酒鬼酒、山西汾酒等尾盘同样出现砸盘。,新浪
1702,2021-06-11,贵州茅台多只大盘股尾盘集合竞价出现大幅波动,Wind
1703,2021-06-11,A股收盘综述：创业板指连涨5周，宁德时代引领升势,Wind
1704,2021-06-11,信达证券：舍得酒业（600702.SH）战略清晰，大股东赋能，维持“买入”评级,智通财经
1705,2021-06-11,【行情】白酒股早盘回调，洋河股份开盘一度触及跌停，广誉远、皇台酒业、青海春天、山西汾酒等跟跌,金十数据
1706,2021-06-11,洋河股份盘初触及跌停，山西汾酒、古井贡酒等跟随下滑,Wind
1707,2021-06-11,百元股数量达163只，一日增加5只,证券时报网
1708,2021-06-10,林园控诉：持有300亿茅台，还跟叫花子一样抽签,Wind
1709,2021-06-10,国开证券--食品饮料行业月报：白酒、啤酒结构升级持续，调味品关注边际改善【行业研究】,金融界股吧
1710,2021-06-10,A股收盘综述：上证指数涨0.54%，宁德时代再创新高、软件股批量涨停,Wind
1711,2021-06-10,舍得跌停！涉嫌股价操纵？证据竟是股价走势图,网易
1712,2021-06-10,舍得危矣？知名大V实名举报，曾因茅台“裸奔” 诉讼纠纷,网易
1713,2021-06-10,10倍牛股被大V举报，4000亿白酒新贵也遭质疑 诉讼纠纷,Wind
1714,2021-06-10,惊呆！10倍大牛股被知名大V举报，4000亿白酒新贵也遭质疑，发生了什么？ 诉讼纠纷,券商中国
1715,2021-06-10,杠杆资金现分流，科技股成融资客新宠,Wind
1716,2021-06-09,国君策略：微观市场交易结构改善，蓝筹空间打开,证券之星
1717,2021-06-09,北向资金今日净买入28.14亿元，伊利股份净买入额创历史次高,Wind
1718,2021-06-09,【繁微另类数据】基于移动大数据的上市公司金融活动指数的选股应用,东证衍生品研究院
1719,2021-06-09,反弹了！消费税利空压顶，大佬现身茅台股东会，白酒还能再妖吗？,格隆汇
1720,2021-06-09,10位知名白酒股基金经理，最新持仓变化了吗？,养基司令
1721,2021-06-09,山西汾酒等20股遭北向资金减持超亿元 减持股份,第一财经
1722,2021-06-09,白酒板块回暖，舍得酒业一度跌停后拉升翻红，目前涨2%。山西汾酒、贵州茅台等,新浪
1723,2021-06-09,山西汾酒渠道疑云：董宝珍苏州调研汾酒专卖店 三家店有两家已转让,新浪
1724,2021-06-09,酒类股止跌反弹，海南椰岛涨停，皇台酒业等拉升走高,证券时报网
1725,2021-06-09,新集能源股价昨逆市飘红,大众证券报
1726,2021-06-09,白酒股罕见大跌！主力、北向资金大幅出逃，后市如何走？,21世纪经济报道
1727,2021-06-09,杏花染新雨 汾酒香千年,中国环境报
1728,2021-06-09,东亚早八点：PPI筑顶，向CPI传导受阻｜6月10日,新浪
1729,2021-06-09,2大传闻突然发酵，一片核心资产被带崩，风吹向哪？,Wind
1730,2021-06-09,老名酒复兴 这4大方法论很重要,佳酿网
1731,2021-06-09,白酒股暴跌 重仓基金净值受挫,金融投资报
1732,2021-06-09,行业观察：酱酒热带动整个白酒热这一轮与以往“热”,搜狐
1733,2021-06-08,白酒股罕见大跌主力、外资大幅出逃,第一财经
1734,2021-06-08,日常消费行业阿里线上月报：5月膳食营养补充剂／纯牛奶／饮料行业表现较好,新浪
1735,2021-06-08,牛人重仓｜267只基金锁定17.5%流通股，今天入选的这只股业绩够“牛”！,每日经济新闻
1736,2021-06-08,北向资金今日净卖出山西汾酒6.86亿元、泸州老窖3.64亿元,中金在线
1737,2021-06-08,北向资金今日净流入3.01亿元，抛售山西汾酒6.86亿元,第一财经
1738,2021-06-08,北向资金全天净买入3.01亿元山西汾酒遭净卖出6.86亿元,财联社
1739,2021-06-08,北上资金小幅净买入3.01亿元山西汾酒遭净卖出6.86亿元居首,格隆汇
1740,2021-06-08,北向资金今日小幅净买入3.01亿元，山西汾酒净卖出额创历史新高,Wind
1741,2021-06-08,白酒股暴跌 重仓基金反弹进程或暂停？,金融投资报
1742,2021-06-08,集体跳水，舍得酒业、酒鬼酒等12只白酒概念股跌停 连续下跌,新京报
1743,2021-06-08,川财研究大消费产业链核心数据跟踪日报,新浪
1744,2021-06-08,A股收盘综述：上证指数低收0.54%，酿酒股批量跌停、军工股异动,Wind
1745,2021-06-08,一线白酒股卖盘加剧，泸州老窖接近跌停，山西汾酒跌超8%,Wind
1746,2021-06-08,太突然！大赚388.84%，五年期冠军基金又变了,Wind
1747,2021-06-08,消费行业周报：白酒批价抬升 建议关注景气度持续提升的次高端酒,新浪
1748,2021-06-08,山西汾酒大跌 连续下跌,新浪
1749,2021-06-08,酒类股大幅下挫，水井坊舍得酒业逼近跌停，三大黄酒股集体走低 连续下跌,证券时报网
1750,2021-06-08,跨界出征：昔日水泥汉 转身酿汾酒,中国水泥网
1751,2021-06-08,食品饮料行业周报：高端白酒价格稳步趋好 关注高端配置节点,新浪
1752,2021-06-08,两市百元股数量达159只，科创板股票占38.36%,证券时报网
1753,2021-06-08,【食品饮料】山西汾酒—品牌底蕴深厚，能力持续升级,中银证券研究
1754,2021-06-08,中信建投：白酒行情扩散，三四线品种起飞,Wind
1755,2021-06-08,中信建投：白酒行情扩散，三四线品种起飞,证券时报网
1756,2021-06-07,刚刚，超级板块大反攻，8股股价创历史新高，北上资金还抢买这些概念股,搜狐
1757,2021-06-07,割肉的要哭了？超级板块大反攻，8股股价创历史新高,上游新闻
1758,2021-06-07,割肉的要哭了？超级板块大反攻，8股创历史新高！北上资金狂买，股民看傻眼,中国基金报
1759,2021-06-07,8只酿酒股集体创下历史新高，行业市值逼近浙江省GDP,证券时报网
1760,2021-06-07,食品行业周报：《推动四川白酒产业高质量发展的若干措施》审议通过,新浪
1761,2021-06-07,饮料板块周报：密切关注茅台股东大会 白酒板块持续催化,国海证券
1762,2021-06-07,二线白酒发力，山西汾酒股价一度突破500元大关，市值超泸州老窖洋河,第一财经
1763,2021-06-07,40只股股价创历史新高,证券时报网
1764,2021-06-07,北向资金净卖出额创近一个月新高，宁德时代遭大幅抛售超14亿元,Wind
1765,2021-06-07,17股今日获机构买入评级5股上涨空间超10%,证券时报网
1766,2021-06-07,山西区域股市周报：总市值涨1.12% 太化股份涨16.55%排第一,每日经济新闻
1767,2021-06-07,山西汾酒股价突破500元大关，市值位列白酒“老三”,酒业新闻网
1768,2021-06-07,恒大回应资金链问题！白酒股创新高、3银行接入鸿蒙,Wind
1769,2021-06-07,A股资金流向（6月7日）：芯片股获资金抢筹，新能源龙头遭抛售,Wind
1770,2021-06-07,A股收评：上证指数续涨0.21%，白酒、芯片板块领涨大市,证券之星
1771,2021-06-07,二线白酒成新风口，舍得酒业翻十倍，山西汾酒创历史新高,证券之星
1772,2021-06-07,老白干酒涨停封板！山西汾酒、酒鬼酒再创历史新高,资本邦
1773,2021-06-07,一数据解释二三线白酒股大涨原因 啤酒板块或迎两大利好（附股）,巨丰财经
1774,2021-06-07,【国信食饮】白酒板块6月投资策略：淡季不淡，看好次高端白酒全年行情,青力出品
1775,2021-06-07,A股收盘综述：上证指数收涨0.21%，白酒、半导体、软件板块活力十足,Wind
1776,2021-06-07,收评：白酒概念集体拉升 山西汾酒盘中站上500元大关创新高,中华网
1777,2021-06-07,山西汾酒股价突破500元大关 机构：白酒基本面依旧良好,第一财经
1778,2021-06-07,白酒“老三”易主，汾酒股价突破500元大关，市值超泸州老窖洋河,腾讯网
1779,2021-06-07,酒类股午后再度拉升，皇台酒业等涨停，山西汾酒突破500元大关,证券时报网
1780,2021-06-07,快讯：山西汾酒首次突破500元大关续创新高 成交额超22亿元,新浪
1781,2021-06-07,山西汾酒股价首次突破500元大关，续创新高,Wind
1782,2021-06-07,A股“买醉”清香型白酒山西汾酒股价再创新高,证券之星
1783,2021-06-07,从造水泥到酿白酒，汾酒掌舵人李秋喜的跨界征程,华夏时报
1784,2021-06-07,重磅利空，万亿白马跌600亿！医美集体崩了,Wind
1785,2021-06-07,茅台迎来2大利好，全球最大中国股票基金再出手,Wind
1786,2021-06-07,2大消息刺激，科技股崛起，业绩高增低估值股仅30只,Wind
1787,2021-06-07,啤酒股票龙头 啤酒股票龙头股有哪些？,至诚财经
1788,2021-06-07,中银国际：山西汾酒（600809.SH）品牌底蕴深厚，业绩有望持续超预期，维持“买入”评级,智通财经
