,2021-12-31,通策医疗股价半年腰斩 中泰证券国元证券8月份喊买入,中国经济网
724,2021-06-01,“生”生不息、休“养”生息……放开三胎下的A股受益赛道全梳理,21世纪经济报道
725,2021-06-01,医药与健康护理行业月报：国内疫情防控新阶段 跟进检测需求和疫苗接种情况,新浪
726,2021-06-01,八大券商主题策略：政策礼包奉上 A股的“儿童节”不一般！投资图谱全梳理,中金在线
727,2021-06-01,医药龙头普遍回暖走高，通策医疗大涨5%,Wind
728,2021-06-01,三胎“大礼包”来了，概念股上演涨停潮，机构建议关注七条主线丨牛熊眼,第一财经
729,2021-05-31,通策医疗：宝群实业解除质押726万股,每日经济新闻
730,2021-05-31,通策医疗(600763.SH)：控股股东解押726万股,格隆汇
731,2021-05-31,医药周报：骨修复材料市场增速近20% 人工材料为骨移植的新选择,新浪
732,2021-05-31,八大券商主题策略：医药板块兼具科技加消费属性！未来3-5年是国产疫苗的黄金时代,中金在线
733,2021-05-30,医药与健康护理行业周报：国内疫情防控新阶段 关注疫苗接种情况,新浪
734,2021-05-28,港股风向标 | 这只牙科股一周涨20%！里昂力挺舜宇，生物制药股活跃,金融界
735,2021-05-27,明星基金扎堆重仓股：大举增持+超跌滞涨股仅6只,Wind
736,2021-05-26,ST板块持续活跃 摘帽行情进入“表演季”,青岛财经日报
737,2021-05-25,医药板块大反攻：这些个股创出新高 行情还能持续吗？,上证报
738,2021-05-25,高薪可达8万一月，中国有多缺牙医？,21世纪经济报道
739,2021-05-24,为增店一年质押股权12次，速度始终起不来，“口腔第一股”通策医疗如何撑起千亿市值？,经济观察报
740,2021-05-24,隐形牙套龙头时代天使登陆港交所 下一个打新吃肉机会是它？,新浪
741,2021-05-22,医药与健康护理行业周报：新股上市浪潮 关注板块价值机会,新浪
742,2021-05-21,5月21日晚间重要行业研究汇总(附股),中金在线
743,2021-05-21,医药生物行业2020年及2021年一季度业绩综述：2020年营收增速有所下降 2021Q1业绩大幅回升,新浪
744,2021-05-21,和讯SGI公司|通策医疗SGI指数最新评分高达85分 有望成为国内牙科细分领域龙头股,和讯
745,2021-05-21,通策医疗：公司在江苏目前有两家口腔医院,Wind
746,2021-05-19,医药生物行业研究周报：建议以中期维度看医药行情,新浪
747,2021-05-19,通策医疗(600763.SH)：控股股东质押375万股,格隆汇
748,2021-05-19,通策医疗(600763.SH)控股股东宝群实业质押375万股,智通财经
749,2021-05-19,申港证券--从高景气二级行业出发选股：优化四维度连续景气综合打分系统找出最景气的申万二级行业【投资策略】,金融界股吧
750,2021-05-19,权益基金仍是发行主力，核心资产成公募主攻方向,Wind
751,2021-05-18,德伦医疗拟曲线上市 中国口腔医疗三度递表 谁是下一个“通策医疗”,北京商报
752,2021-05-18,一波“摘帽潮”来临，数据揭秘历史走势,Wind
753,2021-05-17,生物医药行业周报：第七次人口普查结果发布 利好辅助生殖及养老领域,新浪
754,2021-05-17,医药周报：业绩空窗期 建议重点关注高壁垒好赛道估值合理个股,新浪
755,2021-05-16,周末证券|白酒医药大金融要买先看“性价比”,金融投资报
756,2021-05-15,核心资产板块呈现分化走势 逢低关注白酒、医药、大金融,金融投资报
757,2021-05-14,通策医疗：宝群实业质押65万股，解除质押150万股,每日经济新闻
758,2021-05-14,通策医疗(600763.SH)：控股股东解押150万股及再质押65万股,格隆汇
759,2021-05-13,高毅资产最新持仓，冯柳邓晓峰买什么？散户抄“高毅概念股”或沦为接盘侠！,和讯
760,2021-05-13,医疗服务行业的2020：互联网+医疗已成趋势 专科医疗快速扩张,每日经济新闻
761,2021-05-12,医药行业2020年年报＆2021Q1季报小结及前瞻：业绩恢复强劲 高景气赛道表现亮眼,新浪
762,2021-05-11,“懂口腔”的松柏投资再落一子，未来3年要造一个“牙茅”？,时代财经
763,2021-05-11,60岁及以上人口突破2.6亿 A股养老、二胎概念股闻声而动,21世纪经济报道
764,2021-05-11,老龄化程度加深，复盘日本十倍股，潜力股名单来了,Wind
765,2021-05-11,【行情】二胎概念股盘中拉，通策医疗涨2.5%，伊利股份涨1.7%,金十数据
766,2021-05-11,2021年医药行业5月策略报告：短期波动不改长期趋势 仍重点推荐疫苗等,新浪
767,2021-05-10,平安证券--生物医药行业2020年报及2021一季度综述：医药行业业绩增速逐季上行，子行业持续分化【行业研究】,金融界股吧
768,2021-05-06,生物医药行业动态跟踪报告：医药行业业绩增速逐季上行 子行业持续分化,新浪
769,2021-05-06,医药行业2020年年报及2021年一季报总结：Q1业绩复苏回暖 看好CXO、疫苗、创新器械和服务等高景气板块,西南证券
770,2021-05-06,通策医疗(600763)：聚医能力卓尔不群 全国龙头蓄势待发,新浪
771,2021-05-06,私募操作路线图曝光：现身987股流通股名单,财富动力网
772,2021-04-30,通策医疗(600763.SH)：控股股东解押660万股及继续质押360万股,格隆汇
773,2021-04-30,通策医疗(600763.SH)控股股东宝群实业质押360万股及解押660万股,智通财经
774,2021-04-30,明星私募一季度调仓：冯柳现身25家公司持仓超300亿 高瓴礼仁新进安图生物、伊利,腾讯网
775,2021-04-30,科技和消费板块炙手可热 机构解码“擒牛术”,中证网
776,2021-04-28,张坤、谢治宇买爆，被嫌弃的银行股起风了？,腾讯网
777,2021-04-28,医疗健康行业：一季度医药板块配置环比增加 二季度主线有望进一步多元化,新浪
778,2021-04-28,注意！年初看空新能源和医药的私募大佬，最近翻多了,Wind
779,2021-04-28,连续3天20%涨停，这个板块疯涨，张磊、张坤重仓押宝,Wind
780,2021-04-28,解盘：百亿资金流入，钛白粉、白酒、医疗服务领涨,Wind
781,2021-04-28,【异动股】辅助生殖板块拉升，共同药业(300966-CN)涨20.0%,财华社
782,2021-04-27,A股上演“V”型反转，千亿巨头却闪崩跌停！特斯拉又出事了,Wind
783,2021-04-27,医药生物板块涨0.46% 未名医药和双鹭药业涨停,证券日报网
784,2021-04-27,八大券商主题策略：“药”不能停！业绩炸裂的一季报 只是开始不是结束,中金在线
785,2021-04-27,【异动股】辅助生殖板块拉升，共同药业(300966-CN)涨14.87%,财华社
786,2021-04-26,医药股全面爆发！多股获明星基金提前加仓,Wind
787,2021-04-26,八大券商主题策略：深度挖掘疫苗产业链机会 核心资产标的名单曝光,中金在线
788,2021-04-26,生物医药行业周报：医用同位素中长期发展规划发布 政策春风推动核医学提速,新浪
789,2021-04-26,5万变500万的大妈火了，持有哪些股票可以“躺赢”,Wind
790,2021-04-26,一季度多位明星基金经理加仓医药股,Wind
791,2021-04-25,什么信号？张坤、冯柳、邓晓峰……明星公、私募基金一季度大幅加仓医药！,智通财经
792,2021-04-25,【光大金工|基金报告】上市公司一季报渐次披露，从前十股东窥基金经理动向——基金市场周报（20210412-20210416）,EBQuant
793,2021-04-25,最新！顶流基金重仓股大洗牌，40张图表全披露,Wind
794,2021-04-25,冯柳、邓晓峰、葛卫东等明星私募调仓路径曝光,Wind
795,2021-04-24,张坤、谢治宇、刘格菘！顶流基金经理加仓这类股票,Wind
796,2021-04-23,“茅指数”大涨3800亿，外资大买，A股风格又变了,Wind
797,2021-04-23,八大券商主题策略：寻找医药变革中的长牛品种 持续推荐“六个方向”,中金在线
798,2021-04-23,基金换打法：降仓位、填洼地、抓龙头,Wind
799,2021-04-23,医疗白马全线走强，爱尔眼科涨幅扩大至10%,Wind
800,2021-04-21,9成盈利、54家业绩翻番：基金增持，医药股掀涨停潮,Wind
801,2021-04-21,张坤接班公募一哥 震荡市平抑业绩波动或是难题,红周刊
802,2021-04-21,董承非大减仓、刘格菘爱制造，赵诣增持天赐材料,Wind
803,2021-04-21,看好医药股明星基金一季度增持,金融投资报
804,2021-04-21,医疗器械受高毅三大明星基金经理共同追捧 冯柳现身安防龙头调研,红周刊
805,2021-04-20,冯柳现身安防龙头调研，医疗器械受高毅三大明星基金经理共同追捧,红周刊
806,2021-04-20,通策医疗今日大宗交易成交1.20万股，成交价321.04元溢价10.82%,Wind
807,2021-04-20,一季度多只医药股获明星基金增持,金融投资报
808,2021-04-20,药企晒一季度成绩单，有4家营收增长超50%！,制药网
809,2021-04-20,增量资金集结造势，谁是基金新宠,Wind
810,2021-04-19,不抱团遭惨烈赎回、追高加码重仓股 中欧基金险招频出,新浪
811,2021-04-19,张坤持仓更均衡！易方达知名基金经理重仓股曝光,Wind
812,2021-04-19,易方达张坤：一季度增持计算机、医药，持仓结构趋于均衡,Wind
813,2021-04-19,凌晨，张坤最新持仓曝光！基金规模超1300亿,Wind
814,2021-04-19,在管规模突破1300亿，张坤一季度大幅加仓医药、银行,Wind
815,2021-04-18,大曝光！社保基金、百亿私募最新调仓换股名单,Wind
816,2021-04-16,明星基金经理一季度调仓 加仓高端制造板块,深圳商报
817,2021-04-16,万和证券--通策医疗:疫情影响消除，业绩恢复强劲增长【公司研究】,金融界股吧
818,2021-04-16,明星基金经理一季度调仓 加仓高端制造板块,发现网
819,2021-04-16,股权转让延迟17个月才披露结果 收监管关注的通策医疗有何苦衷？ 资产异常,华夏时报
820,2021-04-16,生育概念股火了 “茅股”仍未止跌,财富动力网
821,2021-04-15,通策医疗受监管关注 解决潜在同业竞争的承诺延期且未及时披露 其他违规处罚,中国经济网
822,2021-04-15,中国银河--通策医疗：疫情影响消散，通策模式快速发展【公司研究】,金融界股吧
823,2021-04-15,通策医疗及股东信披违规 董事长吕建明等遭监管关注 其他违规处罚,发现网
824,2021-04-14,杀茅上演连续剧！慌了？看看张坤、刘格菘、赵诣等大佬调仓新动作,格隆汇
825,2021-04-14,东吴证券--通策医疗2020年年报&2021Q1季报点评：疫情后业绩恢复迅速，儿科业务持续快速增长【公司研究】,金融界股吧
826,2021-04-14,明星公私募一季度调仓：朱少醒大笔增持飞亚达 袁芳减持春风动力 减持股份,新浪
827,2021-04-14,5亿利润撬动900亿市值，通策医疗是否被高估？,中华网
828,2021-04-14,东方财富证券--通策医疗年报点评：形成多个“区域总院+分院”区域医院集群【公司研究】,金融界股吧
829,2021-04-14,平安证券--通策医疗：公司经营恢复，高附加值项目实现快速增长【公司研究】,金融界股吧
830,2021-04-14,顶流基金经理持仓动态来了,中金在线
831,2021-04-14,明星基金经理“新宠”名单曝光，释放两大投资信号,Wind
832,2021-04-13,暴跌中的一股清流！“牙茅”已反弹35％，利润暴涨10倍葛兰加持900万股,金融界
833,2021-04-13,“喝酒吃药”行情再度上演分化乍现？张坤、葛兰如何调仓,证券之星
834,2021-04-13,“茅指数”回暖，葛兰、张坤等对“抱团股”态度存分歧,红周刊
835,2021-04-13,西南证券：通策医疗（600763.SH）儿科正畸科室成为增长亮点，维持“买入”评级,智通财经
836,2021-04-13,目前，该公司已经在武汉、西安、重庆、成都等投资新建大型口腔医院，后续可以围绕这个区域分散开分院。,财华社
837,2021-04-13,明星基金最新持仓：睿远成长价值青睐两股 振芯科技获去年基金冠军增持,金融投资报
838,2021-04-13,北向资金又来了！张坤减仓的水井坊，现已反弹46%,Wind
839,2021-04-13,A股午盘综述：上证指数微跌，创业板指涨2%,Wind
840,2021-04-13,A股异动|通策医疗(600763.SH)大涨逾8%获机构持续唱好,格隆汇
841,2021-04-13,通策医疗涨6%，爱尔眼科涨3.5%，医疗龙头全线上攻,资本邦
842,2021-04-13,机构抱团股回暖，Wind茅指数升1.6%,Wind
843,2021-04-13,国元证券--通策医疗：不惧疫情强势复苏，全年业绩稳中有进【公司研究】,金融界股吧
844,2021-04-13,78股获券商买入评级 长盈精密目标涨幅达87.34%,Wind
845,2021-04-13,“牙茅”通策医疗季报扭亏股价仍遭杀跌！董事长回应扩张速度称“完全不慢”，基金经理买卖动作已现分歧,华夏时报
846,2021-04-12,明星基金经理一季度持仓曝光：张坤减持通策医疗 减持股份,每日经济新闻
847,2021-04-12,一季报大幕拉开 最新明星基金持仓来了,金融投资报
848,2021-04-12,华金证券维持通策医疗买入评级：业绩符合预期，2021口腔龙头再起航,每日经济新闻
849,2021-04-12,华金证券：通策医疗（600763.SH）业绩符合预期，维持“买入-A”评级,智通财经
850,2021-04-12,通策医疗(600763)：业绩符合预期 宁波市场发展顺利,新浪
851,2021-04-12,业绩增速下滑、明星基金经理减持，“牙茅”通策医疗大跌超7%！ 盈利能力下降,环球老虎财经
852,2021-04-12,通策医疗(600763)：年报符合预期 Q1加速恢复,新浪
853,2021-04-12,一季报预喜，股价却跌停了！背后有玄机,Wind
