,2021-12-31,光伏风电储能：华创证券坚定看好新能源“三剑客”,智通财经
1118,2020-06-16,国网247亿投资方案落地，互联网巨头入局电力新基建,新浪
1119,2020-06-16,"输配电及控制:国网发布数字新基建方向,能源互联网加速落地",国金证券
1120,2020-06-16,"大摩：升恒指目标至23,300点 吁“增持”中国市场 荐15只焦点股",格隆汇
1121,2020-06-16,【风口内参】今年业绩有望暴增10余倍！冠军基金经理盯上这家半导体设备新星公司,云掌财经
1122,2020-06-16,重金斥资近250亿元！国网公司牵手四大科技巨头发力数字新基建,格隆汇
1123,2020-06-16,国网公司发布数字新基建投资计划，料推动概念股,道琼斯
1124,2020-06-16,国网公司将发力“数字新基建” 今年投资规模近250亿元,上证报
1125,2020-06-16,国家电网247亿联合阿里、华为、腾讯、百度展开能源数字建设,国际电力网
1126,2020-06-16,中金：数字新基建在国家电网投资中有较大提升空间,格隆汇
1127,2020-06-16,电新｜数字新基建领航电网发展,中信证券研究
1128,2020-06-16,国网信通(600131)公司点评：数字新基建拉动千亿投资 能源互联网建设加快,新浪
1129,2020-06-15,牵手BAT和华为，投资规模近250亿元！国网公司要搞大动作,中国财富网
1130,2020-06-15,国电南瑞(600406)跟踪报告：投资与特高压建设共振 估值修复在望,新浪
1131,2020-06-14,【国金电新周观点】光伏需求预期持续好转，工控、电车数据保持强势,新兴产业观察者
1132,2020-06-14,财闻点金：北京98家机构可做核酸检测 每日检测能力超9万,巨丰财经
1133,2020-06-14,【华泰电新黄斌团队】周观点：新能源车配置价值凸显，光伏电池片环节盈利有望修复,华泰电新价值研究
1134,2020-06-14,【国盛电新|周报】5月新能源车销量继续回升，光伏组件出口环比上升9%,电新硬核研究
1135,2020-06-12,运达科技收购关联资产的盘算,证券市场周刊
1136,2020-06-12,中信建投智信物联网灵活配置混合A基金最新净值涨幅达2.66％,金融界
1137,2020-06-11,电气设备行业加强电网投资管理政策点评,国信证券
1138,2020-06-11,北向资金高比例持有股票名单,中财网
1139,2020-06-09,电力设备与新能源行业周观点：新能源汽车政策不断 风光消纳责任权重确定,新浪
1140,2020-06-08,晨会聚焦200608重点关注风电专题、电子行业、通信行业、商贸零售行业、半导体专题、IDC行业、紫光股份,国信研究
1141,2020-06-08,电气设备新能源行业周报：欧州电动车政策持续超预期 国内锂电中游排产逐步恢复,新浪
1142,2020-06-07,【华泰电新黄斌团队】周观点：欧洲加速电动化进程，光伏市场需求逐步回暖,华泰电新价值研究
1143,2020-06-07,【国金电新周观点】新能源平价时代保障机制初探，国网再次明确战略目标，德国电动车激励政策再加码,新兴产业观察者
1144,2020-06-07,【华创电新｜周观点】光伏投资有望加速，“双积分”政策保障新能源汽车长期发展,华创电新研究
1145,2020-06-07,【华创电新｜周观点】新能源汽车6月销量环比快速增长，光伏需求持续回暖,华创电新研究
1146,2020-06-07,【华创电新｜周观点】光伏高景气周期开启，新能源车产销加速,华创电新研究
1147,2020-06-05,晨会聚焦200605重点关注改性塑料行业、科技商业模式、建筑行业、化工行业、政策点评,国信研究
1148,2020-06-04,晨会聚焦200604重点关注东方电缆,国信研究
1149,2020-06-03,中信建投：建议投资者关注优质电池材料、动力电池及整车供应商,证券时报网
1150,2020-06-02,【行业动态】电新 2020.5丨欧洲电动车政策加码，大众战略入股国轩高科,中国银河证券研究
1151,2020-06-01,电气设备行业周报：车企政策共推进 欧洲电动化再加速,新浪
1152,2020-06-01,电气设备新能源行业周报：欧州电动车政策超预期 光伏扩产标准趋严,新浪
1153,2020-06-01,【早间资讯】2020-06-01,微信
1154,2020-06-01,兴业证券6月策略：立足持久战,金融界
1155,2020-06-01,电气设备行业周报：大众入股国轩提振国内供应商需求 光伏需求持续加速回暖,新浪
1156,2020-06-01,国网公布充换电设备中标候选人 今年成建设大年（附股）,证券时报网
1157,2020-05-31,【华泰电新黄斌团队】周观点：大众收购国轩股权落地，光伏规范条件推动行业提质增效,华泰电新价值研究
1158,2020-05-29,国网公司公布充换电设备中标候选人,上证报
1159,2020-05-29,晨会聚焦200529重点关注在线视频、电力设备新能源、头盔产业链、银行行业、顺络电子,国信研究
1160,2020-05-28,晨会聚焦200528重点关注金山软件、滔搏,国信研究
1161,2020-05-27,【国盛电新|周报】电池片技术升级有望加速，大众拟入股江淮和国轩,电新硬核研究
1162,2020-05-27,晨会聚焦200527重点关注免税行业、创新器械盘点、电子行业,国信研究
1163,2020-05-26,晨会聚焦200526重点关注房地产、美团点评、顺网科技、捷顺科技,国信研究
1164,2020-05-26,关联交易引发争议 运达科技交易双方详解重组逻辑,中证报
1165,2020-05-25,A股明日风口：上海印发促进中医药传承创新发展实施意见,新浪
1166,2020-05-25,电力设备及新能源行业周报：欧洲计划电动车政策 消纳扩容利好长期装机,新浪
1167,2020-05-25,【国盛电新|周报】德国新能源车政策再加码，各省可再生能源消纳责任权重下发,电新硬核研究
1168,2020-05-25,一文了解2020年中国泛在电力物联网行业市场竞争格局分析 国电南瑞是龙头【组图】,前瞻研究院
1169,2020-05-25,晨会聚焦200525重点关注阿里巴巴,国信研究
1170,2020-05-25,电气设备行业周报：欧盟计划出台新能源车扶持政策 国内新能源消纳空间出台,新浪
1171,2020-05-25,箭已在弦！210户国企试点、打造混改升级版,Wind
1172,2020-05-24,中报连亏8年，热点不再护体，国电南自直奔原形 亏损,腾讯网
1173,2020-05-24,【国金电新周观点】光伏新增消纳空间超预期，4月电网投资如期转正，欧盟电车刺激政策方向意义重大,新兴产业观察者
1174,2020-05-22,运达科技拟现金+股份并购运达电气 完善牵引供电设备产业链布局,e公司
1175,2020-05-22,国电南瑞现2笔大宗交易 共成交949.12万元,新浪
1176,2020-05-22,国电南瑞今日大宗交易成交49.77万股，成交价19.07元溢价1.76%,Wind
1177,2020-05-22,再提新基建！两会明确加强新型基础设施建设，激发新消费需求,证券时报网
1178,2020-05-22,晨会聚焦200522重点关注天能重工,国信研究
1179,2020-05-21,【银华基金】交易日报 2020-05-21,新浪
1180,2020-05-21,解密主力资金出逃股 连续5日净流出558股,证券时报网
1181,2020-05-20,解密主力资金出逃股 连续5日净流出545股,证券时报网
1182,2020-05-20,电气设备行业：国网发力新基建 三领域景气度提升明显,广发证券
1183,2020-05-20,电气设备行业资金流出榜：7股净流出资金超5000万元,证券时报网
1184,2020-05-20,2020-5-20 NESC复盘笔记：创业板指跌1.21% 高位股集体回调,复盘笔记
1185,2020-05-19,电力物联网有利于促进新能源消纳 产业升级在即,科创板日报
1186,2020-05-19,晨会聚焦200519重点关注化妆品行业、宝胜国际,国信研究
1187,2020-05-18,特斯拉将在华新建4000个超充桩 业内:充电桩市场空间在千亿元级别,中证报
1188,2020-05-17,【国金电新周观点】光伏组件新品迭代加快，充电桩建设望提速，铁锂特斯拉上目录,新兴产业观察者
1189,2020-05-15,山大地纬转战科创板，省内收入占总营收近8成,格隆汇
1190,2020-05-15,巨·个股|特高压板块热度不减！利好频传 龙头个股有望强者恒强（附股）,巨丰财经
1191,2020-05-15,晨会聚焦200515重点关注社会服务行业、亿联网络、华工科技,国信研究
1192,2020-05-15,充电桩领域有望引领市场风口 18只双增长股值得关注,证券日报
1193,2020-05-15,【财经早餐】中国人民银行、银保监会、证监会、外汇局近日发布《关于金融支持粤港澳大湾区建设的意见》,华龙掘金
1194,2020-05-14,重点特高压项目有望加速推进 更多项目正在酝酿,e公司
1195,2020-05-14,特斯拉将在华新建4000个超充桩，这些个股躁起来！千亿市场将打开,中证报
1196,2020-05-14,新能源行业持续回暖 充电设施提速在即,证券导报
1197,2020-05-14,特高压系列之设备龙头——国电南瑞的投资价值,腾讯网
1198,2020-05-14,晨会聚焦200514重点关注腾讯控股、基础化工、创新药盘点、教育,国信研究
1199,2020-05-14,光大证券：新经济背景下充电桩将改善盈利模式实现数字化转型,金融界
1200,2020-05-13,上海装备公司研制的国内首台220千伏液压移动变电车出口埃及,国际电力网
1201,2020-05-13,特高压走强，保变电气涨停，机构：业绩确定性高,证券时报网
1202,2020-05-13,晨会聚焦200512重点关注宋城演艺、机械行业,国信研究
1203,2020-05-12,【申港电新|深度】内需引领行业继续前行——电新行业年报及一季报点评,新能源深度研究
1204,2020-05-12,云涌科技过会：今年科创板过会第30家 浙商证券过2单,中国经济网
1205,2020-05-11,【投行参要】每日审核要点及市场动态 | 2020.05.11,兴业证券订阅号
1206,2020-05-11,5月11日券商晨会研报汇编,证券日报
1207,2020-05-10,【国金电新周观点】硅片继续降价助推光伏降本，工控复苏持续超预期，燃料电池奖励政策征求意见,新兴产业观察者
1208,2020-05-09,派瑞股份深交所云敲钟，“西安军团”迎来2020首个IPO企业,投资界
1209,2020-05-08,元力控股(01933.HK)预计年度由盈转亏5000万至7000万元 预亏,格隆汇
1210,2020-05-08,云涌科技转战科创板：客户集中度较高 主营产品毛利率下滑 盈利能力下降,投资时报
1211,2020-05-08,2019年规模达12亿 2023年将突破50亿 电力巡检机器人玩家目前有哪些？,机器人网
1212,2020-05-08,晨会聚焦200508重点关注中国国旅、通信、申万宏源,国信研究
1213,2020-05-08,124股获券商买入评级，鹏辉能源目标涨幅达147.49%,Wind
1214,2020-05-07,二次设备、电网信息化双龙头，受益电网投资回暖 ——国电南瑞（600406）首次覆盖报告,新能源与高端装备研究
1215,2020-05-07,派瑞股份今日“云敲钟”登陆创业板,证券日报
1216,2020-05-07,国电南瑞：业绩符合预期，信通业务有望保持快速增长,电新产业研究
1217,2020-05-07,加码新基建！上海拟新建10万个智能充电桩，产业链个股或受关注,证券时报网
1218,2020-05-07,2020年中国特高压行业市场现状及发展前景分析 全年整体规模将近5000亿元,前瞻研究院
1219,2020-05-07,【东吴电新】工控&电力设备三季报总结：Q3加速增长，工控大超预期,新兴产业汇
1220,2020-05-07,派瑞股份：电力半导体龙头，业绩持续稳定增长,金融界
1221,2020-05-07,派瑞股份：国内电力半导体行业领军企业,红周刊
1222,2020-05-06,业绩超预期股票名单来了 最强股频频创出历史新高,金融界
1223,2020-05-06,特高压：新基建重点方向 迎千亿投资高峰,前瞻研究院
1224,2020-05-06,安信证券：电力设备新能源行业业绩亮眼 疫情之下底部已现,金融界
1225,2020-05-06,充电桩：将迎爆发式增长,金融投资报
1226,2020-05-05,【华泰电新黄斌团队】周观点：特斯拉一季报表现亮眼，光伏电池片价格止跌反弹,华泰电新价值研究
1227,2020-05-01,上调评级至买入策略选股（5月1日）,Wind
1228,2020-04-30,【华泰电新黄斌团队】国电南瑞：在手订单充裕，逆周期调节再助力,华泰电新价值研究
1229,2020-04-30,【国盛电新|年报点评】国电南瑞：紧握“新基建”契机，业绩稳健提升,电新硬核研究
1230,2020-04-30,国电南瑞（600406）：龙头优势显著，多业务持续向好,CITICS电新
1231,2020-04-30,晨会聚焦200430重点关注永辉超市、华熙生物、凯撒旅业、凯利泰、汉钟精机、长电科技、广州酒家、美吉姆、新华保险、迈瑞医疗,国信研究
