,2021-12-30,研发 | KRAS G12C抑制剂研发激烈，安进已拔得头筹，诺华、贝达药业、再鼎医药等陆续跟进,CPhI制药在线
1485,2018-10-09,贝达药业龙虎榜数据（10月9日）,Wind
1486,2018-10-08,跌停板解密：股指回落，三大板块个股纷纷下挫！（10月8日）,Wind
1487,2018-10-08,贝达药业明星药陷专利纠纷 团队分崩离析,新京报
1488,2018-10-07,医疗保健：医药行业三季报业绩前瞻,长江证券
1489,2018-09-28,9月28日有56家公司获重要股东增减持 红豆股份已被连续增持108次 减持股份,Wind
1490,2018-09-28,【国信医药】创新药盘点系列报告录音回顾（九）EGFR靶向药：小分子单抗各显神通，重磅吡咯替尼来袭,GuosenHealthcare
1491,2018-09-24,看好IO大市场，CSCO数据大比拼【周观点|长江医药0924】,长江医药小组
1492,2018-09-21,药品带量采购政策利好龙头企业,中证网
1493,2018-09-16,机构调研瞄准蓝筹价值标的 6只个股被机构联袂推荐,证券日报
1494,2018-09-13,贝达药业午后异动重挫5.1%报37.20元 成交6687万元,腾讯网
1495,2018-09-13,百亿私募调研猛增两倍，科技消费受关注,中证报
1496,2018-09-11,巨丰热点前瞻：市场弱势行情下关注结构性机会,巨丰财经
1497,2018-09-09,豪森提交港股上市申请，又一龙头标的即将诞生【周观点|长江医药0909】,长江医药小组
1498,2018-09-06,医疗保健：短期事件拖累表现 荐3股,广发证券
1499,2018-09-03,贝达药业股份有限公司等企业18个药品主动降价,医药网
1500,2018-08-30,新药研发平台+创新药企孵化，「加科思」获5500万美元C轮融资,36氪
1501,2018-08-28,[增持评级]贝达药业(300558)半年报点评：业绩复合预期 研发即将步入收获期,中财网
1502,2018-08-28,"贝达药业:凯美纳销量增长明显,费用增加拖累业绩",西南证券
1503,2018-08-27,"贝达药业:公司业绩符合预期,研发持续投入外延突破",国金证券
1504,2018-08-26,贝达药业：积极配合推动抗癌药加快降价,e公司
1505,2018-08-26,[买入评级]贝达药业(300558)中报点评：埃克替尼以量补价效果初显 研发顺利推进,中财网
1506,2018-08-24,A股共发生43宗大宗交易成交7.78亿元（8月24日）,Wind
1507,2018-08-24,贝达药业今日大宗交易成交20万股，成交价42.45元折价0.0%,Wind资讯
1508,2018-08-24,[增持评级]贝达药业(300558)半年报点评：降价冲击逐渐减弱 期待新产品贡献新业绩增量,中财网
1509,2018-08-24,[买入评级]贝达药业(300558)中报点评：业绩符合预期 高研发投入持续推进 静待利润新品种上市,中财网
1510,2018-08-24,[推荐评级]贝达药业(300558)半年报点评：凯美纳继续放量 降价影响逐渐减弱 研发投入持续增加,中财网
1511,2018-08-24,[中性评级]贝达药业(300558)中报点评：2018年1H业绩低于预期 期待下半年ALK靶向新药进展,中财网
1512,2018-08-23,贝达药业：上半年净利润同比下滑51.36% 盈利能力下降,中证网
1513,2018-08-22,董秘解码：思特奇表示在云和大数据开发上已颇有成就,巨丰财经
1514,2018-08-22,巨丰热点：全国首个全民基因组测序项目启动 基因测序概念活跃,巨丰财经
1515,2018-08-22,药企争赴港股难解盈利困境,新浪
1516,2018-08-21,主打产品连遭降价市值蒸发四成 贝达药业多位股东集中减持 连续下跌,投资时报
1517,2018-08-21,[优于大市评级]医药与健康护理行业深度报告：震荡格局下 如何看待医药板块未来,中财网
1518,2018-08-17,[快讯]贝达药业发布质押公告 涉及股份4315万股,中财网
1519,2018-08-17,医药板块午后仍无起色，美年健康、康泰生物双双跌停,Wind
1520,2018-08-17,医药板块毫无起色，康泰生物跌超9%,Wind
1521,2018-08-13,抗癌药医保品种加速放量！阿帕替尼大增77%,医药经济报
1522,2018-08-10,[推荐评级]医药生物行业深度报告：抗PD-1单抗：免疫疗法新星 国内发展元年开启,中财网
1523,2018-08-01,[买入评级]小分子靶向药物(医药生物行业)：医保谈判催化 竞争格局生变,中财网
1524,2018-07-31,贝达药业：3项目进入Ⅲ期临床研究 肺癌抑制剂年底提交上市申请,中证网
1525,2018-07-31,广东大范围下调抗癌药价格 上市药企迎“以价换量”机会,证券时报
1526,2018-07-26,贝达药业调整凯美纳各省挂网价格 每盒降价54元,医药网
1527,2018-07-26,贝达药业下调抗肿瘤药品价格,北京商报
1528,2018-07-25,贝达埃克替尼降价 4%，长春长生 15 人被拘留,和讯
1529,2018-07-25,贝达药业：抗癌 1 类新药“埃克替尼”降价 原每盒降53.95,中国网
1530,2018-07-25,早间公告：贝达药业下调抗癌药埃克替尼片价格,e公司
1531,2018-07-25,贝达药业：调整抗癌1类新药埃克替尼各省挂网价格,中证网
1532,2018-07-24,多省下调抗癌药价格 最高降幅或达50%,新京报
1533,2018-07-23,医药行业周报：医药短暂调整 后市有望再度走强,中财网
1534,2018-07-22,贝达药业：3个新药项目进入Ⅲ期临床研究,中证网
1535,2018-07-20,医药生物行业日报：武汉启动进口抗癌药议价谈判,中财网
1536,2018-07-19,早间公告：宁德时代与广汽拟成立合资公司,Wind
1537,2018-07-17,贝达产品单一瓶颈待破,北京商报
1538,2018-07-16,肿瘤创新药系列报告之一：乳腺癌：靶向治疗的“加减法”,中财网
1539,2018-07-15,[买入评级]贝达药业(300558)：创新标准高&学术推广强 重磅新品种即将进入收获期,中财网
1540,2018-07-13,[强于大市评级]医药行业2018中报前瞻：行业景气度底部回升 结构性行情有望延续,中财网
1541,2018-07-12,贝达药业再聘副总裁 能否挽救业绩颓势？,医药网
1542,2018-07-12,[推荐评级]医药国家药品监督管理局发布《接受药品境外临床试验数据的技术指导原则》点评：接受境外实验数据细则公布 新药上市“时差”有望显著缩短,中财网
1543,2018-07-11,7月11日有51家公司获重要股东增减持 深圳惠程已被连续增持51次,Wind
1544,2018-07-10,贝达药业股东减持117.70万股,中证网
1545,2018-07-10,[增持评级]医药生物行业周报：市场或迎来中级反弹 防御为先医药为上,中财网
1546,2018-07-09,贝达药业大涨5.01%，报56.76元,腾讯网
1547,2018-07-08,鸟瞰中国抗肿瘤药“江湖”：上市药企业密集布局 大批新药待上市,每日经济新闻
1548,2018-07-06,[强于大市评级]一名普通医药分析师《药神》观影启示录(医药生物行业)：格列卫引发的对立与救赎,中财网
1549,2018-07-06,贝达药业跌2.53%，创近4个月新低，报52.00元,腾讯网
1550,2018-07-05,贝达药业大跌5.06%，报53.51元,腾讯网
1551,2018-07-04,[优于大市评级]医药与健康护理行业月报：弱市之下 寻找中报确定性,中财网
1552,2018-07-03,[推荐评级]医药行业周报：长期配置核心资产 短期关注高增速个股的估值切换,中财网
1553,2018-07-01,医药行业2018 年半年报业绩前瞻【周观点|长江医药0701】,长江医药小组
1554,2018-06-29,贝达药业大涨5.86%，报55.28元,腾讯网
1555,2018-06-29,[推荐评级]创新药产业深度报告暨2018年中期投资策略：医药创新的收获期逐渐来临,中财网
1556,2018-06-29,贝达药业大涨5.32%，报55.00元,腾讯网
1557,2018-06-27,贝达药业跌1.37%，创近3个月新低,腾讯网
1558,2018-06-22,"2018年生物医药行业半年度策略报告:行业触底回升,紧握医药产业升级结构性机会",平安证券
1559,2018-06-21,[推荐评级]医药行业周报：长期逻辑稳定 优质标的受益集中度提升,中财网
1560,2018-06-15,贝达药业：正推进MRX-2843申报国内临床试验的准备工作,中证网
1561,2018-06-15,贝达药业：埃克替尼医保放量 立足中国创新全球,国金证券
1562,2018-06-14,医药行业日报：中国首个本土原研抗丙肝创新药获批上市,中财网
1563,2018-06-13,6月13日午间公告:贝达药业抗肿瘤新药BPI-16350胶囊获批临床试验,中证网
1564,2018-06-13,午间公告：新华都7.72亿元增资子公司，神州高铁股东拟减持,Wind
1565,2018-06-12,[推荐评级]医药行业周报：谈龙头的持续上涨与二线品种的机会,中财网
1566,2018-06-12,看好中国｜健康中国——短期进入震荡期,巨丰财经
1567,2018-06-12,"医药生物行业周报:板块进入震荡期,关注二季度业绩持续性",光大证券
1568,2018-06-11,贝达药业：股东拟减持不超1.72%股份,e公司
1569,2018-06-11,贝达药业：股东BETA拟减持不超过690万股公司股票,中证网
1570,2018-06-11,晚间重要公告2018年6月11日星期一,--
1571,2018-06-11,多家公司发布减持公告：新元科技等拟遭抛售,Wind
1572,2018-06-08,48家医药企业股东减持股份数2.18亿股 金额为54.75亿元,化工网
1573,2018-06-08,48家医药企业股东减持金额超50亿元,制药网
1574,2018-06-08,北京亦庄打造生物医药腾飞的加速跑道,北京商报
1575,2018-06-04,[推荐评级]医药行业周报：市场震荡调整 看好优质标的可持续成长性,中财网
1576,2018-06-03,贝达药业：将获X-82眼科适应症海外权益,中国基金报
1577,2018-05-31,5月31日有58家公司获重要股东增减持 中来股份已被连续减持48次,Wind
1578,2018-05-31,[看好评级]2017版医保目录落地情况跟踪系列报告二：新版医保目录受益品种持续放量,中财网
1579,2018-05-31,贝达药业：迎创新红利蓄势起航,财通证券
1580,2018-05-31,[增持评级]医药板块未来投资趋势探讨(医药与健康护理行业)：浪潮之巅,中财网
1581,2018-05-29,"医药生物行业:关注创新、优质仿制药,布局医药商业",华安证券
1582,2018-05-25,[推荐评级]医药生物行业深度研究：成长小白马 细分新龙头-医药次新股潜力标的全景图,中财网
1583,2018-05-25,平安证券晨会纪要-180525,平安证券
1584,2018-05-24,[强于大市评级]生物医药行业快评：药品注册审评审批进一步优化,中财网
1585,2018-05-22,医药生物行业:中长期持续看好板块,华安证券
1586,2018-05-21,ASCO2018：中国创新走向世界,顶尖财经网
1587,2018-05-19,埃克替尼独木难支 贝达药业进入“成长阵痛期”,中国经营报
1588,2018-05-16,大参考：治疗肺癌新药通过优先审批程序 相关个股受关注,巨丰财经
1589,2018-05-16,巨丰热点前瞻：市场阶段性反弹望持续 关注结构性机会,巨丰财经
1590,2018-05-15,正大天晴安罗替尼获批 肺癌靶向药市场谁是强者？,医药经济报
1591,2018-05-15,"医药生物行业17年报18年一季报总结:增速回升,内部分化,关注创新、优质仿制药、连锁药店、医药商业",华安证券
1592,2018-05-14,[推荐评级]医药行业周报：医药长线成长性不变 关注细分领域政策利好,中财网
1593,2018-05-14,[领先大市-A评级]医药行业每周观点：不惧短期调整 关注OTC提价及估值成长合理的二线品种,中财网
1594,2018-05-11,[强于大市评级]医药生物2017年年报和2018年一季报总结：医药生物行业盈利能力稳步提升 重点推荐创新药、高端医疗器械、大健康消费和疫苗,中财网
1595,2018-05-10,产业资本态度转变 六股受到净增持值得重点关注,证券日报
1596,2018-05-09,[增持评级]生物医药行业研究：《关于抗癌药品增值税政策的通知》出台 国内抗癌药研发生产企业有望受益,中财网
1597,2018-05-08,[增持评级]医药与健康护理行业月报：积极拥抱医药 业绩、估值与政策叠加共振,中财网
1598,2018-05-08,“独角兽”药明康德今日上市 这几只股有望率先受益,金融界
1599,2018-05-07,医药健康行业周报：减税春风再来袭 肿瘤药企迎喜讯,中财网
1600,2018-05-07,[增持评级]医药生物行业周报：行业分化、集中度提升明显 紧握高景气龙头,中财网
1601,2018-05-07,社保和公募纷纷扎堆医药板块 六股有望率先发力,证券时报
1602,2018-05-04,5月4日早间行业关注,中证网
1603,2018-05-03,数据王：医药行业业绩喜人15只个股创出历史新高,巨丰财经
1604,2018-05-03,创新研发是医药行业主旋律 13家药企研发投入额同比翻倍,21世纪经济报道
1605,2018-05-02,医疗保健行业热点速评：互联网医疗+肿瘤降税 政策频出利好医药板块,中财网
1606,2018-05-02,落到实处的鼓励政策驱动创新研发型企业快速成长,顶尖财经网
1607,2018-05-02,5月2日午间行业热点聚焦,中证网
1608,2018-04-28,贝达药业首次业绩下降 单一产品打天下难破局,投资者报
1609,2018-04-25,进口药能否抢占国产药地盘,北青网
1610,2018-04-25,贝达药业：一季度净利润同比减43.36%,Wind
1611,2018-04-23,贝达药业首次业绩下降 单一产品打天下难破局,投资者报
1612,2018-04-21,89亿！这18家创新药公司研发投入“下重注”，资深私募有两点建议,e公司
1613,2018-04-20,贝达药业上市第2年业绩变脸:产品单一 开发支出激增,证券市场周刊
1614,2018-04-20,51家上市药企研发费用过亿元 14家研发费用占营收比超10%,证券日报
1615,2018-04-17,[看好评级]医药生物行业2018年一季报业绩前瞻：稳健增长 分化明显 重点关注优质成长与稳健价值,中财网
1616,2018-04-15,[买入评级]贝达药业(300558)：临床推进顺利 股权激励释放新动力,中财网
1617,2018-04-15,[买入评级]贝达药业(300558)年报点评：2017年收入符合预期 期待新药上市,中财网
1618,2018-04-14,创新药发展受到政策支持 四股迎来大好上车良机,证券之星
1619,2018-04-13,[路演]贝达药业：埃克替尼不良反应发生率低于对照进口药,全景网
1620,2018-04-13,[推荐评级]贝达药业(300558)年报点评：业绩符合预期 2018Q1凯美纳降价影响逐步消除 研发加速推进,中财网
1621,2018-04-13,国常会关注医药领域知识产权 六股绝佳布局良机,证券之星
1622,2018-04-12,4月12日有12家公司获重要股东增减持 *ST云网已被连续增持20次,Wind
1623,2018-04-12,[买入评级]贝达药业(300558)年报点评：埃克替尼恢复增长 激励高价落地 期待新药不断兑现,中财网
1624,2018-04-12,他们，为中国制造插上科学翅膀,浙江在线
1625,2018-04-11,[强于大市评级]医药生物行业专题研究：从样本医院数据看药品结构调整：36个谈判品种2017Q4放量增长 刚需药品龙头增速稳健,中财网
1626,2018-04-11,贝达药业2017年业绩双降,北京商报
1627,2018-04-10,贝达药业：预计一季度净利润同比下降40%-45%,Wind
1628,2018-04-09,贝达药业：2017年净利润同比减30.12%,Wind
1629,2018-04-05,年报透露医药股的三大投资机会,中财网
1630,2018-04-03,[强于大市评级]医药生物行业投资策略：从工业数据窥见医药行业配置意义与投资价值,中财网
1631,2018-03-31,【创新药企业IPO系列专题之二】剖析投资机构最关注问题：创新药估值溢价与机构需做如何调整？,广证恒生新三板研究极客
1632,2018-03-29,创新药研发黄金收获期将至 六股将迎来腾飞良机,证券之星
1633,2018-03-27,[推荐评级]医药行业周报：三把“火”有望催化医药“大年”,中财网
1634,2018-03-26,申万宏源：2018医药生物行业或有大行情开启,申万宏源
1635,2018-03-23,医药生物行业周报:国务院部门调整彰显医改决心,中投证券网
1636,2018-03-22,今日资金抢入六只强势股一览（2018年3月22日）,中财网
1637,2018-03-22,[买入评级]贝达药业(300558)：从1到N 从BIOTECH到PHARMACEUTICALS,中财网
1638,2018-03-22,专访全国人大代表、贝达药业董事长丁列明： 改革药品市场准入， 让更多创新成果得到应用,21世纪经济报道
1639,2018-03-21,抗癌药零关税，这些国产怎么活？！,医药网
1640,2018-03-21,医药行业：科技创新才是医药行业发展的主驱动力,金融界
1641,2018-03-21,【晨会聚焦】如何理解医药板块行情,中泰证券研究所
1642,2018-03-20,【天风Morning Call】晨会集萃20180320,天风研究
1643,2018-03-20,"医药生物行业周报:顶层机构改革落地,坚守创新和一致性评价",华安证券
1644,2018-03-19,[强于大市评级]医药生物行业专题研究：机构改革组建医药三大部门 监管开启新篇章,中财网
1645,2018-03-19,[推荐评级]医药行业周报：医改新猜想 行业新机会,中财网
1646,2018-03-19,[领先大市-A评级]医药行业每周观点：把握结构性机会 短中期密切关注业绩超预期和年报业绩落地支撑盈利向上的个股,中财网
1647,2018-03-19,[看好评级]PHARMACEUTICAL：PROMISING INVESTMENT THEMES IN PHARMACEUTICAL INDUSTRY：DRUG PRODUCERS CONSUMP.,中财网
1648,2018-03-18,医疗保健：短中期密切关注业绩超预期和年报业绩落地支撑盈利向上的个股 荐8股,安信证券
1649,2018-03-17,四新经济点燃发展新引擎 工业互联网等题材全面激活,金融投资报
1650,2018-03-16,医药生物行业:看好创新药与一致性评价领域龙头白马,中投证券网
1651,2018-03-14,“两会见闻录”系列之十九丨全国人大代表、贝达药业董事长丁列明：建议优化创新药的市场准入环节,21经济网
1652,2018-03-13,贝达药业董事长丁列明：建议降低创新药企上市准入门槛,时代周报
1653,2018-03-12,GSK高级总监跳槽贝达！净利润下滑30%，下一个“埃克替尼”2019年上市,E药经理人
1654,2018-03-12,[推荐评级]医药行业周报：把握流通板块投资机会 关注低估值优质企业,中财网
1655,2018-03-12,加大支持儿童药品研制力度,中国经营报
1656,2018-03-12,[推荐评级]医药行业周报：左手创新 右手消费 布局滞涨：三问三答当下的投资机会,中财网
1657,2018-03-11,丁列明代表：浙江人才创新创业环境会越来越好,中国经济网
1658,2018-03-08,全国人大代表丁列明：创新药市场准入有难关 药品控费要以患者为中心,每日经济新闻
1659,2018-03-08,全国人大代表、贝达药业董事长丁列明：给予药价谈判品种进医院更多政策衔接,证券日报
1660,2018-03-07,3月7日有42家公司获重要股东增减持 二三四五已被连续减持32次,Wind
1661,2018-03-06,全国人大代表、贝达药业董事长丁列明：建议降低医药创新企业上市准入门槛,时代周报
1662,2018-03-06,两会|丁列明:加大支持儿童药品研制的力度,中国经营网
1663,2018-03-06,医药保健行业:2017年业绩快报分析,长江证券
1664,2018-03-05,[强于大市评级]医药生物行业投资策略：年报密集期 精选业绩预期强烈估值合理的细分龙头,中财网
1665,2018-03-05,[推荐评级]医药行业2018年3月份投资月报：创新药2.0+细分市场龙头,中财网
1666,2018-03-05,"贝达药业业绩快报点评:降价因素逐步消化,看好长期成长性",浙商证券
1667,2018-02-27,贝达药业：2017年净利润同比减29.02%（快报）,Wind
1668,2018-02-26,[领先大市-A评级]医药行业每周观点：关注业绩超预期及估值增速具备高性价比的投资机会 首推葵花药业和济川药业,中财网
1669,2018-02-12,[推荐评级]创新药行业深度报告系列之三：全球视野中国创新-中国创新药品种梳理与估值讨论,中财网
1670,2018-02-10,贝达药业36个在研品种！下一个“埃克替尼”今年获批，市场100亿！,E药经理人
1671,2018-02-09,[看好评级]医药生物行业2017年年报业绩前瞻：稳健增长 分化明显 重点关注优质成长与稳健价值,中财网
1672,2018-02-08,[推荐评级]医药生物行业深度研究：以AVASTIN为例看国内外贝伐珠单抗市场-创新药“工具书”系列之单抗(VEGF靶点),中财网
1673,2018-02-07,[看好评级]化学制药行业周报：继续围绕一致性评价和创新药等主线进行布局,中财网
1674,2018-02-07,医疗保健：继续围绕一致性评价和创新药等主线进行布局 荐6股,渤海证券
1675,2018-02-05,[推荐评级]创新药“工具书”系列之一(医药生物行业)：临床数据与审评信息手册,中财网
1676,2018-02-05,[强于大市评级]医药生物行业投资策略：优选“业绩拐点+估值修复”品种 巧避”雷区”,中财网
1677,2018-02-04,【华创医药周报201806】寻找不确定中的确定性机会,华创医药组公众平台
1678,2018-02-04,医疗保健：论创新药估值方法 荐5股,长江证券
1679,2018-02-01,[买入评级]贝达药业(300558)：业绩符合预期 创新药研发进展顺利,中财网
1680,2018-01-31,明日最具爆发力六大牛股（2月1日）,中财网
1681,2018-01-31,医疗保健：从PE到DCF,长江证券
1682,2018-01-31,贝达药业：利润受研发支出等因素制约,川财证券
1683,2018-01-31,99股获券商买入评级，酒鬼酒目标涨幅达87.14%,Wind
1684,2018-01-31,[增持评级]贝达药业(300558)业绩预告点评：业绩符合预期 埃克替尼销量大幅增长,中财网
1685,2018-01-30,[领先大市-A评级]医药行业每周观点：控费仍是主旋律 从医保支付结构改善角度寻求投资机会,中财网
1686,2018-01-30,76股获券商买入评级 东诚药业目标涨幅达92.12%,Wind
1687,2018-01-29,贝达药业：预计2017年净利润同比下降20%-40%,Wind
1688,2018-01-29,"贝达药业:艾德生物液体活检获批,埃克替尼为最大受益靶向药",证券之星
1689,2018-01-23,"贝达药业深度报告:《创新大牛市》公司篇之贝达药业,立足中国,创新全球",正点财经
1690,2018-01-22,医疗保健：市场推广投入对市场份额影响有多大 荐3股,中泰证券
1691,2018-01-20,王印祥：离开贝达药业是因为兴趣问题,每日经济新闻
1692,2018-01-19,【晨会聚焦】经济短期回暖,中泰证券研究所
1693,2018-01-15,医药生物行业周报：继续推荐龙头公司,中财网
1694,2018-01-10,【晨会纪要】策略丁文 银河证券晨会纪要—20180110,中国银河证券研究
1695,2018-01-10,银河证券晨会纪要-180110,银河证券
1696,2018-01-09,医药生物行业周报：持续关注通过一致性评价品种,中证网
1697,2018-01-08,医药生物行业周报：建议关注我们的年度策略暨创新药系列深度第三篇,中财网
1698,2018-01-05,【晨会纪要】策略丁文 银河证券晨会纪要—20180105,中国银河证券研究
1699,2018-01-04,【行业深度】医药生物李平祝/霍辰伊拥抱医药创新的新时代—创新药产业深度报告暨2018年投资策略,中国银河证券研究
1700,2018-01-03,创新药产业深度报告暨2018年投资策略：拥抱医药创新的新时代,中财网
1701,2018-01-03,【医药】由“仿”入“创”，创新开启新的时代红利,天风研究
1702,2018-01-02,医疗保健：同时明确首家生物类似药为高 荐14股,中泰证券
1703,2018-01-02,医药行业2018年投资策略：正本清源柳暗花明,中财网
1704,2018-01-02,"医药生物行业:优先审评流程进一步细化,继续支持药品创新",中国网
