,2021-12-31,二线厂商齐战「宁王」，动力电池格局生变,全天候科技
2628,2021-04-01,【行情】汽车整车板块异动拉升，长城汽车涨超4%、比亚迪、长安汽车、福田汽车、江淮汽车跟涨,金十数据
2629,2021-04-01,国立科技：公司低碳保新材料及其他产品应用领域广泛,Wind
2630,2021-03-31,长安汽车B561项目签约落户巴南 预计可实现年产值100亿元,重庆商报
2631,2021-03-31,长安汽车UNI-K，让你尽情享受飞驰人生,砍柴网
2632,2021-03-31,长安UNI-K破局中级SUV正式上市 UNI星球打造全周期全场景体验,证券日报网
2633,2021-03-31,多部委发文联合开展2021年新能源汽车下乡活动,Wind
2634,2021-03-31,三问科技造车：小米、阿里、百度亲自下场 颠覆哪些行业逻辑？,新京报
2635,2021-03-31,天风证券：2021年汽车行业复苏趋势有望延续,Wind
2636,2021-03-30,汽车行业投资策略：一文看透汽车景气现状,新浪
2637,2021-03-30,长安汽车总裁：UNI-K完全没有侧翻风险 消费者满意是我们最关心的标准,中国网
2638,2021-03-30,上汽、长城、吉利赌智能驾驶明天,盖世汽车
2639,2021-03-29,长安汽车总裁回应“麋鹿测试”：UNI-K完全没有侧翻的风险,澎湃新闻
2640,2021-03-29,营销“变奏”让买车更有新意,中国青年报
2641,2021-03-29,解码一季度车市晴雨表：一个方向 两个战场,中国青年报
2642,2021-03-29,一汽马自达再陷解散风波，抱团收割还是空穴来风？,新京报
2643,2021-03-29,汽车行业周报：蔚来因缺芯停产5日 吉利自研中控芯片将于23年装配上车 经营问题,新浪
2644,2021-03-29,打破国产品牌15万元“天花板” 长安汽车推旗舰车型UNI-K,上证报
2645,2021-03-28,售价15.39万-18.49万元 长安UNI-K正式上市,北京商报
2646,2021-03-28,持续发力高端 长安UNI-K正式上市,重庆商报
2647,2021-03-28,长安UNI-K正式上市 售价区间15.39万-18.49万,财经网
2648,2021-03-28,“疯狂35 明日动力体能公开赛” 长安蓝鲸动力再展冠军风采,盖世汽车
2649,2021-03-27,2月紧凑级轿车销量分析：德系“群狼”败退，吉利军团崛起,第一财经
2650,2021-03-27,【山证汽车】长安汽车（000625.SZ）：自主品牌竞争力提升，合资品牌销售稳定,山西证券研究所
2651,2021-03-26,长安汽车：汽车行业面临一些特定汽车电子元件芯片的供应紧张 公司目前风险总体可控,每日经济新闻
2652,2021-03-26,汽车行业深度报告：自动驾驶加速，智能汽车时代来临,新浪
2653,2021-03-26,吉利汽车：新能源车销量降40%净利降33%，还能走好纯电路线吗？ 盈利能力下降,财经杂志
2654,2021-03-26,长安“蓝鲸动力”为何越卖越火？这场明日动力体能公开赛给你答案,重庆商报
2655,2021-03-26,车内空气质量谁最优？这辆“重庆造”从21款主流车型中脱颖而出,重庆商报
2656,2021-03-26,长城汽车A股封住涨停板后，比亚迪、福田汽车、长安汽车纷纷冲高,Wind
2657,2021-03-26,【行情】A股汽车整车板块走高，长城汽车拉升封板，比亚迪、江铃汽车、长安汽车、东风汽车等跟涨,金十数据
2658,2021-03-26,山西证券--长安汽车：自主品牌竞争力提升，合资品牌销售稳定【公司研究】,金融界股吧
2659,2021-03-25,要挑战合资品牌，销量第一不重要？且看看长安汽车的“凡尔赛”,第一电动网
2660,2021-03-25,销量罗生门背后：自主三强进入转型新赛道,网通社
2661,2021-03-24,长安汽车自封为王，吉利长城不服，谁才是“国货之光”？,财经杂志
2662,2021-03-24,12个月内无产量或进口量 工信部公示拟撤销免车船税和购置税车型名单,第一电动网
2663,2021-03-23,长安汽车：公司与国内外优秀供应商均有广泛合作,每日经济新闻
2664,2021-03-23,长安汽车：预计到2025年，全面停售传统意义燃油车，实现全谱系产品的电气化,每日经济新闻
2665,2021-03-23,高品质家庭SUV长安汽车CS55PLUS蓝鲸版,砍柴网
2666,2021-03-23,2021年2月汽车数据解读及投资展望：春节等短期因素扰动不改整体复苏趋势,新浪
2667,2021-03-23,造车新势力Q4季报年报点评：毛利率均转正 预计2021年为爆款电动车型元年,新浪
2668,2021-03-23,松原股份：公司主要客户包括吉利等众多国内主流整车厂,Wind
2669,2021-03-23,松原股份：主要客户包括吉利汽车、上汽通用五菱、长城汽车、江铃福特、奇瑞汽车、长安汽车、宇通客车等,每日经济新闻
2670,2021-03-23,五菱汽车的烦恼：创造神车，失去神车,腾讯网
2671,2021-03-23,五菱汽车： “神车制造厂”的幸福和烦恼,第一财经
2672,2021-03-22,广汽集团(601238)：广汽自主蓄势待发 两田稳增长,新浪
2673,2021-03-22,汽车和汽车零部件行业周报：全球汽车消费复苏 整车厂业绩边际改善,光大证券
2674,2021-03-22,深度*行业*汽车行业周报：大众举办“POWER DAY”活动 宝马电动化战略加速,新浪
2675,2021-03-22,宁德时代“扯后腿”，汽车业上市公司一周市值蒸发千亿元 连续下跌,搜狐
2676,2021-03-22,创新驱动高质量发展 中国汽车企业创新大会暨安亭指数发布会上海举行,盖世汽车
2677,2021-03-22,【行情】汽车整车板块拉升走高，小康股份涨超7%，中国重汽、长安汽车、江铃汽车、比亚迪等跟涨,金十数据
2678,2021-03-22,UNI-K急刹测试后轮离地！疑似长安回应：未充值是“主因”,快科技
2679,2021-03-22,最新绿色金融、碳中和七大概念股出炉,Wind
2680,2021-03-21,周观点 | 吉利推高端电动 车企智联合作加码【华西汽车 崔琰团队】,汽车琰究
2681,2021-03-19,解锁新玩法，3DVR体验，探寻长安CS75PLUS明日安全的真相,云掌财经
2682,2021-03-19,长安汽车：对不实言论保持法律追究的权利，希望广大投资者和消费者可以为长安汽车积极发声,每日经济新闻
2683,2021-03-19,3月19日晚间重要行业研究汇总(附股),中金在线
2684,2021-03-19,深度*行业*汽车行业月报：2月汽车销量同比高增长 新能源销量再创记录,新浪
2685,2021-03-19,强化战略引导再攀自主汽车品牌新高峰,经济日报
2686,2021-03-18,辣评1-2月Top20车企销量：长安超越吉利 奇瑞增速最低,搜狐
2687,2021-03-18,辣评1-2月乘用车批发量：长安超越吉利 奇瑞2月重回TOP10,搜狐
2688,2021-03-18,瞄准氢能源领域 重庆汽车产业加快绿色转型,中国证券网
2689,2021-03-17,坐在车里看央视是什么体验？长安汽车首次搭载 “央视影音车载版”,重庆商报
2690,2021-03-17,长安铃木月销仅剩三位数 已正式更名铃耀汽车 长安汽车相关负责人表示，铃耀汽车现在是长安子公司，长安方面不会过多介入,每日经济新闻
2691,2021-03-17,铃木挥别，铃耀登场，长安自主再添新丁,华夏时报
2692,2021-03-17,长安铃木更名：月销仅剩三位数 工厂产能严重过剩 业务变化,每日经济新闻
2693,2021-03-17,聚焦 | 月销仅剩三位数！长安铃木更名，“小车之王”将彻底告别中国市场？ 业务变化,每日经济新闻
2694,2021-03-17,提速氢能源转型，重庆车企密集布局,重庆商报
2695,2021-03-17,长安2月共产车辆158178辆 同比大增678.47%,盖世汽车
2696,2021-03-17,长安汽车SUV销量“担当”又添新成员 售价11.79万元,重庆商报
2697,2021-03-16,恒大汽车再牵手腾讯股价涨超10%?市值居行业第三仅次于比亚迪蔚来,经济观察网
2698,2021-03-16,长安自主再填新成员，长安铃木更名铃耀汽车 业务变化,第一电动网
2699,2021-03-16,中汽协：1-2月SUV累计销售101万辆，长安汽车位列第一,资本邦
2700,2021-03-16,2月SUV销量TOP 10：长安CS75反超哈弗H6！,Ofweek
2701,2021-03-16,自主SUV长安欧尚X70A，全系搭载1.5L发动机+5MT变速箱，性能更优越！,凤凰网
2702,2021-03-16,自主品牌频繁发力新能源：华为赋能长安CS95，哈弗混动车型也来了,重庆商报
2703,2021-03-16,北向资金半日抄底近50亿元！机构：后市宽幅震荡,中证报
2704,2021-03-16,新能源车再迎“新燃点”！上海167万车主急寻限行应对方案，板块10月大幅跑赢大盘,中证报
2705,2021-03-16,被央视3·15晚会曝光 三六零长安汽车股价应声回落,证券时报网
2706,2021-03-16,三六零、长安汽车双双低开，公司均被315晚会曝光,Wind
2707,2021-03-16,【行情】315晚会被点名相关公司股票三六零开盘跌2.91%，长安汽车开盘跌1.51% 经营问题,金十数据
2708,2021-03-16,亚太股份：长安汽车是公司前五大客户之一,每日经济新闻
2709,2021-03-15,长安汽车(000625.SZ)实控人兵装集团国有股权无偿划转完成过户 减持股份,智通财经
2710,2021-03-15,长安汽车(000625.SZ)：过户登记手续完成 南方资产成为公司第四大股东,格隆汇
2711,2021-03-15,长安获《道路机动车辆生产企业及产品公告》,中国机经网
2712,2021-03-15,长安CS75、哈弗H6争抢SUV销冠！长安董事长发文回应,快科技
2713,2021-03-15,22家上市车企服务热线接听率达93%，公司董秘“复读机”式回复缺乏有效互动,Wind
2714,2021-03-14,长安铃木更名为铃耀汽车 业务变化,第一财经
2715,2021-03-14,铃木彻底从中国退场：长安铃木更名铃耀汽车 业务变化,经济观察网
2716,2021-03-13,2月车市格局生变：自主车企冲进前三 ，长安宣布夺冠，吉利、长城“不服”,每日经济新闻
2717,2021-03-13,同比销量增长3.6倍 中国车市2月“狂欢”,创业邦
2718,2021-03-13,2月车市销量稳中有升 新能源创历年同期新高,华夏时报
2719,2021-03-13,汽车行业跟踪点评：低基数效应下2月汽车销量同比大幅改善,新浪
2720,2021-03-13,每年投入销售收入5%用于研发 长安汽车转型智能低碳出行科技公司,重庆商报
2721,2021-03-13,扭亏艰难 小鹏汽车如何“跑赢自己”？,新浪
2722,2021-03-12,罕见！中国惊现2个SUV销冠：哈弗H6、长安CS75谁在说谎,快科技
2723,2021-03-12,长安汽车2月销量再夺冠 存量竞争考验企业内功,中国财富网
2724,2021-03-12,长安汽车2月份销量逾16万辆同比增466% 全新CS35PLUS携逸动PLUS双车齐发,证券日报网
2725,2021-03-12,【行情】长安汽车尾盘短线拉升，现涨超1%,金十数据
2726,2021-03-12,华为新能源汽车电机实现量产，即将随长安新车型上市,Wind
2727,2021-03-12,2021年2月汽车销量跟踪报告：低基数放大行业复苏趋势,光大证券
2728,2021-03-12,2月汽车销量成倍增长背后：自主三强竞争加剧ModelY“降价效应”显现,科创板日报
2729,2021-03-12,长安汽车(000625)动态研究：自主延续强势 福特持续改善,国海证券
2730,2021-03-12,40股获券商买入评级，飞亚达目标涨幅达55.82%,Wind
2731,2021-03-11,长安汽车2月销量同比增长465.8% 自主品牌新一轮竞赛的关键何在？,证券日报网
2732,2021-03-11,2月销量统计起波澜：长安宣布夺冠，吉利、长城都说不服,澎湃新闻
2733,2021-03-11,2月车市“变天”，吉利长安跻身三甲，自主品牌占据“前十”半数席位,第一财经
2734,2021-03-11,自主车企三强竞争白热化：开启转型备战新赛道,21世纪经济报道
2735,2021-03-11,29股今日获机构买入评级,中财网
2736,2021-03-11,国海证券给予长安汽车增持评级，动态研究：自主延续强势，福特持续改善,每日经济新闻
2737,2021-03-11,紧凑级SUV再添猛将，长安汽车又一CS家族成员将进阶,重庆商报
2738,2021-03-11,2月乘用车零售量同比增幅达371.9%？相较正常年份仅微增0.3%,新浪
2739,2021-03-11,摩卡、星越L、UNI-K对合资SUV“杀伤力”有多大？,第一电动网
2740,2021-03-11,民生证券维持长安汽车推荐评级：2月产销快报点评：自主品牌引领销量增长，合资品牌蓄势待发,每日经济新闻
2741,2021-03-11,长安汽车(000625)：自主品牌引领销量增长 合资品牌蓄势待发,新浪
2742,2021-03-11,长安领跑、长城领涨 自主三强排位引猜想,中国经济网
2743,2021-03-10,长安全新CS35PLUS/新款逸动PLUS上市,中证网
2744,2021-03-10,乘联会公布国内车企1-2月销量排名：长城仅第七 长安第三,快科技
2745,2021-03-10,增长465.8%！长安汽车蝉联中国乘用品牌销量第一,重庆发布
2746,2021-03-10,全新CS35PLUS+2021款逸动PLUS双车上市 蓝鲸家族焕新季且增配不增价,财经网
2747,2021-03-10,定位7万元-10万元家轿市场 长安汽车推逸动PLUS新车型,上证报
2748,2021-03-10,长安全新CS35PLUS及2021款逸动PLUS上市 增配不加价！,中国网
2749,2021-03-10,25股今日获机构买入评级11股上涨空间超20%,证券时报网
2750,2021-03-10,汽车及零部件行业：2月车市平稳复苏 双长广汽表现亮眼,新浪
2751,2021-03-10,中国银河--汽车行业：2月乘用车销量符合预期，关注自主品牌超额收益机会【行业研究】,金融界股吧
2752,2021-03-10,2021年2月乘用车销量点评：2月乘用车销量符合预期关注自主品牌超额收益机会,新浪
2753,2021-03-10,汽车行业重大事项点评：在波动中寻找机会,新浪
2754,2021-03-10,全线反攻，抱团股卷土重来？北上资金连续两日大扫货，这只白酒股被大幅加仓,新浪
2755,2021-03-10,华安证券--长安汽车：销量高增长，新车值得期待【公司研究】,金融界股吧
2756,2021-03-10,同比增长465.8% 长安汽车公布了2月销量,汽车之家
2757,2021-03-10,华西证券：长安汽车(000625.SZ)自主引领月销增长，维持“买入”评级,智通财经
2758,2021-03-10,长安汽车 | 2月销量点评：自主引领月销增长 UNI-K上市增量可期【华西汽车 崔琰团队】,汽车琰究
2759,2021-03-10,东方证券维持长安汽车买入评级：整体及自主品牌累计销量增速均高于2019年同期水平,每日经济新闻
2760,2021-03-10,华西证券维持长安汽车买入评级：自主引领月销增长UNI-K上市增量可期,每日经济新闻
