,2021-12-31,贵州茅台预计2021年度实现净利润约520亿元,北京商报
8142,2021-04-20,看中公司内在价值 张坤大买“茅五招”,金融投资报
8143,2021-04-20,爱美客千亿市值的跌宕起伏,云掌财经
8144,2021-04-20,酒类股再度拉升，金徽酒两连板，券商最新策略来了,同壁财经
8145,2021-04-20,上市公司派现榜：59家每10股派现超10元,证券之星
8146,2021-04-20,白酒股全线大涨：金徽酒、迎驾贡酒涨停，茅台涨幅垫底,格隆汇
8147,2021-04-20,张坤大举加仓白酒，增配银行股10个点，什么信号？,Wind
8148,2021-04-20,看中公司内在价值张坤大买“茅五招”,发现网
8149,2021-04-20,酒仙网扭亏背后郝鸿峰的烦心事与“中彩”率,云掌财经
8150,2021-04-20,开源证券--食品饮料行业周报：关注二线白酒弹性标的，3月社零数据加速增长【行业研究】,金融界股吧
8151,2021-04-20,【食品饮料】食品饮料类社零数据点评—3月份餐饮同比19年实现增长，烟酒延续高增,中银证券研究
8152,2021-04-20,新晋“公募一哥”张坤加仓银行股，张坤可以续写投资神话吗？,和讯
8153,2021-04-20,德邦证券--食品饮料行业周报：一季报酒类高增无虞，食品关注渠道驱动【行业研究】,金融界股吧
8154,2021-04-20,A股融资融券日报：两融余额增加83.5亿元（4月19日）,Wind
8155,2021-04-20,中金：如何看待近期北向资金净流入？,Wind
8156,2021-04-20,北向资金疯狂抢购逾百亿，汽车产业链爆发，比亚迪被净买入9.94亿元！,21世纪经济报道
8157,2021-04-20,基金一季度换股 瞄准周期和新兴产业,21世纪经济报道
8158,2021-04-20,今日策略：美股普跌，会阻碍反弹的持续吗？,云掌财经
8159,2021-04-20,增量资金集结造势，谁是基金新宠,Wind
8160,2021-04-20,供不应求？简化的工艺会反噬酱酒业,佳酿网
8161,2021-04-19,易方达多只基金一季报披露 张坤、冯波、萧楠买进哪些股票？,新浪
8162,2021-04-19,一季度明星基金经理加仓新风向：顺周期和新兴产业,21世纪经济报道
8163,2021-04-19,基金必读|方正富邦、人保基金经理离任 富安达基金新产品发行失败,新浪
8164,2021-04-19,张坤减仓白酒，加仓银行了,云掌财经
8165,2021-04-19,第一大基金公司最新重仓股曝光：增持银行 仍重仓白酒,每日经济新闻
8166,2021-04-19,北向资金今日净买入163亿元 抢筹比亚迪、茅台,中金在线
8167,2021-04-19,张坤公布调仓细节 顶流基金经理的作业该怎么抄？,新浪
8168,2021-04-19,张坤公布调仓细节，顶流基金经理的作业该怎么抄？——道达投基日记,每日经济新闻
8169,2021-04-19,三个月内逾750亿大申购和约500亿大赎回 张坤的扑克牌排序变了,新浪
8170,2021-04-19,外资开始对贵州茅台“高抛低吸”，核心资产调整到位了？,秦朔朋友圈
8171,2021-04-19,易方达一季报揭秘：冯波“千亿新基”仅三成买股杨宗昌“酒基”改造进行时,财联社
8172,2021-04-19,北向资金爆买逾160亿元，新能源汽车概念股获大幅加仓,Wind
8173,2021-04-19,4月19日晚间重要行业研究汇总(附股),中金在线
8174,2021-04-19,酱酒业最大的“爆点”将是它？,酒业新闻网
8175,2021-04-19,顶流基金经理张坤一季度大买“茅五招”,金融投资报
8176,2021-04-19,东吴行业轮动去年七成收益转为亏损，排名大滑坡或因错爱茅台 亏损,云掌财经
8177,2021-04-19,上交所、中证指数公司发布中证红利质量指数等3条指数,Wind
8178,2021-04-19,泸州老窖能否重回行业三甲？,财经网
8179,2021-04-19,张坤持仓更均衡！易方达知名基金经理重仓股曝光,Wind
8180,2021-04-19,消费股投资盛宴终结？,财经网
8181,2021-04-19,“公募一哥”最新投资路径曝光，加仓银行、医药，保持高仓位运作！张坤：价值回升是迟早的事,证券之星
8182,2021-04-19,酿酒板块尾盘扩大涨势，会稽山、金徽酒先后涨停,Wind
8183,2021-04-19,机构抱团股大反攻！聪明资金埋伏一季报个股名单曝光,Wind
8184,2021-04-19,易方达张坤：一季度增持计算机、医药，持仓结构趋于均衡,Wind
8185,2021-04-19,易方达蓝筹精选规模再创新高 3只银行获张坤“偏爱”,第一财经
8186,2021-04-19,华为造车引爆A股：千亿巨头涨停，外资狂买138亿,Wind
8187,2021-04-19,“一乡一品”+“酱酒热”，这个酱酒IP值得关注,中国酿酒网
8188,2021-04-19,"""公募一哥""张坤持仓大曝光！",证券之星
8189,2021-04-19,A股融资融券日报：两融余额减少12.05亿元（4月16日）,Wind
8190,2021-04-19,白酒股稳步攀升，伊力特再度大涨7%,Wind
8191,2021-04-19,产经报道丨酱香酒快钱神话：卖货靠搭飞天茅台，零售价超出厂价近9倍,财经网
8192,2021-04-19,"【行情】A股白酒板块普跌，水井坊跌超6%，金种子酒跌3.4%，五粮液跌超2%，贵州茅台跌0.8%，易方达中小盘混合型基金一季度减持贵州茅台等高端白酒股
减持股份",金十数据
8193,2021-04-19,"刚刚!1300亿""公募一哥""持仓大曝光 狂买这些股（附名单）",中国基金报
8194,2021-04-19,张坤管理的易方达中小盘一季度减持贵州茅台等高端白酒股 减持股份,格隆汇
8195,2021-04-19,张坤最新持仓曝光！十大重仓股有变动，保持高仓位，管理基金规模超1300亿元,上证报
8196,2021-04-19,两酒企相继冲击创业板 A股酒类流通第二股究竟花落谁家,中国商报
8197,2021-04-19,"【报道】易方达中小盘混合型基金一季度减持贵州茅台、五粮液易方达中小盘的前十大重仓股发生较大变化，张坤减持了重仓的高端白酒股
减持股份",金十数据
8198,2021-04-19,凌晨，张坤最新持仓曝光！基金规模超1300亿,Wind
8199,2021-04-19,从巨额亏损到盈利，酒仙网的生意好做吗？ 亏损,金融界
8200,2021-04-19,高卫东：贵州白酒企业共谋发展 共同进入高质量发展的新时代,中国白酒网
8201,2021-04-19,在管规模突破1300亿，张坤一季度大幅加仓医药、银行,Wind
8202,2021-04-19,酱酒热下仁怀、习水投资热潮汹涌 业内告诫警惕资本投机搅局,每日经济新闻
8203,2021-04-19,公募走出“小碎步”，调仓换股没那么简单,Wind
8204,2021-04-19,贵州酱香型白酒产区建设一派繁忙,中证报
8205,2021-04-19,海外资管巨头“茅台加减法” 显现估值定价差异化,证券日报
8206,2021-04-18,酱酒热下仁怀、习水投资热潮汹涌 业内告诫警惕资本投机搅局,每日经济新闻
8207,2021-04-18,千亿“公募一哥”张坤违约：易方达怎么了？ 违约失信,钛媒体
8208,2021-04-18,创新高！北上资金250亿重仓A股，7周连续扫货23股,Wind
8209,2021-04-18,创10周新高！北上资金近250亿重仓A股，连续7周扫货23股,证券时报
8210,2021-04-18,“酱茅”海天味业的破局新故事,子弹财经
8211,2021-04-18,五粮液员工持股计划解禁，三年涨了11倍,Wind
8212,2021-04-17,业绩增速连年下滑，“酱茅”海天味业如何破局？ 盈利能力下降,子弹财经
8213,2021-04-17,白马股天天被杀“闪崩”，基金经理火线解读来了,Wind
8214,2021-04-17,警惕酱酒过度炒热：品质第一、产能适度、资本有机融合,Wind
8215,2021-04-17,边风炜：各种“茅”们现原形说明什么,大众证券报
8216,2021-04-16,银华基金新混基“形单影只” 唐能任职产品年内涨幅不及同类平均,中金在线
8217,2021-04-16,闫希军：当下的酱酒热，消费者层面还没有更好的同频共振,产业发展研究
8218,2021-04-16,2020川酒成绩单；茅台子公司力争年底全面停用集团LOGO；酒馆企业注册量激增,产业发展研究
8219,2021-04-16,贵州茅台等15股获特大单资金净流入超2亿元,同壁财经
8220,2021-04-16,余留芬：相依相存，共荣共生,产业发展研究
8221,2021-04-16,智通港股解盘(04.16) | 渐露曙光,智通财经
8222,2021-04-16,白马股止跌企稳 市场向好趋势明显,财华社
8223,2021-04-16,老名酒变身新黑马酱酒热潮下贵州安酒凭什么跻身顶流品牌?,佳酿网
8224,2021-04-16,最近公募基金开始披露一季报，易方达“酒庄”悄悄地逆势加仓茅台、五粮液等龙头，张坤管理的蓝筹精选、中小盘和优质,云掌财经
8225,2021-04-16,高卫东：发挥贵州茅台领航优势 打造贵州酱酒品牌梯队,光明网
8226,2021-04-16,最强空头来了！,云掌财经
8227,2021-04-16,白酒股集体反攻，全球两大知名机构不同选择引发板块后市争议,云掌财经
8228,2021-04-16,【龙虎榜分析】大佬发声！他竟然看空A股！,证券之星
8229,2021-04-16,北向资金今日净买入71.53亿元，五粮液获大举净买入6.7亿元,Wind
8230,2021-04-16,非常讽刺的中国核心资产,云掌财经
8231,2021-04-16,基金理财日报：社保基金和QFII持仓新动向 同时持有59只个股,中金在线
8232,2021-04-16,秦洪看盘｜新信息提振底气，多头渐有反击意愿,澎湃新闻
8233,2021-04-16,茅台依旧最香！全球最大中国股票基金加仓茅台，拉动白酒股整体上扬,云掌财经
8234,2021-04-16,中银研究：客观看待我国股市投资者结构存在的问题,新浪
8235,2021-04-16,白酒集体大涨，股民的信仰又回来了？,云掌财经
8236,2021-04-16,A股资金流向（4月16日）：白酒股强者恒强，恒瑞医药连遭资金抛售,Wind
8237,2021-04-16,长城证券--食品饮料行业动态点评：消费持续复苏，3月线上白酒销售量价齐升【行业研究】,金融界股吧
8238,2021-04-16,马勇：茅台文化引领是建设世界蒸馏酒东方中心的核心资源,佳酿网
8239,2021-04-16,增持茅台！全球最大中国股票基金，也玩高抛低吸,Wind
8240,2021-04-16,卖汽油的也要抢电动汽车生意！中石化将建5000座换电站,中投网
8241,2021-04-16,天风证券：贵州茅台（600519.SH）营收符合预期，维持“买入”评级,智通财经
8242,2021-04-16,贵州省工信厅：力争2025年前推动3-5家白酒企业上市,Wind
8243,2021-04-16,曾碾压茅台的妖股董事长突遭罢免！是被时代抛弃还是输给了人心 董监高成员变化,云掌财经
8244,2021-04-16,首批权益基金一季度调仓曝光！新进了这些股票,Wind
8245,2021-04-16,【行情】贵州茅台午后涨幅扩大至2%，成交额逾47亿元,金十数据
8246,2021-04-16,贵州茅台、五粮液双双拉升，主力资金净流入明显,Wind
8247,2021-04-16,茅台集团董事长高卫东：打造世界一流白酒产区 聚力做强贵州白酒品牌集群,中证网
8248,2021-04-16,百元ST股又双叒涨停了！白酒股为何再度走强？,Wind
8249,2021-04-16,12天10涨停成“妖”、恒瑞医药6天蒸发600亿,Wind
8250,2021-04-16,茅台集团董事长高卫东：造牢品质基础是贵州白酒品牌核心，茅台助力世界酱香白酒产区打造,每日经济新闻
8251,2021-04-16,茅台、安酒、习酒汇集 酱酒名企习水“抱团”,中证网
8252,2021-04-16,解盘：百亿资金流入，白酒、二胎、数字货币、医美领涨,Wind
8253,2021-04-16,1月减持2月增持，瑞银也在茅台上“高抛低吸”？ 减持股份,环球老虎财经
8254,2021-04-16,酒类股强势拉升，三大黄酒集体大涨，会稽山涨停,同壁财经
8255,2021-04-16,加仓还是减仓 海外资管巨头纠结“茅台加减法”,中证报
8256,2021-04-16,巨丰午评：A股走势分化 权重股致创业板下跌,巨丰财经
8257,2021-04-16,“吨位”与“地位” 贵州安酒在“酱酒热”中如何发展？,中国网
8258,2021-04-16,百瑞赢早评：短期筑底有多长，中期反弹就有多大,云掌财经
8259,2021-04-16,白酒板块大幅走高茅台(600519.SH)涨幅垫底,格隆汇
8260,2021-04-16,贵州白酒企业发展圆桌会议召开 共议白酒产业集群新黄金时代,中证网
8261,2021-04-16,白酒股上攻，伊力特冲击涨停,Wind
8262,2021-04-16,从成分股结构看山证红利潜力ETF（215570.SH）的投资优势,格隆汇
8263,2021-04-16,咋回事？贵州茅台引来国际大佬多空大战！,中国证券网
8264,2021-04-16,股指期货每日观点（证券）2021/4/16,东吴期货
8265,2021-04-16,A股融资融券日报：两融余额增加6.78亿元（4月15日）,Wind
8266,2021-04-16,全球最大中国股票基金加仓茅台，持有最多机构却在卖,Wind
8267,2021-04-16,什么信号？千亿基金大举加仓茅台 而持有茅台最多的机构仍在“甩卖”,财联社
8268,2021-04-16,什么信号？千亿基金大举加仓茅台而持有茅台最多的机构仍在“甩卖”,证券之星
8269,2021-04-16,加仓还是减仓 海外资管巨头纠结“茅台加减法”,中证网
8270,2021-04-16,全球最大中国股票基金3月茅台持仓环比增近15%市值接近9亿美元,证券之星
8271,2021-04-16,全球最大中国股票基金突然大举加仓茅台！反击号角已吹响？,中新经纬
8272,2021-04-15,全球最大中国股票基金3月增持茅台,Wind
8273,2021-04-15,鬼故事又要来了？,证券之星
8274,2021-04-15,迈瑞医疗、迈为股份今年受险资调研热捧！2020年国寿持仓贵州茅台浮盈超30亿平安新进江西铜业,证券之星
8275,2021-04-15,险资投资路线图揭秘：迈瑞医疗、迈为股份受热捧,财联社
8276,2021-04-15,跟风茅台做酱酒，最后会留下“一地鸡毛”吗？|狐姐的酒局,搜狐
8277,2021-04-15,北向资金今日净卖出9.5亿元，比亚迪净卖出额创历史次高,Wind
8278,2021-04-15,贵州茅台今日大宗交易成交1.49万股，成交价2015.6元溢价0.0%,Wind
8279,2021-04-15,发生了什么？A股突发跳水 泸五茅重挫 又有大牛股闪崩跌停 连续下跌,中国基金报
8280,2021-04-15,A股突发跳水，泸五茅重挫，又有大牛股闪崩跌停,Wind
8281,2021-04-15,生育放开预期推升二胎概念股！10个交易日收获8涨停,Wind
8282,2021-04-15,大市值白酒股走弱：五粮液跌超5%，茅台跌2.5%跌破2000元 连续下跌,格隆汇
8283,2021-04-15,2021贵州白酒企业发展圆桌会今日习水启幕,金融界
8284,2021-04-15,2021开年之涨 白酒价格向阳而生？,佳酿网
8285,2021-04-15,A股融资融券日报：两融余额增加21.59亿元（4月14日）,Wind
