,2021-12-31,福耀玻璃董事长曹德旺呼吁企业家们把钱拿出来分享,阿尔法工场
1436,2021-01-04,新能源汽车行业点评：特斯拉乘胜追击 MODELY低价上市,新浪
1437,2021-01-03,汽车行业经销商走访销量拟合：不惧高基数 需求强复苏,新浪
1438,2021-01-02,Model Y上市 电动智能变革浪潮加速 | 特斯拉系列报告九 【华西汽车 崔琰团队】,汽车琰究
1439,2021-01-02,中信建投八大研究团队解读2021年出口产业链机会,中信建投证券研究
1440,2021-01-01,特斯拉新年发布国产Model Y 供应商名单一览,上海有色
1441,2021-01-01,新能源汽车｜特斯拉：国产Model Y上市，售价下降影响几何？,中信证券研究
1442,2021-01-01,汽车｜特斯拉供应链：Model Y价格下调，催化板块投资机会,中信证券研究
1443,2021-01-01,2021北上南下呈现哪些新格局？,金融界
1444,2020-12-31,本月创新高股揭秘：半数获北向资金加仓,证券时报
1445,2020-12-31,汽车行业报告：一文看透汽车景气现状,新浪
1446,2020-12-31,67只股股价创历史新高,证券时报网
1447,2020-12-31,智通港股52周新高、新低统计|12月31日,智通财经
1448,2020-12-31,智通港股通占比异动统计|12月31日,智通财经
1449,2020-12-31,长信价值蓝筹年内业绩不佳仅赚5% 买招商银行没咋赚钱 盈利能力下降,中国经济网
1450,2020-12-31,制造业靓丽“成绩单”背后的金融力量,金融时报
1451,2020-12-30,曹德旺盯上光伏玻璃,砍柴网
1452,2020-12-30,白酒，又是白酒！2000元贵州茅台真要来了？更有公司傍上特斯拉，股价一字涨停,证券时报网
1453,2020-12-30,生意社热点商品发现（2020年12月30日）,生意社
1454,2020-12-30,恒指高开0.48%，互联网服务板块领涨,中新经纬
1455,2020-12-30,北向资金大幅加仓股名单,证券时报网
1456,2020-12-29,闪崩！“上午宝马进去，下午五菱出来！” 6个月15倍的“神车”怎么了？ 连续下跌,腾讯网
1457,2020-12-29,连压特斯拉3个月，五菱“神车”火了！股民狂追却遭闪崩：原来炒错了 连续下跌,每日经济新闻
1458,2020-12-29,智通港股52周新高、新低统计|12月29日,智通财经
1459,2020-12-29,【行情】港股特斯拉概念股跌幅扩大，赣锋锂业跌超10%，耐世特跌超5%，比亚迪股份跌超4%，福耀玻璃跌1.67%,金十数据
1460,2020-12-29,16倍大牛股突然崩了！一度碾压特斯拉，却10分钟急跌40%，“一字断魂刀”再现？,21金融圈
1461,2020-12-29,五菱汽车高位跳水跌6.77% 盘中一度涨近45%,网易
1462,2020-12-29,福耀玻璃持续走强 股价创历史新高,证券时报网
1463,2020-12-29,安信国际晨报：继续关注整车及零部件龙头，趁势低吸龙头消费股,安信国际
1464,2020-12-29,南向资金高比例持有港股名单,证券之星
1465,2020-12-29,汽车行业周报：12月乘用车零售同比高增长 苹果21Q3或将发布电动车,新浪
1466,2020-12-29,连续三个月碾压特斯拉！“中国神车”彻底火了,快科技
1467,2020-12-28,"53天暴涨9倍！中国神车再造""奇迹"" 单日大涨36%",券商中国
1468,2020-12-28,港股收盘：恒生科技指数收跌超4% 阿里巴巴大跌约8% 腾讯、美团下挫超6% 连续下跌,英为财情
1469,2020-12-28,恒指收跌0.27%，玩具板块领跌,中新经纬
1470,2020-12-28,智通港股52周新高、新低统计|12月28日,智通财经
1471,2020-12-28,【股市异动】汽车零件板块强劲 五菱汽车涨超30%再创新高！,上海有色
1472,2020-12-28,汽车周报：新老势力争锋智能车时代 吉利星瑞询单量逐周攀升,新浪
1473,2020-12-28,汽车行业周报：海外疫情再次爆发 把握2021修复机会,新浪
1474,2020-12-28,福耀玻璃涨超6% 盘中创历史新高,新浪
1475,2020-12-28,港股异动 | 福耀玻璃(03606)涨超6%破顶 国信证券称智能调光玻璃有望进入加速普及,智通财经
1476,2020-12-28,【行情】港股特斯拉概念股午后再度拉升，福耀玻璃涨5.6%，比亚迪股份、赣锋锂业涨近4%,金十数据
1477,2020-12-28,【异动股】福耀玻璃(03606-HK)涨4.2%,财华社
1478,2020-12-28,【权益变动】福耀玻璃(03606-HK)被MawerInvestmentManagementLtd.减持143.08万股 减持股份,财华社
1479,2020-12-27,新地标，新起点，江铃集团新能源能量工厂正式启用,第一电动网
1480,2020-12-26,富士康等企业入选2020年中国智能制造企业百强排行榜 72%企业排名下降,每日经济新闻
1481,2020-12-25,福耀玻璃(600660)：汽车大视界、玻璃新未来,新浪
1482,2020-12-25,28股今日获机构买入评级5股上涨空间超20%,证券时报网
1483,2020-12-25,法国里昂商学院发布中国智能制造企业百强榜，富士康占榜首,Ofweek
1484,2020-12-25,国信证券：智能调光玻璃有望进入加速普及 重点推荐福耀玻璃等,证券时报网
1485,2020-12-25,晨会聚焦201225重点关注汽车玻璃行业、华为汽车系列之八,国信研究
1486,2020-12-25,“安永企业家”中国区大奖在深圳揭晓,时代在线
1487,2020-12-25,巨丰早评：外围全线上涨利于A股企稳,巨丰财经
1488,2020-12-24,需求旺盛，玻璃股逆市大涨｜今日异动数据,第一财经
1489,2020-12-24,巨·大盘 | 买醉行情结束 市场重回低迷 莫忘低吸两大板块,巨丰财经
1490,2020-12-24,智通AH统计|12月24日,智通财经
1491,2020-12-24,巨丰收评：大盘震荡走低 主题投资成气候,巨丰财经
1492,2020-12-24,A股午盘综述：上证指数半日跌0.21%，中小市值酒类股大面积跌停,Wind
1493,2020-12-24,福耀玻璃A股涨超2%，刷新历史新高,Wind
1494,2020-12-24,恒指小幅低开 禽畜肉类板块领涨,中新经纬
1495,2020-12-24,南向资金高比例持有港股名单,证券之星
1496,2020-12-24,建材行业周报：限电不改水泥淡旺季交接趋势,新浪
1497,2020-12-23,港股收盘(12.23)|恒指收涨0.86% 明年新增装机目标1.2亿千瓦 光伏、风电股爆发,智通财经
1498,2020-12-23,恒生指数收涨0.86%报26343点 小米(01810)涨7.6%领涨蓝筹,凤凰网
1499,2020-12-23,恒指收涨0.86% 新能源物料板块领涨,中新经纬
1500,2020-12-23,苹果也要造车了？A股、港股汽车股同步走高丨牛熊眼,第一财经
1501,2020-12-23,恒生指数午盘收涨0.44%报26235点 吉利汽车(00175)涨5.8%,凤凰网
1502,2020-12-23,恒指涨0.44% 新能源物料板块领涨,中新经纬
1503,2020-12-23,【异动股】福耀玻璃(03606-HK)涨7.54%,财华社
1504,2020-12-23,港股异动 | 福耀玻璃(03606)涨超7% 大和称其或成苹果汽车潜在零部件供应商,智通财经
1505,2020-12-23,生意社热点商品发现（2020年12月23日）,生意社
1506,2020-12-23,58只港股获南向资金大比例持有,证券时报网
1507,2020-12-22,【国盛策略 | 陆股通周监控】北上资金连续七周加仓*第74期,尧望后势
1508,2020-12-22,格隆汇个股放量排行榜 | 12月22日,格隆汇
1509,2020-12-22,大和：苹果(AAPL.US)未来若推电动车 预计福耀玻璃(03606)及敏实集团(00425)或成潜在零件供应商,智通财经
1510,2020-12-22,【券商聚焦】招商香港：看好行业变革期创新能力强的车企 首推比亚迪股份,凤凰网
1511,2020-12-22,【权益变动】福耀玻璃(03606-HK)获HardingLoevnerLP增持83.32万股,财华社
1512,2020-12-22,国泰君安：第五轮补库存周期在即 制造业资本开支有望迎来新一轮复苏（附股）,证券时报网
1513,2020-12-21,【今日机构评级汇总】大摩看好苹果手机在华销量，瑞信看衰Palantir估值与基本面脱节,美股研究社
1514,2020-12-21,港股异动 | 五菱汽车(00305)涨超13%领涨汽车零部件 乘联会预计12月汽车零售同比增长7.9%,智通财经
1515,2020-12-21,【异动股】福耀玻璃(03606-HK)涨3.1%,财华社
1516,2020-12-21,美银美林：福耀玻璃及信义玻璃均给予买入评级,新浪
1517,2020-12-21,美银美林：予福耀玻璃(06865)、信义玻璃(00868)“买入”评级 目标价分别看至17.6及30港元,智通财经
1518,2020-12-21,【浙商汽车】周观点：政策驱动上海新能源车高增长,Mr WANG汽象台
1519,2020-12-21,福耀玻璃(03606.HK)遭MawerInvestmentManagementLtd.减持143.08万股 减持股份,格隆汇
1520,2020-12-21,港股占比异动统计|12月21日,智通财经
1521,2020-12-21,智通港股通占比异动统计|12月21日,智通财经
1522,2020-12-19,10年期私募冠军韩广斌:核心资产周期永久持续但对消费核心资产会始终保持一定仓位,红周刊
1523,2020-12-19,格隆汇港股通5日资金流入流出排行榜|12月18日,格隆汇
1524,2020-12-18,2021年汽车行业投资策略：产业价值链重构 盈利与估值将共振,新浪
1525,2020-12-18,汽车行业12月投资策略：产销新高，技术升级叠加周期向上,国信证券
1526,2020-12-18,【券商聚焦】兴业证券：11月汽车板块收益率继续跑赢大市 建议重点关注吉利、比亚迪等,凤凰网
1527,2020-12-18,“安永企业家奖2020中国”评选结果出炉 玲珑轮胎董事长王锋登榜,证券时报
1528,2020-12-18,年内涨572% 特斯拉股价创历史新高 概念股集体躁动丨牛熊眼,第一财经
1529,2020-12-18,南向资金高比例持有港股名单,证券之星
1530,2020-12-18,智通港股通占比异动统计|12月18日,智通财经
1531,2020-12-17,河仁基金会拟继续减持福耀玻璃，年内三次减持套现近17亿元 拟减持股份,第一财经
1532,2020-12-17,恒指收涨0.82% 广告及宣传板块领涨,中新经纬
1533,2020-12-17,汽车行业月报：产销继续增长，自主、新势力、美系表现亮眼，维持“推荐”评级,兴业证券
1534,2020-12-17,福耀玻璃公开“一种加热车窗玻璃”专利,企查查
1535,2020-12-17,恒指涨0.08% 广告及宣传板块领涨,中新经纬
1536,2020-12-17,福耀玻璃入股国汽智联，后者股东包含广汽集团、长安汽车等,企查查
1537,2020-12-17,A股持续“醉酒”，北向资金大幅增持酿酒板块，机构坚定看好头部白酒龙头（附股）,21世纪经济报道
1538,2020-12-17,57只港股获南向资金大比例持有,证券时报网
1539,2020-12-17,财经早茶∣我国新冠疫苗正做好大规模生产准备；用电增速走高，火电回暖明显,证券时报网
1540,2020-12-17,6家上市公司抛出逾11亿元股东减持计划 拟减持股份,证券时报网
1541,2020-12-17,北向资金动向盘点：食品饮料市值超4000亿元,Wind
1542,2020-12-17,12月17日操盘必读：影响股市利好与利空消息,新浪
1543,2020-12-17,【中证盘前】仁东控股预计遭被动减持不超6%股份；多只大涨白酒股提示风险；卫健委官员：做好新冠病毒疫苗大规模生产准备,中证报
1544,2020-12-17,股海导航 12月17日沪深股市公告提示,新浪
1545,2020-12-17,睿财看市场：酿酒板块一骑绝尘凸显资金集聚效应，个股走势分化严重操作难度增加,恒泰睿财
1546,2020-12-17,定了！国内新冠疫苗价格首次公布；震惊！银监局前官员受审，创纪录受贿2.29亿元；10只中国公司股票被MSCI移除 其他违规处罚,中国财富网
1547,2020-12-16,A股头条之上市公司（12.17）,金融界
1548,2020-12-16,晚间公告热点追踪:又一昔日明星公司谢幕 200亿市值灰飞烟灭,新浪
1549,2020-12-16,晚间重要公告2020年12月16日星期三,Wind
1550,2020-12-16,福耀玻璃(600660.SH)主要股东河仁基金会拟减持不超600万股 拟减持股份,智通财经
1551,2020-12-16,福耀玻璃(600660.SH)：河仁慈善基金会拟减持不超600万股A股 拟减持股份,格隆汇
1552,2020-12-16,12月16日上市公司晚间公告速递,新浪
1553,2020-12-16,福耀玻璃(03606)股东河仁基金会拟减持不超过600万股A股 拟减持股份,智通财经
1554,2020-12-16,福耀玻璃：股东拟减持不超0.24%股份 拟减持股份,e公司
1555,2020-12-16,福耀玻璃：河仁慈善基金会拟减持不超过600万股公司A股股份 拟减持股份,Wind
1556,2020-12-16,【港股异动】特斯拉概念股全线上涨,Wind
1557,2020-12-16,排污许可证推进 玻璃接力供给侧改革,中国报告大厅
1558,2020-12-16,周三机构一致看好的七大金股（12.16）,中金在线
1559,2020-12-16,东吴证券：福耀玻璃(03606)未来业绩看点何在?,智通财经
1560,2020-12-16,【福耀玻璃*黄细里】深度：常青树上再开花,东吴研究所
1561,2020-12-15,汽车行业月报：零售继续双位数增长 豪华车折扣开始下降,新浪
1562,2020-12-15,26股今日获机构买入评级8股上涨空间超20%,证券时报网
1563,2020-12-15,港股收评：恒指跌0.69%，光伏、风电板块逆势走强,格隆汇
1564,2020-12-15,恒指收跌0.69% 禽畜饲料板块领跌,中新经纬
1565,2020-12-15,综述：最强绞肉机上演“地天板”，反垄断“打压”科技股,老虎证券
1566,2020-12-15,【研报掘金】11月汽车销量稳步增长且有望迎2-3年上行周期 建议增配汽车行业,证券时报网
1567,2020-12-15,收评：恒指跌0.69% 吉利引领汽车股午后护盘李宁创上市16年来新高,金融界
1568,2020-12-15,福耀玻璃(600660)：常青树上再开花,新浪
1569,2020-12-15,汽车行业2021年度策略：电动起航智控未来,新浪
1570,2020-12-15,【异动股】福耀玻璃(03606-HK)涨5.75%,财华社
1571,2020-12-15,寻找马拉松选手（二）|连续跑赢沪深300的股票型基金,养基司令
1572,2020-12-15,A股早报2020年12月15日星期二,Wind
1573,2020-12-15,56只港股获南向资金大比例持有,证券时报网
1574,2020-12-15,智通港股通占比异动统计|12月15日,智通财经
1575,2020-12-15,格隆汇港股通5日资金流入流出排行榜|12月14日,格隆汇
1576,2020-12-15,美国经济缘何南强北弱,证券时报
1577,2020-12-15,智通港股投资日志|12月15日,智通财经
1578,2020-12-14,新能源汽车行业有多火？俞敏洪、曹德旺都来买车了,新浪
1579,2020-12-14,今日发生193笔大宗交易 机构抢筹这些个股,第一财经
1580,2020-12-14,A股共发生193宗大宗交易成交54.28亿元（12月14日）,Wind
1581,2020-12-14,"福耀玻璃现23笔大宗交易 共成交32,147.99万元",新浪
1582,2020-12-14,福耀玻璃今日大宗交易成交900万股，成交价35.72元折价5.5%,Wind
1583,2020-12-14,汽车行业：汽车智能化加速推进，新元素驱动行业发展，维持”推荐“评级,格隆汇
1584,2020-12-14,杨首骏：市场阶梯式上涨格局未变 上箱体支撑位可低吸|微策略,第一财经
1585,2020-12-14,汽车行业周报：11月汽车产销持续向好 长城或将推出全新高端品牌,新浪
1586,2020-12-14,汽车行业周报：12月第一周零售同比+26% 全面看多,新浪
1587,2020-12-14,智通港股通占比异动统计|12月14日,智通财经
1588,2020-12-14,智通港股通资金流向统计(T+2)|12月14日,智通财经
