,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
2153,2021-02-26,板块轮动加速，聪明资金紧急调仓，机构抱团股持续走低（名单）,网易
2154,2021-02-26,聪明资金悄然调仓换股 这些个股受青睐,第一财经
2155,2021-02-26,通讯行业大幅拉升，聪明资金紧急调仓，机构抱团股持续走低,证券时报网
2156,2021-02-26,开盘即冲涨停 这个板块迎来估值修复？聪明资金紧急调仓 机构抱团股持续走低,证券之星
2157,2021-02-26,酱油企业加加食品逆势增长至20.7亿元 低估值吸引机构扎堆调研,经济网
2158,2021-02-26,大公司早报 | 苏宁或成国有控股企业 美团赔偿饿了么100万元,观察者网
2159,2021-02-26,贵州茅台跌超3%失守2100元关口，春节后至今累计跌超20%,资本邦
2160,2021-02-26,富国中证消费50ETF净值下跌3.12%,新浪
2161,2021-02-26,嘉实中证主要消费ETF净值下跌3.60%,新浪
2162,2021-02-26,前海开源MSCI中国A股消费指数A净值下跌3.96%,新浪
2163,2021-02-26,汇添富中证主要消费ETF联接净值下跌3.42%,新浪
2164,2021-02-26,景顺长城优势企业混合净值下跌3.95%,新浪
2165,2021-02-26,长城久鑫灵活配置混合净值下跌4.32%,新浪
2166,2021-02-26,巨丰早评：美股重挫将加速A股调整进程,巨丰财经
2167,2021-02-25,海天味业拟在四地设立全资子公司 计划总投资1.4亿,中国网
2168,2021-02-25,公告精选丨美的集团今日耗资3亿元回购320万股，这三家锂电池龙头又有大动作,21世纪经济报道
2169,2021-02-25,海天味业布局食用油领域,北京商报
2170,2021-02-25,【行业一线】爱美客6天急跌26%！医美行业还值得看好吗？,财华社
2171,2021-02-25,晚间重要公告2021年2月25日星期四,Wind
2172,2021-02-25,海天味业大宗交易成交24.82万股成交额4397.86万元,证券时报网
2173,2021-02-25,三天市值蒸发千亿:两大业务似乎撑不起油茅称号 金龙鱼不香了？,金融投资报
2174,2021-02-25,海天味业(603288.SH)拟斥1.4亿元于天津、武汉等地设立数家全资子公司,智通财经
2175,2021-02-25,快讯 | 海天味业：拟投资1.4亿元在天津、武汉等地设立子公司,财经网
2176,2021-02-25,海天味业：拟在天津、武汉、江苏、南宁等地投资设立全资子公司,e公司
2177,2021-02-25,海天味业(603288.SH)与子公司海天蚝油(天津)集团拟出资1.4亿元投设4间子公司,格隆汇
2178,2021-02-25,海天味业：拟投资1.4亿元在多地设立全资子公司,格隆汇
2179,2021-02-25,海天味业：拟斥资1.4亿元在多地设立全资子公司,Wind
2180,2021-02-25,天味食品业绩快报弱于机构预期 销售费用不断增加,投资者网
2181,2021-02-25,跨界食用油，海天抢金龙鱼饭碗胜算几何,北京商报
2182,2021-02-25,"海天味业现1笔大宗交易 共成交4,397.86万元",新浪
2183,2021-02-25,海天味业今日大宗交易成交24.82万股，成交价177.19元溢价0.86%,Wind
2184,2021-02-25,巨丰收评：创指跌1% 抱团股继续回调 北向资本再次出逃,巨丰财经
2185,2021-02-25,巨丰收评：抱团股跌势不止 金融地产领涨,巨丰财经
2186,2021-02-25,"【预见】140亿元！A股创纪录回购,“家电茅”项庄舞剑意在沛公？",财华社
2187,2021-02-25,"天味食品业绩快报弱于机构普遍预期 靠""扩产+营销""能否与餐饮巨头竞争",投资者网
2188,2021-02-24,时代看盘：印花税消息引发巨震，200亿港元南下资金疯狂出逃，看空情绪高涨,时代周报
2189,2021-02-24,港股加印花税风波重创市场，A股难独善其身,Wind
2190,2021-02-24,抱团股继续大跌，科技尝试切换,云掌财经
2191,2021-02-24,“恶性抱团”指责之声渐起，风格明显偏离基金经理大有人在，违背契约抱团影响恶劣,财联社
2192,2021-02-24,日常消费行业阿里线上数据月报：1月膳食营养补充剂／婴幼儿奶粉／调味品高增长,新浪
2193,2021-02-24,高位抱团股继续下杀，大资金逆市加仓,Wind
2194,2021-02-24,全球智能农业市场规模或达千亿级；海天味业：布局食用油市场,搜狐
2195,2021-02-24,中信证券：海外基金去年四季度“青睐”新经济板块,资本邦
2196,2021-02-24,史上最大回购来了！美的拟买140亿元自家股票，开盘大涨8%,搜狐
2197,2021-02-24,富国中证消费50ETF净值下跌6.19%,新浪
2198,2021-02-24,银华MSCI中国A股ETF净值下跌3.10%,新浪
2199,2021-02-24,上投摩根MSCI中国A股ETF净值下跌3.04%,新浪
2200,2021-02-24,平安粤港澳大湾区ETF净值下跌3.23%,新浪
2201,2021-02-24,华夏MSCI中国A股国际通ETF净值下跌3.07%,新浪
2202,2021-02-24,华安MSCI中国A股国际ETF净值下跌3.05%,新浪
2203,2021-02-24,华泰柏瑞MSCI中国A股国际通ETF净值下跌3.08%,新浪
2204,2021-02-24,嘉实中证主要消费ETF净值下跌4.63%,新浪
2205,2021-02-23,金龙鱼也不香了：伪“油茅”为何不值6000亿,搜狐
2206,2021-02-23,茅台翻红：抱团股还会大跌吗？机构透露布局思路,国际金融报
2207,2021-02-23,抱团股大幅波动，基金跌上热搜……现在要不要赎回？,第一财经
2208,2021-02-23,海天味业今日大宗交易成交15.17万股，成交价164.73元折价9.89%,Wind
2209,2021-02-23,5000亿的金龙鱼：食品饮料股与农业股的对决,格隆汇
2210,2021-02-23,这只股票涨幅超100%，但需警惕高开低走风险！券商如何看后市？,和讯
2211,2021-02-23,"海天味业现1笔大宗交易 共成交2,498.95万元",新浪
2212,2021-02-23,【浙商策略】抱团松动之际，外资表现如何？ | 流动性估值跟踪,王杨策略研究
2213,2021-02-23,白酒领跌抱团股 重仓基金一日亏8%,金融投资报
2214,2021-02-23,抱团股稳了：茅台1000亿反攻！银行保险发力大涨,中国基金报
2215,2021-02-23,抱团股稳了：茅台1000亿反攻！银行保险发力大涨，千亿牛股涨停新高，小票却哭了！,中国基金报
2216,2021-02-23,开源证券--食品饮料行业周报：白酒升级贯穿全年，乳制品春节动销顺畅【行业研究】,金融界股吧
2217,2021-02-23,中信：顺周期板块调整后市场会重回均衡状态,中信证券研究
2218,2021-02-23,福布斯2021中国杰出商界女性榜：董明珠 张楠 武卫入选,亿邦动力
2219,2021-02-23,“抱团”股白酒带头瓦解，中小票代表逆势上涨,第一财经
2220,2021-02-23,中信证券：海外主要基金四季度对中国股票新经济板块重仓持仓金额提升明显,第一财经
2221,2021-02-23,晨会0223｜顺周期板块调整后市场会重回均衡状态,中信证券研究
2222,2021-02-23,东海证券--基金市场周报：基金抱团调整，顺周期板块全面开花【基金研究】,金融界股吧
2223,2021-02-23,泰达宏利中证绩优指数基金C净值下跌4.72%,新浪
2224,2021-02-23,嘉实中证主要消费ETF联接C净值下跌4.38%,新浪
2225,2021-02-23,泰达宏利中证绩优指数基金A净值下跌4.72%,新浪
2226,2021-02-23,华宝中证消费龙头指数(LOF)C净值下跌5.56%,新浪
2227,2021-02-23,东兴中证消费50指数C净值下跌6.01%,新浪
2228,2021-02-23,嘉实中证主要消费ETF联接A净值下跌4.39%,新浪
2229,2021-02-23,长江量化匠心甄选股票C净值下跌4.92%,新浪
2230,2021-02-23,巨丰早评：短线大盘将企稳回升,巨丰财经
2231,2021-02-23,中小市值股狂欢潮：顺周期板块领涨，千份业绩预告揭示反弹方向,Wind
2232,2021-02-23,2018年重现？A股“信仰”茅台蒸发4000亿，白酒为什么不香了，机构：有色还有40%空间，龙头有翻倍潜力！,金融界
2233,2021-02-22,【宏赫优选】2018年沪港深上市新股优选及模拟组合,宏赫臻财
2234,2021-02-22,美的集团3天跌幅超15%，遭外资抛售近17亿，机构称成本上涨担忧引发股价调整,第一财经
2235,2021-02-22,私人银行丨百名中国女精英管辖12万亿总市值，富士康女工逆袭至立讯精密董事长居福布斯榜首,21世纪经济报道
2236,2021-02-22,A股“变天”？抱团股又崩了！贵州茅台大跌近7%发生了什么？ 连续下跌,搜狐
2237,2021-02-22,食品饮料行业动态报告：春节宴席市场恢复 白酒动销超预期,新浪
2238,2021-02-22,风向变了！茅台领跌龙头，股市普涨，下一个风口是？,汇通网
2239,2021-02-22,2021中国杰出商界女性榜公布：立讯精密王来春居首,中新经纬
2240,2021-02-22,“跌跌”不休！美的集团深度回调杀跌7%，“多元化”思路遭外界质疑,环球老虎财经
2241,2021-02-22,2021年度中国杰出商界女性榜公布，都谁上榜？,中新经纬
2242,2021-02-22,华龙证券--华龙投顾周观点2021年第7期总第171（电子版）【投资策略】,金融界股吧
2243,2021-02-22,浙商证券--食品行业周观点：奈雪的茶拟港股上市，冲击高端奶茶第一股【行业研究】,金融界股吧
2244,2021-02-22,A股分红10万亿，部分大市值股息率低得让人震惊,Wind
2245,2021-02-21,浙商早知道 | 2月23日,浙商证券研究所
2246,2021-02-21,郑眼看盘：低位股躁动 周期股稍优,每日经济新闻
2247,2021-02-21,A股分红10万亿，部分大市值股息率低得让人震惊,第一财经
2248,2021-02-21,【开源食饮】白酒升级贯穿全年，乳制品春节动销顺畅——行业周报,宇光看食饮
2249,2021-02-21,题材炒作或卷土重来，监管升级亦如影随形,红周刊
2250,2021-02-21,A股周一见|抱团股巨震茅台跌5%A股风向有变?,第一财经
2251,2021-02-21,节后惨遭滑铁卢，抱团股要崩？看看机构怎么说,财联社
2252,2021-02-21,华龙投顾周观点2021年第7期：结构化持续 均衡持仓为宜,华龙掘金
2253,2021-02-20,北向资金大调仓！加仓三大“中”字头，减仓半导体,中证报
2254,2021-02-20,教授论文质疑真假“零添加”，千禾味业陷酱油罗生门,砍柴网
2255,2021-02-20,北向资金岁首动向盘点：大买医药，大卖化工,Wind
2256,2021-02-20,2020红周刊富豪榜,红周刊
2257,2021-02-20,食品饮料行业：春节专题：就地过年背景下食品饮料消费如何？,新浪
2258,2021-02-20,管理800亿基金经理刘彦春离职传闻弥漫超24小时 当事人被迫“揭开真相” 基金经理离任,财联社
2259,2021-02-20,价值投资者的财报分析,中证报
2260,2021-02-20,证券时报头版：抱团股岁首“打滑”，牛年市场风格或更均衡,Wind
2261,2021-02-20,抱团股岁首“打滑” 牛年市场风格或更均衡,证券时报
2262,2021-02-19,前海开源基金新发混基邱杰一拖九 任职7只混基业绩或显“暗淡” 盈利能力下降,中金在线
2263,2021-02-19,大涨351%，业绩增速仅有5%，6288亿的金龙鱼高估了吗？,云掌财经
2264,2021-02-19,李志林丨机构抱团取暖股集体重挫，退耕还林中小股终于涨了,中金在线
2265,2021-02-19,杀“茅”惨剧，又赖央妈？,格隆汇
2266,2021-02-19,牛年开市首日A股行情反转 赚钱效应令股民兴奋,北京日报
2267,2021-02-19,19股融资余额增幅超20%,证券时报网
2268,2021-02-19,3000多只个股上涨补发“红包”,北京日报
2269,2021-02-19,牛年开市首日北向资金扫货50亿，美的茅台均被卖9亿,21世纪经济报道
2270,2021-02-19,牛年开市首日北向资金扫货50亿元，美的茅台均被甩卖9个亿,21世纪经济报道
2271,2021-02-19,机构抱团股大跌投资风格要改变了吗?,财富动力网
2272,2021-02-19,“抱团股”显疲态，私募盯上新热点,Wind
2273,2021-02-19,“抱团股”显疲态 私募盯上新热点,中国财富网
2274,2021-02-19,风格切换信号浮现 公募关注涨价逻辑,中国财富网
2275,2021-02-19,“抱团股”回调周期股爆发 牛年开市首日风格大变,上证报
2276,2021-02-19,全球传染？继A股抱团白马后 明星中概股全线大跌,华尔街见闻
2277,2021-02-18,【收盘简评】2021-02-18,赢家之星
2278,2021-02-18,抱团股集体下跌并非坏事 连续下跌,每日经济新闻
2279,2021-02-18,郑眼看盘：节前拉升过猛 茅台罕见跳水,每日经济新闻
2280,2021-02-18,意外！牛年开局A股主线漂移，私募高呼抓紧两大新热点,中证报
2281,2021-02-18,【股指高开低走，多数个股开门红，抱团权重股集体下跌】,云掌财经
2282,2021-02-18,A股三大股指高开低走，再通胀来袭，货币政策要调整？央行主管报纸定调，要关注利率而不是回购数量,金融界
2283,2021-02-18,叶叶财经：今天是牛年第一个股票交易日，股市红包抢得真刺激！,云掌财经
2284,2021-02-18,果然“开门红”，超3600股上涨！却差点被权重股带崩，聪明钱净买入51亿！这一板块彻底火了,e公司
2285,2021-02-18,时代看盘：A股冲高回落，抱团股重挫。市场一致看好，往往是反转之时,时代周报
2286,2021-02-18,3585股上涨，金牛基金经理坚定布局这类股,中证报
2287,2021-02-18,3585股上涨，金牛基金经理坐不住了！坚定布局这类股,中证报
2288,2021-02-18,贵州茅台大跌5%抱团股熄火，顺周期板块大涨，结构性牛市转向？ 连续下跌,AI财经社
2289,2021-02-18,数据复盘｜101亿主力资金撤离医药生物行业 北向资金抢筹五粮液等股,证券时报网
2290,2021-02-18,指数高开低走，个股却迎来年内最美好的一日，风格轮动正上演,搜狐
2291,2021-02-18,资本动态|牛年首个交易日，近3600只个股上涨，影视、资源股狂欢，但各种“茅”却崩了,财经网
2292,2021-02-18,"牛年首秀,“顺周期们”崛起,这一行业被资金看好",中国财富网
2293,2021-02-18,生态大变化如期开启：更多反复和厮杀在后头,云掌财经
2294,2021-02-18,牛年首日机构抱团被暴揍！,云掌财经
2295,2021-02-18,5930.91点！沪深300盘中突破历史新高,重庆商报
2296,2021-02-18,A股牛年首日高开低走白酒、医药回调疫情缓解如何影响市场？,新京报
2297,2021-02-18,海天味业跌8.4% 市值超6000亿去年前三季净利46亿,中国经济网
2298,2021-02-18,北向资金净买额超50亿元 大举出逃美的集团,21世纪经济报道
