,2021-12-30,大化工专题策划二|能控纠偏煤化龙头有望长期走强 煤氢联动成行业新看点,财联社
710,2021-03-22,中国银河--化工行业：电石、PVC等价格大幅上扬，关注细分龙头业绩表现【行业研究】,金融界股吧
711,2021-03-22,“碳中和”还能追吗？16家百亿私募调研13公司,Wind
712,2021-03-21,“碳中和”引领潮流，16家百亿私募共调研了13家公司，高毅资产、千合资本、淡水泉亮相,Wind
713,2021-03-21,煤炭行业周报：港口煤价再度上涨 唐山开启全面限产,新浪
714,2021-03-20,宝丰能源：新项目落地产能持续扩张 业绩实现全面增长,红周刊
715,2021-03-19,宝丰能源(600989)：业绩稳步增长 项目陆续推进带来高成长,新浪
716,2021-03-19,上市公司正负面新闻2021年3月19日星期五,Wind
717,2021-03-18,晚间重要公告2021年3月18日星期四,Wind
718,2021-03-18,宝丰能源：公司宁东项目靠近黄河，在用水方面有一定优势,e公司
719,2021-03-18,宝丰能源：公司的销售运费大幅攀升主要是因为公司二期项目投产，烯烃产品产量大幅提升,每日经济新闻
720,2021-03-18,东方盛虹、鲁西化工触涨停，化工ETF（516020）涨近3%！中信建投：三条主线把握碳中和对化工行业影响,资本邦
721,2021-03-18,宝丰能源：煤化工属于鼓励类产业，在税收方面有一定优惠政策，不存在因税收问题影响公司长期竞争力,每日经济新闻
722,2021-03-17,宝丰能源：产能规模稳健扩张 积极推动“碳中和”发展,上证报
723,2021-03-17,2021年基础化工行业春季投资策略：继续关注强Α白马 精选优质赛道龙头,新浪
724,2021-03-17,天风证券给予宝丰能源买入评级，20年业绩符合预期，在建规划项目“再造”宝丰,每日经济新闻
725,2021-03-16,安信证券维持宝丰能源买入评级：业绩符合预期，看好后续成长性,每日经济新闻
726,2021-03-16,光大证券--宝丰能源2020年年报点评：聚烯烃产销量大幅增长，煤制烯烃项目长期增长可期【公司研究】,金融界股吧
727,2021-03-16,首创证券--市场策略报告：两大隐忧未除，反弹力度有限【投资策略】,金融界股吧
728,2021-03-16,逆势扩产构建“双中心”格局,中证报
729,2021-03-15,每日报告回放,新浪
730,2021-03-15,宝丰能源：预计2021年一季度烯烃产品价格高位运行,中证网
731,2021-03-15,宝丰能源：内蒙古项目单位烯烃成本降低约10%,中证网
732,2021-03-15,【宝丰能源|年报点评 ：盈利能力突出，布局内蒙项目及“碳中和”】-国信证券,化工林谈
733,2021-03-15,化工行业周报：美国刺激计划落地+就业向好 复苏预期进一步增强,新浪
734,2021-03-15,现金流增长近五成 宝丰能源(600989.SH)新产能新产品推动稳步增长,格隆汇
735,2021-03-15,中国银河--化工行业周报：有机硅、纯碱涨势较好，关注细分龙头业绩表现【行业研究】,金融界股吧
736,2021-03-15,化工周度观点21W11：碳中和大背景下的中国化工新时代,新浪
737,2021-03-15,化工行业周报：继续推荐核心资产及低估值高景气标的 关注碳中和受益标的,新浪
738,2021-03-15,宝丰能源年度报告！300万吨焦化项目将于2021年底投产,国家煤化工网
739,2021-03-15,石油石化、基础化工、新材料行业北上资金流向周报,新浪
740,2021-03-15,原油系列报告(十四)：高油价是否可持续？,新浪
741,2021-03-15,国信证券--宝丰能源2020年财报点评：盈利能力突出，布局内蒙项目及“碳中和”【公司研究】,金融界股吧
742,2021-03-15,38股获券商买入评级 亿纬锂能目标涨幅达65.08%,Wind
743,2021-03-15,【银河化工任文坡/林相宜】公司点评丨宝丰能源 (600989)：2020年归母净利同增21.6%，看好未来高成长,中国银河证券研究
744,2021-03-15,宝丰能源673亿投建煤制烯烃规模三年翻倍 项目计划自筹200亿账面资金仅30亿,长江商报
745,2021-03-15,石油化工行业周报：2021年海外石化龙头公司估值对标之：利安德巴塞尔公司,新浪
746,2021-03-15,交易一季报，重视周期回调机会,中信建投证券研究
747,2021-03-14,私募大佬最新持仓曝光！社保、险资等长线资金调仓换股路线图浮现,Wind
748,2021-03-14,全产业链价格价差研究：有机硅、纯碱涨势较好 关注细分龙头业绩表现,新浪
749,2021-03-12,拓展未来空间，宝丰能源连开新局,财经无忌
750,2021-03-12,40股今日获机构买入评级,证券时报网
751,2021-03-12,华安证券：宝丰能源（600989.SH）Q4业绩表现靓丽，维持“买入”评级,智通财经
752,2021-03-12,太平洋--宝丰能源:以量补价实现逆势增长，多个在建项目保发展【公司研究】,金融界股吧
753,2021-03-12,宝丰能源(600989)：全产业链齐发力 助业绩持续增长,华安证券
754,2021-03-12,世界级煤制烯烃项目推进！看宝丰、恒力、广纳等项目如何扭转行业亏损,国家煤化工网
755,2021-03-12,华安证券--宝丰能源：全产业链齐发力，助业绩持续增长【公司研究】,金融界股吧
756,2021-03-12,化工板块盘初走强，双星新材涨停,Wind
757,2021-03-12,【东吴化工】宝丰能源2020年年报点评：全年业绩略超预期，内蒙基地打开成长空间,东吴石化化工
758,2021-03-12,开源晨会0312丨南下的背水之战；社融超预期的“冷”思考；江苏索普、宝丰能源,开源证券研究所
759,2021-03-12,【晨观方正】宏观/医药/化工20210312,方正证券
760,2021-03-12,东吴证券维持宝丰能源买入评级：2020年业绩略超预期，内蒙基地打开成长空间,每日经济新闻
761,2021-03-11,宝丰能源(600989)：全年稳健增长、Q4经营表现优异 新项目持续落地驱动长期成长,新浪
762,2021-03-11,宝丰能源(600989)：Q4主要产品量价齐升兑现业绩 新建项目有序推进加速公司业绩成长,新浪
763,2021-03-11,【机构风向标】16股获机构买入推荐超6次，13股后市上涨空间超两成！次新股极米科技获机构力荐,证券时报网
764,2021-03-11,29股今日获机构买入评级,中财网
765,2021-03-11,民生证券：宝丰能源(600989.SH)受益于烯烃产能扩张，维持“推荐”评级,智通财经
766,2021-03-11,开源证券维持宝丰能源买入评级，年报点评报告：二期烯烃投产贡献业绩增长，股权回购和激励肯定自身价值,每日经济新闻
767,2021-03-11,民生证券维持宝丰能源推荐评级，宝丰能源2020年报点评报告：受益烯烃产能扩张，归母净利同比增22%,每日经济新闻
768,2021-03-11,宝丰能源(600989)：受益烯烃产能扩张 归母净利同比增22%,新浪
769,2021-03-11,A股异动 | 宝丰能源(600989.SH)涨超7% 拟以2亿-4亿元回购公司股份,格隆汇
770,2021-03-11,新产能带动新发展 宝丰能源2020年实现净利润46亿元,中证网
771,2021-03-11,宝丰能源(600989)2020年年报点评：业绩符合预期、新项目打开成长空间,新浪
772,2021-03-11,中泰证券给予宝丰能源买入评级，业绩符合预期、新项目打开成长空间,每日经济新闻
773,2021-03-11,A股早报2021年3月11日星期四,Wind
774,2021-03-11,【方正化工】宝丰能源2020年报点评：建设项目加速推进，巩固公司龙头地位,靠谱化工股
775,2021-03-10,【金财富早知道】2021-03-11,赢家之星
776,2021-03-10,聚烯烃产品产销两旺 宝丰能源2020年净利润增长21.59%,上证报
777,2021-03-10,【日报|国君煤炭翟堃】贵州：十四五期间每年新增煤炭产能2000万吨,煤市乾坤
778,2021-03-10,晚间重要公告2021年3月10日星期三,Wind
779,2021-03-10,宝丰能源大宗交易成交425.00万股成交额6217.75万元,证券时报网
780,2021-03-10,宝丰能源(600989.SH)：拟在北京注册设立“宝丰碳中和研究院” 作为开展“碳中和”专业领域科研平台,格隆汇
781,2021-03-10,宝丰能源(600989.SH)：为支持内蒙子公司4×100万吨/年煤制烯烃示范项目建设 拟对其融资提供不超400亿元担保额度 大额借贷担保,格隆汇
782,2021-03-10,宝丰能源：2020年度净利润约46.23亿元，同比增加21.59%,每日经济新闻
783,2021-03-10,宝丰能源(600989.SH)：拟向宁夏燕宝慈善基金会捐赠现金3亿元,格隆汇
784,2021-03-10,宝丰能源年度归母净利增21.59%至46.23亿元 流通股每股派息0.32元,智通财经
785,2021-03-10,宝丰能源：2020年净利润46亿元同比增长22%,格隆汇
786,2021-03-10,宝丰能源(600989.SH)：拟以2亿-4亿元回购公司股份 回购价不超26.03元/股,格隆汇
787,2021-03-10,宝丰能源：拟2亿元-4亿元回购股份,Wind
788,2021-03-10,宝丰能源：2020年净利润同比增长21.59%,Wind
789,2021-03-10,宝丰能源今日大宗交易成交425万股，成交价14.63元折价0.34%,Wind
790,2021-03-10,2021年原油价格展望：年内高点可能冲击80美元 未来2年中枢继续向上,新浪
791,2021-03-09,宝丰能源内蒙古新项目加速推进 烯烃产能5倍增长可期,证券日报网
792,2021-03-09,基础化工行业投资周报：化工行业景气上行 继续推荐氨纶、轮胎、PVA,新浪
793,2021-03-09,化工行业日报：川财研究能源及公用事业产业链核心数据跟踪日报,新浪
794,2021-03-09,首创证券--宝丰能源公司简评报告：现代煤化工龙头，充分受益油价上行【公司研究】,金融界股吧
795,2021-03-09,投资673亿元！宝丰能源拟投建400万吨煤制烯烃示范项目预计2023年建成,国家煤化工网
796,2021-03-09,国信证券：宝丰能源(600989.SH)业绩快报符合预期，维持“买入”评级,智通财经
797,2021-03-09,国信证券--宝丰能源：业绩快报符合预期，内蒙重大项目进展顺利【公司研究】,金融界股吧
798,2021-03-08,化工行业周报：油价新高 继续坚守龙头并增配低估值弹性标的,新浪
799,2021-03-08,宝丰能源673亿投建煤制烯烃项目，未来行业政策壁垒将扩大,第一财经
800,2021-03-08,拟673亿元投建煤制烯烃项目 宝丰能源：烯烃材料国内需求大|公司问答,第一财经
801,2021-03-08,解盘：抱团股续跌，稀土、次新、风力发电、环保略涨,Wind
802,2021-03-08,煤炭行业周报：港口煤价显着反弹 焦炭二轮提降落地,新浪
803,2021-03-08,沙特减产+能源设施遇袭，机构推荐两大主线14只个股,第一财经
804,2021-03-08,宝丰能源拟673亿元投建400万吨/年烯烃项目 并大力推动氢能产业发展,上证报
805,2021-03-08,石油化工行业周报：四大利好助油价大涨创新高 涤纶长丝市场升温,新浪
806,2021-03-08,中泰证券给予宝丰能源买入评级，烯烃、焦炭价格上行、四季度盈利环比提升,每日经济新闻
807,2021-03-08,25股获券商买入评级，通达股份目标涨幅达66.53%,Wind
808,2021-03-08,陆家嘴财经早餐2021年3月8日星期一,Wind
809,2021-03-08,【方正化工】宝丰能源事件点评：400万吨烯烃示范项目，进一步巩固公司龙头地位,靠谱化工股
810,2021-03-07,公告精选：睿远基金获配7亿元三七互娱定增股份；宝丰能源拟673亿元投建煤制烯烃示范项目,e公司
811,2021-03-07,惊呆！A股百亿营收公司要投673亿超级项目,Wind
812,2021-03-07,百亿营收公司宝丰能源要投673亿超级项目，交行、工行授信500亿！到底咋回事？,证券时报网
813,2021-03-07,晚间重要公告2021年3月7日星期日,Wind
814,2021-03-07,石油化工行业周报：OPEC+会议结果助力油价上涨,光大证券
815,2021-03-07,化工行业周报：价格价差持续上扬 关注细分龙头业绩表现,新浪
816,2021-03-07,宝丰能源子公司拟673亿元投建400万吨/年煤制烯烃示范项目,上证报
817,2021-03-07,宝丰能源：拟673亿元投建4×100万吨每年煤制烯烃示范项目,Wind
818,2021-03-06,石油化工新材料行业北上资金周报,新浪
819,2021-03-06,石油化工行业研究：OPEC+3月4日部长级会议点评：OPEC+延长减产计划 油价崛起,光大证券
820,2021-03-06,石化化工行业近期行情点评：短期调整不改长期逻辑 坚定长期看好石化化工板块行情,光大证券
821,2021-03-05,A股共发生112宗大宗交易成交24.43亿元（3月5日）,Wind
822,2021-03-05,透视大宗交易：3月5日共成交112笔，宝丰能源成交3.6亿元,每日经济新闻
823,2021-03-05,"宝丰能源现1笔大宗交易 共成交35,995.00万元",新浪
824,2021-03-05,25股今日获机构买入评级,证券时报网
825,2021-03-05,抱团瓦解小盘股逆袭，本周超1000股涨逾5%,Wind
826,2021-03-05,宝丰能源(600989)：量增降本助力业绩成长 内蒙双控利好龙头,新浪
827,2021-03-05,宝丰能源(600989)：Q4单季扣非历史最佳 受益于内蒙能耗双控政策,新浪
828,2021-03-05,行业观察|“碳中和”下煤化工行业加速升级，龙头企业或强者恒强,财联社
829,2021-03-05,OPEC+减产支撑油价，石油板块持续走高，关注两主线,证券时报网
830,2021-03-05,石油化工行业：OPEC+达成减产协议 油价短期仍将上行,新浪
831,2021-03-05,【开源煤炭&石化-张绪成】宝丰能源业绩快报点评：量增降本助力业绩成长，内蒙双控利好龙头,能源观察站
832,2021-03-05,北向资金增仓榜：26股持股量环比增加超20%,证券时报网
