,2021-12-31,年内最后一次油价调整，汽、柴油价格每吨分别提高140元和135元,Wind
2594,2021-04-12,瑞信：上调中石化目标价至6.5港元,Wind
2595,2021-04-12,生意社：4月12日中石化华中对二甲苯价格平稳,生意社
2596,2021-04-12,中石化山西石油以自律推进企业健康发展,山西日报
2597,2021-04-11,每年3万吨“地沟油”流入加油站？你可能也加过这种油！,新浪
2598,2021-04-11,再添新版图！中国石化管道天然气进入苏北市场！,新浪
2599,2021-04-10,杰瑞股份(002353)：业绩符合预期 期待油服行业复苏,新浪
2600,2021-04-10,杰瑞股份(002353)：订单增长 净利润维持高增,新浪
2601,2021-04-09,封碳、增油两不误：中国石化将建成百万吨级CCUS示范项目,澎湃新闻
2602,2021-04-09,中国石化山东天然气管网南干线开工建设,中国石化
2603,2021-04-09,加氢苯日评：市场偏弱下周维持高位整理,百川盈孚
2604,2021-04-09,粗苯日评：部分厂家补涨,百川盈孚
2605,2021-04-09,中国石化将建百万吨级CCUS示范项目 首个超10万吨基地在华东建成,科技日报
2606,2021-04-09,中国石化：建成年捕集二氧化碳超10万吨示范基地,中证网
2607,2021-04-09,杰瑞股份(002353)：收入利润双创新高 非常规油气景气持续,新浪
2608,2021-04-09,中国石化：一季度主要生产经营指标均超计划,Wind
2609,2021-04-09,氢能产业规划相继出炉 资本看好巨头争相入局,北京商报
2610,2021-04-09,中国石化：一季度主要生产经营指标均超计划,e公司
2611,2021-04-09,中国石化与中国光大集团签署战略合作框架协议,生意社
2612,2021-04-09,“两桶油”频繁跨界做起“小买卖”,中华工商时报
2613,2021-04-09,生意社：4月9日中石化各销售公司丁二烯对外供价下调,生意社
2614,2021-04-09,又一风口？中石化、上汽、广汽都宣布了！巨头重金入局 纷纷大练“氢”功！,央视财经
2615,2021-04-09,中海油人均薪酬超43万，大约是中石化两倍，力压中石油,云掌财经
2616,2021-04-09,中石化中海燃供为“飞云河”轮加注保税燃油完成首船加注,国际船舶
2617,2021-04-09,多地入场巨头加码氢能产业乘风起,北京商报
2618,2021-04-08,光大集团与中国石化签署战略合作协议,证券时报网
2619,2021-04-08,燃料电池汽车示范应用城市群名单来了，京沪粤等地拟被纳入,Wind
2620,2021-04-08,国内聚烯烃树脂首次出口欧美7国,Wind
2621,2021-04-08,许彦：产能释放背景下 共探聚烯烃发展机遇,新浪
2622,2021-04-08,行业观察|双酚A价格飙涨创10年新高业内人士：库存低位供应紧张短期内上涨将持续,证券之星
2623,2021-04-08,生意社：4月8日中石化各销售公司丁二烯对外供价下调,生意社
2624,2021-04-08,182亿！国家能源集团、国家电投、国家电网、华能等7大央企发布“碳中和债”,国际电力网
2625,2021-04-08,化工行业周报：“两化”合并落地,华安证券
2626,2021-04-08,“神枪手”社保基金持仓路线曝光！新进47只个股 医药电子是真爱,21世纪经济报道
2627,2021-04-08,河北邢台每年新增天然气供应能力10亿立方米,河北日报
2628,2021-04-08,聚乙烯期货高开稳涨 市场震荡调整,电缆网
2629,2021-04-08,中国石化(600028)：业绩企稳向上 十四五重点发展天然气、“油转化”和氢能,新浪
2630,2021-04-08,【石化】从两桶油ESG报告看碳中和,天风研究
2631,2021-04-07,携手朱雀投资入局光伏制氢，隆基彰显布局全产业链的“野心”,环球老虎财经
2632,2021-04-07,欧洲很快就没有以石油为主业的公司了，中石油、中石化、中海油转型决心已定,和讯
2633,2021-04-07,基础化工行业周报：芯片短缺问题加剧 光刻胶紧缺局面带动板块反弹,光大证券
2634,2021-04-07,基础化工行业周报：“两化”重组消息公布 农化业务整合已提前完成,光大证券
2635,2021-04-07,粗苯日评：重心上移,百川盈孚
2636,2021-04-07,加氢苯日评：宽幅上涨,百川盈孚
2637,2021-04-07,权威专家做客中石油江汉所直播间，4月9日cippe精准营销推介会来袭,中国能源网china5e
2638,2021-04-07,两桶油接连入局螺蛳粉 嗦粉生意有多香,北京商报
2639,2021-04-06,正在消失的石油公司,新浪
2640,2021-04-06,这类化工品涨不停，年内价格已翻倍，市场供求紧张，相关概念股名单出炉,证券时报网
2641,2021-04-06,模仿中石化，中石油卖螺蛳粉香吗,北京商报
2642,2021-04-06,粗苯日评：招标上涨,百川盈孚
2643,2021-04-06,加氢苯日评：周初观望本周看涨,百川盈孚
2644,2021-04-06,纯苯日评：中石化挂牌上调，市场强势运作,百川盈孚
2645,2021-04-06,碳中和时代的零碳能源！3600亿“光伏茅”布局“绿氢”，概念股现涨停潮，一文看懂氢能源产业链,金融界
2646,2021-04-06,中石油开卖螺蛳粉 中石化自研螺蛳粉1月已经开卖,金融界
2647,2021-04-06,这一板块接力光伏大涨，龙头股20%直线涨停,Wind
2648,2021-04-06,国内成品油市场简报（21年4月6日）,生意社
2649,2021-04-06,生意社：4月6日国内邻二甲苯价格汇总,生意社
2650,2021-04-06,中石化加油站拒收现金？经理：员工解释没有到位,新浪
2651,2021-04-06,大连首批氢燃料电池公交车上线通车,中国发展网
2652,2021-04-06,生意社：4月6日中石化华中对二甲苯价格平稳,生意社
2653,2021-04-06,险资提前调仓换股，究竟买了哪些股票？,Wind
2654,2021-04-06,大动作！隆基股份布局氢能业务 创始人亲自带队,证券时报
2655,2021-04-05,隆基股份联手朱雀基金新设子公司 正式布局氢能业务,e公司
2656,2021-04-04,中石化发行国内油气企业首支碳中和债 11亿“绿色债券”用于光伏等项目,鲸平台
2657,2021-04-02,中国石化发行国内油气行业首支“绿色债券”,Wind
2658,2021-04-02,OPEC+4月会议点评：OPEC+增产是对全球石油需求有着更为乐观的预期,光大证券
2659,2021-04-02,生意社：4月2日中石化各销售公司丁二烯对外供价持稳,生意社
2660,2021-04-02,在实现碳中和路上，财政该如何作为？,Wind
2661,2021-04-01,加氢苯日评：加氢苯市场供不应求价格上涨,百川盈孚
2662,2021-04-01,粗苯日评：重心上移,百川盈孚
2663,2021-04-01,环己烷日评：纯苯走势偏强工厂报价守稳,百川盈孚
2664,2021-04-01,纯苯日评：中石化挂牌上调，行情重心向上,百川盈孚
2665,2021-04-01,生意社：4月1日国内邻二甲苯价格汇总,生意社
2666,2021-04-01,生意社：4月1日中石化华中对二甲苯价格下滑,生意社
2667,2021-03-31,A股万亿“红包雨”来袭！分红、股息哪家强？（名单）,Wind
2668,2021-03-31,物美集团将在贵州成立合资公司，助力当地产品创新升级,搜狐
2669,2021-03-31,和顺石油(603353)：省内收购意向协议落地 规模网络效应强化,新浪
2670,2021-03-31,微观流动性跟踪研究框架（3月31日）,德邦证券微资讯
2671,2021-03-31,太钢牛！不锈钢全品种入中石化“法眼”,我的钢铁
2672,2021-03-31,晨光文具(603899)：稳中求进 公司收入增速逐季提升,新浪
2673,2021-03-31,银河证券：石油加工行业存在业绩周期改善的预期,Wind
2674,2021-03-31,中国银河--石油化工行业3月动态报告：油价21Q1大幅上涨，看好行业单季度业绩表现【行业研究】,金融界股吧
2675,2021-03-31,石化双雄扣非净利首亏 仍坚持分红合计派现562亿 亏损,长江商报
2676,2021-03-31,“三桶油”净利“腰斩” 化石能源风光不再，未来路在何方？ 盈利能力下降,中国经济网
2677,2021-03-31,西藏水资源(01115-HK)增持西藏山南雅拉香布31%股权,财华社
2678,2021-03-31,权益投资“出彩”，险资最新重仓股名单曝光,Wind
2679,2021-03-30,辽宁大连首批10台氢燃料电池公交车今日上线通车,央视
2680,2021-03-30,标普：中国石化创纪录的化工支出应不会妨碍利润恢复常态,Wind
2681,2021-03-30,股息率最高49%，高股息率高增长股名单出炉,Wind
2682,2021-03-30,生意社：3月30日中石化三菱双酚A暂无报价,生意社
2683,2021-03-30,中国石化西南石油局累计生产天然气超800亿方,Wind
2684,2021-03-30,机械设备行业点评：三桶油计划资本支出增加9％ 历史看中石油计划支出有望上调,新浪
2685,2021-03-30,平安证券--中国石化：疫情致使公司全年业绩下滑，21Q1业绩预报增长显着【公司研究】 盈利能力下降,金融界股吧
2686,2021-03-30,生意社：3月30日中石化各销售公司丁二烯对外供价下调,生意社
2687,2021-03-30,中国石油正在制定绿色低碳发展的路径,上证报
2688,2021-03-30,A股融资融券日报：两融余额增加33.36亿元（3月29日）,Wind
2689,2021-03-30,每日理财观察：史诗级爆仓事件发酵，野村等一批大行“渡劫”,Wind
2690,2021-03-30,三桶油去年净利润腰斩？国际油价大跌，地板价保护为啥还会亏？ 盈利能力下降,搜狐
2691,2021-03-29,【今日机构评级汇总】Northland认为英特尔最新战略或将成就AMD；Macquarie认为阿里巴巴仍处良好风险状态,美股研究社
2692,2021-03-29,“三桶油”去年净利均大跌：中海油下滑近六成，中国石油赚得最少，疫情下低碳转型提速 盈利能力下降,每日经济新闻
2693,2021-03-29,成品油：“三桶油”年报公布　经营状况同比全线下滑 盈利能力下降,卓创资讯
2694,2021-03-29,卓然股份IPO：资产负债率89% 让利大客户引毛利率下滑,投资时报
2695,2021-03-29,港股收盘(3.29)|恒指收涨0.01% 92%分红率超预期 中国神华(01088)收涨逾10%,智通财经
2696,2021-03-29,生意社：本周加氢苯市场小幅下滑（3月22日至26日）,生意社
2697,2021-03-29,日评：石蜡交投活跃终端厂家接货能力有限,百川盈孚
2698,2021-03-29,港股异动 | 中石化(00386)盘中涨超6% 预期首季扭亏为盈至160亿到180亿元,智通财经
2699,2021-03-29,瑞信：上调中石化(00386)今明年每股盈测2%至4% 目标价升至5.8港元,智通财经
2700,2021-03-29,小摩：重申中石化(00386)“增持”评级 目标价升至5.5港元,智通财经
2701,2021-03-29,中国石化(600028)：产品量价齐跌 归母净利同比下降43% 盈利能力下降,新浪
2702,2021-03-29,大行评级|摩通：上调中石化(0386.HK)目标价至5.5港元评级“增持”,格隆汇
2703,2021-03-29,大行评级|瑞信：上调中石化(0386.HK)目标价至5.8港元评级“跑赢大市”,格隆汇
2704,2021-03-29,香港恒生指数午盘涨0.33%报28431.35点,Wind
2705,2021-03-29,首届“京城能源论坛”在北京成功举办,索比光伏网
2706,2021-03-29,平安证券--化工行业周报：石油公司逐渐加大对新能源的布局【行业研究】,金融界股吧
2707,2021-03-29,中国石化董事长：力争比国家承诺提前10年实现碳中和,Wind
2708,2021-03-29,中石化：预计未来3年其天然气产量将以每年10%的速度增长,金十数据
2709,2021-03-29,A股早报2021年3月29日星期一,Wind
2710,2021-03-29,中石化：计划在2021年建立100个加氢站,金十数据
2711,2021-03-29,中石化：未来5年将专注于以化石燃料为基础的氢生产,金十数据
2712,2021-03-29,生意社：3月29日中石化华中对二甲苯价格暂稳,生意社
2713,2021-03-29,港股公告精选：17家投资方拟合计163.5亿港元投资中国恒大旗下房车宝,Wind
2714,2021-03-29,历史首次！两桶油年报扣非后净利润均录得亏损 亏损,搜狐
2715,2021-03-29,中国石化去年净利329亿 四大板块业绩均下滑 盈利能力下降,证券时报网
2716,2021-03-28,降本增效 “两桶油”2020年艰难盈利,北京商报
2717,2021-03-28,晚间重要公告2021年3月28日星期日,Wind
2718,2021-03-28,中石化(00386-HK)向母企收购5项资产提升一体化运营水平,财华社
2719,2021-03-28,中石化：2020年盈利329.24亿人民币，同比减少42.71% 盈利能力下降,Wind
2720,2021-03-28,李克强：深化改革开放大力推动创新，在发展中不断改善民生,Wind
2721,2021-03-28,中国石化：2020年净利润同比减少42.86% 盈利能力下降,Wind
2722,2021-03-28,中国石化：一季度预计同比扭亏,Wind
2723,2021-03-28,中国石化(600028.SH)2020年度净利润降42.9%至329.24亿元末期股利每股0.13元 盈利能力下降,格隆汇
2724,2021-03-28,中国石化2020年净利润同比下降42.9% 盈利能力下降,Wind
2725,2021-03-28,中国石化：2021年一季度预计将实现扭亏为盈,Wind
2726,2021-03-28,瑞丰新材(300910)：润滑油添加剂千亿赛道 国产替代正当时,新浪
2727,2021-03-26,加氢苯日评：预计下周继续震荡运行,百川盈孚
2728,2021-03-26,纯苯日评：中石化挂牌下调，行情偏弱震荡,百川盈孚
2729,2021-03-26,日评：石蜡价格持续走高成交稍显混乱,百川盈孚
2730,2021-03-26,生意社：3月26日国内邻二甲苯价格汇总,生意社
2731,2021-03-26,光伏巨头争先布局，未来将配合节能储能发展,财联社
2732,2021-03-26,整合供应链资源彰显大物流价值,云南日报
2733,2021-03-25,原油百问第五讲 ｜ 国内石油市场,华安期货
2734,2021-03-25,卖药“真香”？家电巨头开药店了,医药网
